cn_year,regime,jp_year,module_removed,S_total_base,S_total_lomo,delta,n_alive_base,n_alive_lomo,gate_note,method_id,calibration_id,coverage_rule_id,metric_id,status
2023,J00,2011,DEMOGRAPHY_LABOR,-0.4474785831315627,-0.3302,-0.1173,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,OTHER,2002,GROWTH,-0.7416387509696982,-0.7099,-0.0317,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,OTHER,2002,INFLATION,-0.7416387509696982,-0.8929,0.1513,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,OTHER,2002,MONEY_CREDIT,-0.7416387509696982,-0.6534,-0.0882,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,OTHER,2002,EXTERNAL,-0.7416387509696982,-0.8693,0.1277,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,OTHER,2002,DEMOGRAPHY_LABOR,-0.7416387509696982,-0.5828,-0.1588,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J00,2003,GROWTH,-0.7301115818841619,-0.6409,-0.0892,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J00,2003,INFLATION,-0.7301115818841619,-0.758,0.0279,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J00,2003,MONEY_CREDIT,-0.7301115818841619,-0.8716,0.1415,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J00,2003,EXTERNAL,-0.7301115818841619,-0.8318,0.1017,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2025,J00,2003,DEMOGRAPHY_LABOR,-0.7301115818841619,-0.5483,-0.1818,5,4,,H5-1-LOMO-MARGINAL,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
