cn_year,pair_type,regime,jp_year,module,S_m,valid_pairs,eligible_pairs,coverage_ratio,module_pass,n_alive,S_total,method_id,calibration_id,coverage_rule_id,metric_id,status
2014,assigned,J90,1992,MONEY_CREDIT,-0.8226,1,1,1.0,True,5,-0.5098,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,assigned,J90,1992,EXTERNAL,-0.068,1,2,0.5,True,5,-0.5098,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,assigned,J90,1992,DEMOGRAPHY_LABOR,-0.3806,2,2,1.0,True,5,-0.5098,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,J00_best,J00,2004,GROWTH,-0.7822,3,3,1.0,True,5,-0.6013,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,J00_best,J00,2004,INFLATION,-0.5988,1,1,1.0,True,5,-0.6013,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,J00_best,J00,2004,MONEY_CREDIT,-0.4179,1,1,1.0,True,5,-0.6013,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,J00_best,J00,2004,EXTERNAL,-0.5526,2,2,1.0,True,5,-0.6013,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2014,J00_best,J00,2004,DEMOGRAPHY_LABOR,-0.6551,2,2,1.0,True,5,-0.6013,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,assigned,OTHER,1999,GROWTH,-0.5965,3,3,1.0,True,5,-0.2744,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,assigned,OTHER,1999,INFLATION,-0.3671,1,1,1.0,True,5,-0.2744,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,assigned,OTHER,1999,MONEY_CREDIT,-0.0459,1,1,1.0,True,5,-0.2744,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,assigned,OTHER,1999,EXTERNAL,-0.2418,2,2,1.0,True,5,-0.2744,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,assigned,OTHER,1999,DEMOGRAPHY_LABOR,-0.1209,2,2,1.0,True,5,-0.2744,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J90_best,J90,1995,GROWTH,-0.3327,3,3,1.0,True,5,-0.3849,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J90_best,J90,1995,INFLATION,-0.2408,1,1,1.0,True,5,-0.3849,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J90_best,J90,1995,MONEY_CREDIT,-0.1847,1,1,1.0,True,5,-0.3849,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J90_best,J90,1995,EXTERNAL,-0.4874,2,2,1.0,True,5,-0.3849,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J90_best,J90,1995,DEMOGRAPHY_LABOR,-0.6789,2,2,1.0,True,5,-0.3849,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J00_best,J00,2003,GROWTH,-0.6043,3,3,1.0,True,5,-0.5854,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J00_best,J00,2003,INFLATION,-0.3256,1,1,1.0,True,5,-0.5854,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J00_best,J00,2003,MONEY_CREDIT,-0.7812,1,1,1.0,True,5,-0.5854,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J00_best,J00,2003,EXTERNAL,-0.6337,2,2,1.0,True,5,-0.5854,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2015,J00_best,J00,2003,DEMOGRAPHY_LABOR,-0.5822,2,2,1.0,True,5,-0.5854,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,assigned,J90,1994,GROWTH,-0.7151,3,3,1.0,True,5,-0.482,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,assigned,J90,1994,INFLATION,-0.2181,1,1,1.0,True,5,-0.482,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,assigned,J90,1994,MONEY_CREDIT,-0.1345,1,1,1.0,True,5,-0.482,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,assigned,J90,1994,EXTERNAL,-0.493,2,2,1.0,True,5,-0.482,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,assigned,J90,1994,DEMOGRAPHY_LABOR,-0.8495,2,2,1.0,True,5,-0.482,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,J00_best,J00,2004,GROWTH,-0.4314,3,3,1.0,True,5,-0.6892,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,J00_best,J00,2004,INFLATION,-0.5988,1,1,1.0,True,5,-0.6892,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,J00_best,J00,2004,MONEY_CREDIT,-0.2406,1,1,1.0,True,5,-0.6892,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,J00_best,J00,2004,EXTERNAL,-0.8456,2,2,1.0,True,5,-0.6892,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2016,J00_best,J00,2004,DEMOGRAPHY_LABOR,-1.3296,2,2,1.0,True,5,-0.6892,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,assigned,J00,2003,GROWTH,-0.5408,3,3,1.0,True,5,-0.3518,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,assigned,J00,2003,INFLATION,-0.4605,1,1,1.0,True,5,-0.3518,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,assigned,J00,2003,MONEY_CREDIT,-0.2231,1,1,1.0,True,5,-0.3518,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,assigned,J00,2003,EXTERNAL,-0.1656,2,2,1.0,True,5,-0.3518,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,assigned,J00,2003,DEMOGRAPHY_LABOR,-0.3693,2,2,1.0,True,5,-0.3518,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,J90_best,J90,1993,GROWTH,-0.3939,3,3,1.0,True,5,-0.5006,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,J90_best,J90,1993,INFLATION,-0.3603,1,1,1.0,True,5,-0.5006,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,J90_best,J90,1993,MONEY_CREDIT,-0.1308,1,1,1.0,True,5,-0.5006,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,J90_best,J90,1993,EXTERNAL,-1.2231,1,2,0.5,True,5,-0.5006,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2017,J90_best,J90,1993,DEMOGRAPHY_LABOR,-0.395,2,2,1.0,True,5,-0.5006,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,assigned,J90,1993,GROWTH,-0.1848,3,3,1.0,True,5,-0.5527,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,assigned,J90,1993,INFLATION,-0.023,1,1,1.0,True,5,-0.5527,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,assigned,J90,1993,MONEY_CREDIT,-0.1505,1,1,1.0,True,5,-0.5527,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,assigned,J90,1993,EXTERNAL,-0.8996,1,2,0.5,True,5,-0.5527,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,assigned,J90,1993,DEMOGRAPHY_LABOR,-1.5054,2,2,1.0,True,5,-0.5527,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,J00_best,J00,2003,GROWTH,-0.7498,3,3,1.0,True,5,-0.6056,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,J00_best,J00,2003,INFLATION,-0.7977,1,1,1.0,True,5,-0.6056,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,J00_best,J00,2003,MONEY_CREDIT,-0.2428,1,1,1.0,True,5,-0.6056,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,J00_best,J00,2003,EXTERNAL,-0.2208,2,2,1.0,True,5,-0.6056,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2018,J00_best,J00,2003,DEMOGRAPHY_LABOR,-1.0166,2,2,1.0,True,5,-0.6056,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,assigned,J90,1993,GROWTH,-0.2957,3,3,1.0,True,5,-0.3741,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,assigned,J90,1993,INFLATION,-0.5166,1,1,1.0,True,5,-0.3741,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,assigned,J90,1993,MONEY_CREDIT,-0.0323,1,1,1.0,True,5,-0.3741,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,assigned,J90,1993,EXTERNAL,-0.7159,1,2,0.5,True,5,-0.3741,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,assigned,J90,1993,DEMOGRAPHY_LABOR,-0.3098,2,2,1.0,True,5,-0.3741,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,J00_best,J00,2003,GROWTH,-0.7332,3,3,1.0,True,5,-0.5899,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,J00_best,J00,2003,INFLATION,-1.3373,1,1,1.0,True,5,-0.5899,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,J00_best,J00,2003,MONEY_CREDIT,-0.1247,1,1,1.0,True,5,-0.5899,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,J00_best,J00,2003,EXTERNAL,-0.3,2,2,1.0,True,5,-0.5899,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2019,J00_best,J00,2003,DEMOGRAPHY_LABOR,-0.4544,2,2,1.0,True,5,-0.5899,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,assigned,J90,1993,GROWTH,-0.8386,3,3,1.0,True,5,-0.7539,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,assigned,J90,1993,INFLATION,-0.2468,1,1,1.0,True,5,-0.7539,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,assigned,J90,1993,MONEY_CREDIT,-0.2434,1,1,1.0,True,5,-0.7539,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,assigned,J90,1993,EXTERNAL,-0.6285,1,2,0.5,True,5,-0.7539,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,assigned,J90,1993,DEMOGRAPHY_LABOR,-1.8123,2,2,1.0,True,5,-0.7539,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,J00_best,J00,2005,GROWTH,-1.47,3,3,1.0,True,5,-0.9706,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,J00_best,J00,2005,INFLATION,-1.0568,1,1,1.0,True,5,-0.9706,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,J00_best,J00,2005,MONEY_CREDIT,-0.0169,1,1,1.0,True,5,-0.9706,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,J00_best,J00,2005,EXTERNAL,-0.6402,2,2,1.0,True,5,-0.9706,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2020,J00_best,J00,2005,DEMOGRAPHY_LABOR,-1.669,2,2,1.0,True,5,-0.9706,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,assigned,J00,2005,GROWTH,-0.281,3,3,1.0,True,5,-0.3521,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,assigned,J00,2005,INFLATION,-0.0224,1,1,1.0,True,5,-0.3521,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,assigned,J00,2005,MONEY_CREDIT,-0.2335,1,1,1.0,True,5,-0.3521,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,assigned,J00,2005,EXTERNAL,-0.7859,2,2,1.0,True,5,-0.3521,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,assigned,J00,2005,DEMOGRAPHY_LABOR,-0.4377,2,2,1.0,True,5,-0.3521,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,J90_best,J90,1995,GROWTH,-0.1709,3,3,1.0,True,5,-0.3925,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,J90_best,J90,1995,INFLATION,-0.0965,1,1,1.0,True,5,-0.3925,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,J90_best,J90,1995,MONEY_CREDIT,-0.6621,1,1,1.0,True,5,-0.3925,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,J90_best,J90,1995,EXTERNAL,-0.9403,2,2,1.0,True,5,-0.3925,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2021,J90_best,J90,1995,DEMOGRAPHY_LABOR,-0.0929,2,2,1.0,True,5,-0.3925,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,assigned,J90,1995,GROWTH,-1.1173,3,3,1.0,True,5,-0.5907,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,assigned,J90,1995,INFLATION,-0.6455,1,1,1.0,True,5,-0.5907,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,assigned,J90,1995,MONEY_CREDIT,-0.1107,1,1,1.0,True,5,-0.5907,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,assigned,J90,1995,EXTERNAL,-0.4561,2,2,1.0,True,5,-0.5907,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,assigned,J90,1995,DEMOGRAPHY_LABOR,-0.6242,2,2,1.0,True,5,-0.5907,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,J00_best,J00,2003,GROWTH,-1.2511,3,3,1.0,True,5,-0.7178,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,J00_best,J00,2003,INFLATION,-0.7303,1,1,1.0,True,5,-0.7178,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,J00_best,J00,2003,MONEY_CREDIT,-0.4858,1,1,1.0,True,5,-0.7178,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,J00_best,J00,2003,EXTERNAL,-0.3488,2,2,1.0,True,5,-0.7178,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2022,J00_best,J00,2003,DEMOGRAPHY_LABOR,-0.7727,2,2,1.0,True,5,-0.7178,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,assigned,J00,2011,GROWTH,-0.3277,3,3,1.0,True,5,-0.4475,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,assigned,J00,2011,INFLATION,-0.4721,1,1,1.0,True,5,-0.4475,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,assigned,J00,2011,MONEY_CREDIT,-0.422,1,1,1.0,True,5,-0.4475,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,assigned,J00,2011,EXTERNAL,-0.0992,2,2,1.0,True,5,-0.4475,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,assigned,J00,2011,DEMOGRAPHY_LABOR,-0.9164,2,2,1.0,True,5,-0.4475,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,J90_best,J90,1993,GROWTH,-0.647,3,3,1.0,True,5,-0.5719,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,J90_best,J90,1993,INFLATION,-1.3046,1,1,1.0,True,5,-0.5719,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,J90_best,J90,1993,MONEY_CREDIT,-0.1646,1,1,1.0,True,5,-0.5719,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,J90_best,J90,1993,EXTERNAL,-0.3311,1,2,0.5,True,5,-0.5719,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2023,J90_best,J90,1993,DEMOGRAPHY_LABOR,-0.4121,2,2,1.0,True,5,-0.5719,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,assigned,OTHER,2002,GROWTH,-0.8687,3,3,1.0,True,5,-0.7416,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,assigned,OTHER,2002,INFLATION,-0.1368,1,1,1.0,True,5,-0.7416,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,assigned,OTHER,2002,MONEY_CREDIT,-1.0947,1,1,1.0,True,5,-0.7416,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,assigned,OTHER,2002,EXTERNAL,-0.231,2,2,1.0,True,5,-0.7416,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,assigned,OTHER,2002,DEMOGRAPHY_LABOR,-1.377,2,2,1.0,True,5,-0.7416,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J90_best,J90,1992,GROWTH,-1.407,3,3,1.0,True,5,-0.8554,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J90_best,J90,1992,INFLATION,-1.5621,1,1,1.0,True,5,-0.8554,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J90_best,J90,1992,MONEY_CREDIT,-0.1423,1,1,1.0,True,5,-0.8554,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J90_best,J90,1992,EXTERNAL,-0.1244,1,2,0.5,True,5,-0.8554,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J90_best,J90,1992,DEMOGRAPHY_LABOR,-1.0412,2,2,1.0,True,5,-0.8554,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J00_best,J00,2011,GROWTH,-0.4057,3,3,1.0,True,5,-0.7881,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J00_best,J00,2011,INFLATION,-0.4721,1,1,1.0,True,5,-0.7881,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
2024,J00_best,J00,2011,MONEY_CREDIT,-0.8947,1,1,1.0,True,5,-0.7881,H5-1-LEVEL-DECOMP,JPZ-1970-2025/CNZ-2000-2025,CR-2026-09,MANHATTAN,FROZEN-D-H5-1-20260906
