date,period,value,value_raw,unit,freq,source,provider,source_type,definition_regime,note,value_available_date,vintage_type,release_rule_status,vintage_evidence,historical_realtime_eligible,post_vad_eligible,source_validity_eligible
1970-01-31,1970-01,45652,45652,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-02-28,1970-02,42889,42889,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-03-31,1970-03,44223,44223,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-04-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-04-30,1970-04,44354,44354,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-05-31,1970-05,43996,43996,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-06-30,1970-06,45532,45532,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-07-31,1970-07,47710,47710,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-08-31,1970-08,47586,47586,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-09-30,1970-09,45499,45499,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-10-31,1970-10,46467,46467,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-11-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-11-30,1970-11,46766,46766,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1970-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1970-12-31,1970-12,58302,58302,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-01-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-01-31,1971-01,53149,53149,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-02-28,1971-02,50060,50060,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-03-31,1971-03,51169,51169,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-04-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-04-30,1971-04,51425,51425,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-05-31,1971-05,51431,51431,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-06-30,1971-06,52810,52810,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-07-31,1971-07,55760,55760,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-08-31,1971-08,55868,55868,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-09-30,1971-09,53424,53424,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-10-31,1971-10,54164,54164,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-11-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-11-30,1971-11,54232,54232,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1971-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1971-12-31,1971-12,67425,67425,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1972-01-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1972-01-31,1972-01,61839,61839,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1972-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1972-02-29,1972-02,57815,57815,亿日元,M,MONETARY_BASE,BOJ,OFFICIAL_CANONICAL,,,1972-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
