date,period,value,value_raw,unit,freq,source,provider,source_type,definition_regime,note,value_available_date,vintage_type,release_rule_status,vintage_evidence,historical_realtime_eligible,post_vad_eligible,source_validity_eligible
1998-04-30,1998-04,5919793,5919793,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-05-31,1998-05,5926840,5926840,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-06-30,1998-06,5918176,5918176,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-07-31,1998-07,5967974,5967974,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-08-31,1998-08,5983933,5983933,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-09-30,1998-09,5955603,5955603,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-10-31,1998-10,5944296,5944296,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-11-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-11-30,1998-11,5993122,5993122,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1998-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1998-12-31,1998-12,6115999,6115999,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1999-01-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1999-01-31,1999-01,6110027,6110027,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1999-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1999-02-28,1999-02,6076709,6076709,亿日元,M,M2_REF_AVG,BOJ,OFFICIAL,M2_REF_1998_2008,regime内同比,1999-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
