date,period,value,value_raw,unit,freq,source,provider,source_type,definition_regime,note,value_available_date,vintage_type,release_rule_status,vintage_evidence,historical_realtime_eligible,post_vad_eligible,source_validity_eligible
1974-06-30,1974-Q2,8,8,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1974-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1974-09-30,1974-Q3,-18,-18,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1974-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1974-12-31,1974-Q4,-35,-35,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1974-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1975-03-31,1975-Q1,-56,-56,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1975-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1975-06-30,1975-Q2,-57,-57,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1975-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1975-09-30,1975-Q3,-52,-52,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1975-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1975-12-31,1975-Q4,-44,-44,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1975-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1976-03-31,1976-Q1,-39,-39,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1976-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1976-06-30,1976-Q2,-21,-21,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1976-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1976-09-30,1976-Q3,-3,-3,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1976-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1976-12-31,1976-Q4,-3,-3,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1976-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1977-03-31,1977-Q1,-13,-13,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1977-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1977-06-30,1977-Q2,-14,-14,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1977-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1977-09-30,1977-Q3,-16,-16,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1977-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1977-12-31,1977-Q4,-20,-20,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1977-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1978-03-31,1978-Q1,-19,-19,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1978-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1978-06-30,1978-Q2,-6,-6,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1978-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1978-09-30,1978-Q3,7,7,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1978-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1978-12-31,1978-Q4,9,9,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1978-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1979-03-31,1979-Q1,15,15,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1979-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1979-06-30,1979-Q2,28,28,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1979-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1979-09-30,1979-Q3,37,37,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1979-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1979-12-31,1979-Q4,34,34,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1979-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1980-03-31,1980-Q1,24,24,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1980-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1980-06-30,1980-Q2,30,30,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1980-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1980-09-30,1980-Q3,21,21,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1980-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1980-12-31,1980-Q4,8,8,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1980-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1981-03-31,1981-Q1,-2,-2,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1981-04-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1981-06-30,1981-Q2,-5,-5,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1981-07-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
1981-09-30,1981-Q3,-3,-3,DI百分点,Q,TANKAN_MFG_DI,BOJ,OFFICIAL_CANONICAL,,qcode YYYY01-04=Q1-Q4;API起点1974Q2,1981-10-01,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_SURVEY_NO_REV_AUDIT,conditional,true,true
