date,period,value,value_raw,unit,freq,source,provider,source_type,definition_regime,note,value_available_date,vintage_type,release_rule_status,vintage_evidence,historical_realtime_eligible,post_vad_eligible,source_validity_eligible
2003-04-30,2003-04,6767067,6767067,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-05-31,2003-05,6770869,6770869,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-06-30,2003-06,6777550,6777550,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-07-31,2003-07,6813055,6813055,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-08-31,2003-08,6807344,6807344,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-09-30,2003-09,6768459,6768459,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-10-31,2003-10,6755731,6755731,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-11-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-11-30,2003-11,6757284,6757284,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2003-12-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2003-12-31,2003-12,6825840,6825840,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-01-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-01-31,2004-01,6833119,6833119,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-02-29,2004-02,6797767,6797767,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-03-31,2004-03,6825916,6825916,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-04-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-04-30,2004-04,6891883,6891883,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-05-31,2004-05,6903843,6903843,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-06-30,2004-06,6894824,6894824,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-07-31,2004-07,6937875,6937875,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-08-31,2004-08,6933689,6933689,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
2004-09-30,2004-09,6907282,6907282,亿日元,M,M2_CURRENT_AVG,BOJ,OFFICIAL_CANONICAL,M2_CURRENT_2003_,regime内同比,2004-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
