date,period,value,value_raw,unit,freq,source,provider,source_type,definition_regime,note,value_available_date,vintage_type,release_rule_status,vintage_evidence,historical_realtime_eligible,post_vad_eligible,source_validity_eligible
1955-01-31,1955-01,35976,35976,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-02-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-02-28,1955-02,35717,35717,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-03-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-03-31,1955-03,36079,36079,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-04-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-04-30,1955-04,36811,36811,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-05-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-05-31,1955-05,36852,36852,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-06-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-06-30,1955-06,37336,37336,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-07-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-07-31,1955-07,37960,37960,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-08-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-08-31,1955-08,38137,38137,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-09-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-09-30,1955-09,38625,38625,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-10-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
1955-10-31,1955-10,39187,39187,亿日元,M,M2_OLD_EOP,BOJ,OFFICIAL,M2_OLD_1955_1999,COMPARATIVE_ONLY(禁拼接),1955-11-15,REALTIME_ASSUMED,CONSERVATIVE_PROXY,OFFICIAL_NO_REV_AUDIT,conditional,true,true
