统计时间,国外资产,外汇,货币黄金,其他国外资产,对政府债权,其中:中央政府,对其他存款性公司债权,对其他金融性公司债权,对非货币金融机构债权,对非金融性公司债权,其他资产,总资产,储备货币,发行货币,金融性公司存款,其他存款性公司,其他金融性公司,对金融机构负债,准备金存款,非金融性公司存款,活期存款,债券,国外负债,政府存款,自有资金,其他负债,总负债,标准月份
2010.1,188021.75,177869.14,669.84,9482.77,15661.97,15661.97,7129.5,11530.12,,43.96,7827.41,230214.71,142819.58,44349.17,98470.41,98359.32,111.09,,,,,42380.8,746.7,25275.2,219.75,18130.91,230214.71,2010-01
2010.2,189558.26,179412.38,669.84,9476.04,15625.89,15625.89,7186.46,11525.86,,43.96,7823.51,231763.94,152629.41,48187.85,104441.56,104257.21,184.35,,,,,41403.32,746.7,22860.75,219.75,13262.19,231763.94,2010-02
2010.3,192118.96,182310.84,669.84,9138.28,15625.89,15625.89,8618.22,11514.57,,43.96,8169.07,236090.67,150032.84,42836.09,107196.75,107057.69,139.06,,,,,43442.31,746.69,23251.03,219.75,17748.46,236090.67,2010-03
2010.4,195861.8,186058.1,669.84,9133.86,15621.19,15621.19,8715.65,11508.53,,43.96,8169.4,239920.53,147027.84,43073.77,103954.07,103828.16,125.91,,,,,45610.23,741.53,26657.41,219.75,19010.63,239920.53,2010-04
2010.5,196868.82,187177.63,669.84,9021.35,15621.19,15621.19,8822.75,11508.26,,43.96,8431.01,241296.0,147128.24,42109.91,105018.33,104880.99,137.34,,,,,46058.44,719.23,30342.19,219.75,16204.56,241296.0,2010-05
2010.6,198356.34,188703.99,669.84,8982.51,15621.19,15621.19,8966.5,11498.54,,43.96,8445.52,242932.04,154234.48,42566.89,111667.58,111506.39,161.19,,,,,46975.16,719.1,31023.02,219.75,9148.14,242932.04,2010-06
2010.7,200141.77,190500.79,669.84,8971.14,15621.19,15621.19,9025.71,11500.29,,43.96,8436.93,244769.85,154338.06,42953.98,111384.09,111217.11,166.98,,,,,47491.02,701.42,33770.92,219.75,7617.23,244769.85,2010-07
2010.8,202533.93,192833.34,669.84,9030.75,15583.11,15583.11,9090.85,11472.87,,43.96,7398.73,246123.45,154473.8,43541.38,110932.43,110766.4,166.02,,,,,47179.63,716.1,34861.33,219.75,8036.39,246123.45,2010-08
2010.9,204810.61,195222.49,669.84,8918.28,15551.85,15551.85,9136.4,11465.79,,43.96,7675.26,248683.87,161320.34,46219.81,115100.53,114945.69,154.84,,,,,44005.15,715.7,32458.79,219.75,9324.5,248683.87,2010-09
2010.10,210087.98,200640.26,669.84,8777.88,15551.85,15551.85,9120.95,11443.54,,43.96,7440.32,253688.6,166138.28,45449.35,120688.93,120507.01,181.91,,,,,41671.81,701.69,34977.39,219.75,9318.36,253688.6,2010-10
2010.11,212733.8,203774.39,669.84,8289.57,15421.11,15421.11,9318.35,11392.71,,43.96,7543.82,256453.74,171774.25,46126.0,125648.25,125462.08,186.17,,,,,41887.14,718.37,33190.77,219.75,7994.1,256453.74,2010-11
2010.12,215419.6,206766.71,669.84,7983.06,15421.11,15421.11,9485.7,11325.81,,24.99,7597.67,259274.89,185311.08,48646.02,136665.06,136480.86,184.2,,,,,40497.23,720.08,24277.32,219.75,7592.23,259274.89,2010-12
2011.1,219957.26,211301.39,669.84,7986.03,15421.11,15421.11,15912.63,11317.7,,24.99,6355.1,268988.79,194084.48,63789.4,,130295.08,,,,,,38503.12,3878.57,26459.78,219.75,4944.5,268988.79,2011-01
2011.2,222399.56,213753.16,669.84,7976.56,15421.11,15421.11,10478.06,11318.01,,24.99,6408.32,266050.05,191229.92,52493.6,,138736.32,,,,,,34903.59,4327.78,29133.15,219.75,5174.94,266050.05,2011-02
2011.3,226277.48,217476.46,669.84,8131.18,15404.83,15404.83,9561.47,11318.75,,24.99,6230.52,268818.05,192565.38,49272.52,,143292.86,,,,,,31160.33,4579.94,27289.03,219.75,12025.18,268818.05,2011-03
2011.4,229301.15,220472.74,669.84,8158.57,15404.83,15404.83,9502.68,11314.14,,24.99,6217.22,271765.01,193309.49,49450.6,,143858.9,,,,,,29624.84,5286.84,31588.08,219.75,10835.91,271765.01,2011-04
2011.5,232020.69,223606.82,669.84,7744.03,15404.83,15404.83,9485.48,11255.51,,24.99,6420.62,274612.12,196186.05,48646.0,,147540.05,,,,,,29296.52,5284.49,34274.82,219.75,8572.34,274612.12,2011-05
2011.6,234697.86,226386.73,669.84,7641.29,15404.83,15404.83,9678.04,11253.94,,24.99,7018.94,278078.61,203469.88,48815.89,,154653.99,,,,,,27266.12,4866.43,34542.09,219.75,6911.74,278078.61,2011-06
2011.7,237238.34,229159.78,669.84,7408.72,15404.83,15404.83,9638.4,11248.83,,24.99,7158.05,280713.44,202490.07,49335.11,,153154.95,,,,,,26234.13,4894.74,37963.93,219.75,8104.81,280713.44,2011-07
2011.8,239197.84,231459.72,669.84,7068.29,15399.73,15399.73,9569.22,11248.9,,24.99,7202.29,282642.97,205141.33,49959.41,,155181.91,,,,,,24608.56,4995.26,38799.59,219.75,8109.47,282642.97,2011-08
2011.9,241200.76,233853.55,669.84,6677.37,15399.73,15399.73,9556.6,11244.81,,24.99,7485.33,284912.22,212204.15,52203.22,,160000.93,,,,,,22451.01,4671.93,35711.77,219.75,8793.05,284912.22,2011-09
2011.10,240107.32,232960.15,669.84,6477.33,15399.73,15399.73,12746.4,10753.98,,24.99,6697.9,285730.32,212819.83,51058.43,,161761.41,,,,,,21465.41,3996.47,38789.93,219.75,7574.31,285730.32,2011-10
2011.11,239554.13,232699.35,669.84,6184.94,15399.73,15399.73,10409.85,10749.15,,24.99,6739.36,282877.21,216624.49,51724.16,,164900.34,,,,,,21442.97,3252.57,34128.48,219.75,6334.44,282877.21,2011-11
2011.12,237898.06,232388.73,669.84,4839.49,15399.73,15399.73,10247.54,10643.97,,24.99,6763.31,280977.6,224641.76,55850.07,,168791.68,,,,,,23336.66,2699.44,22733.66,219.75,6437.97,280977.6,2011-12
2012.1,239596.43,234139.1,669.84,4787.49,15399.73,15399.73,22525.74,10711.39,,24.99,6765.76,295024.05,237391.7,67739.73,,169651.98,,,,,,23227.88,2669.84,25076.57,219.75,5510.29,295024.05,2012-01
2012.2,240146.21,234769.61,669.84,4706.76,15399.73,15399.73,10302.27,10636.56,,24.99,6766.73,283276.49,223343.11,56359.54,,166983.56,,,,,,23109.24,2454.88,26811.49,219.75,6386.59,283276.49,2012-02
2012.3,240694.62,235799.52,669.84,4225.27,15349.06,15349.06,10551.5,10635.08,,24.99,6767.13,284022.38,226684.28,54378.61,,172305.67,,,,,,21439.97,1846.58,23085.18,219.75,9639.68,284022.38,2012-03
2012.4,239983.29,235173.97,669.84,4139.48,15349.06,15349.06,10793.07,10629.52,,24.99,6771.8,283551.73,224365.65,54735.91,,169629.74,,,,,,19668.53,1935.7,27360.66,219.75,8895.3,283551.73,2012-04
2012.5,239912.16,235159.32,669.84,4082.99,15349.06,15349.06,11048.23,10630.07,,24.99,6790.24,283754.74,221952.79,53507.82,,168444.97,,,,,,18777.97,1961.14,29539.83,219.75,10149.71,283754.74,2012-05
2012.6,239978.29,235189.82,669.84,4118.63,15349.06,15349.06,13303.72,10625.33,,24.99,6789.65,286071.05,228050.85,54294.32,,173756.53,,,,,,18690.9,1097.06,27550.26,219.75,9279.95,286071.05,2012-06
2012.7,239981.89,235221.27,669.84,4090.77,15313.69,15313.69,11820.33,10625.94,,24.99,6813.43,284580.27,225528.76,54407.42,,171121.34,,,,,,17927.6,1036.16,30860.63,219.75,7767.55,284580.27,2012-07
2012.8,240055.72,235276.63,669.84,4109.25,15313.69,15313.69,14336.45,10240.67,,24.99,6003.44,285974.95,228487.35,55069.1,,173418.25,,,,,,17811.73,1028.26,31177.96,219.75,5970.72,285974.95,2012-08
2012.9,240190.51,235297.01,669.84,4223.66,15313.69,15313.69,17901.8,10233.95,,24.99,5992.82,289657.75,236032.58,59177.8,,176854.78,,,,,,17464.18,1241.52,28149.08,219.75,5253.58,289657.75,2012-09
2012.10,240105.04,235307.85,669.84,4127.35,15313.69,15313.69,20443.37,10232.6,,24.99,6184.73,292304.42,234515.97,56421.35,,178094.61,,,,,,16798.06,1142.48,33145.25,219.75,5196.17,292304.42,2012-10
2012.11,239963.43,235203.83,669.84,4089.76,15313.69,15313.69,16548.06,10229.1,,24.99,7798.13,289877.39,234898.2,57410.47,,177487.73,,,,,,15812.6,1149.6,31598.54,219.75,4864.85,289877.39,2012-11
2012.12,241416.9,236669.93,669.84,4077.13,15313.69,15313.69,16701.08,10038.62,,24.99,11041.91,294537.19,252345.17,60645.97,,191699.2,,,,,,13880.0,1464.24,20753.27,219.75,4525.91,294537.19,2012-12
2013.1,248268.26,240184.99,669.84,7413.43,15313.69,15313.69,14502.65,10038.4,,24.99,9783.57,297931.57,252943.96,68818.55,,184125.41,,,,,,13880.0,1000.06,23966.26,219.75,4667.61,297931.57,2013-01
2013.2,251277.32,243222.54,669.84,7384.94,15313.69,15313.69,13002.97,10035.1,,24.99,8521.32,298175.38,251965.27,67415.55,,184549.71,,,,,,13880.0,1076.51,24473.34,219.75,5294.96,298175.38,2013-02
2013.3,254127.19,246103.34,669.84,7354.02,15313.69,15313.69,11374.77,10025.94,,24.99,8073.84,298940.43,253649.82,61330.87,,192318.96,,,,,,13880.0,1295.98,22757.24,219.75,5787.7,298940.43,2013-03
2013.4,256912.77,248946.77,669.84,7296.17,15312.73,15312.73,11649.89,10023.06,,24.99,6877.4,300800.84,251510.58,60922.61,,190587.96,,,,,,12830.0,1267.65,27647.64,219.75,5995.45,300800.84,2013-04
2013.5,257935.69,249959.64,669.84,7306.21,15312.73,15312.73,11844.24,10022.82,,24.99,7004.87,302145.34,249455.52,59636.61,,189818.91,,,,,,11443.38,1220.51,32338.36,219.75,6140.72,302145.34,2013-05
2013.6,257853.95,249868.78,669.84,7315.33,15312.73,15312.73,16182.04,10218.54,,24.99,7148.84,306741.1,257776.47,59831.34,,197945.13,,,,,,10381.79,1127.07,32329.99,219.75,3589.16,306741.1,2013-06
2013.7,257896.86,249887.92,669.84,7339.1,15312.73,15312.73,16106.96,10217.05,,24.99,7138.57,306697.16,254421.13,59663.68,,194757.45,,,,,,9549.79,1162.07,36789.04,219.75,3244.65,306697.16,2013-07
2013.8,258881.69,250866.64,669.84,7345.21,15312.73,15312.73,17108.11,10217.15,,24.99,7381.23,308925.9,257316.7,60310.94,,197005.76,,,,,,8246.42,1425.71,37140.37,219.75,3316.49,308925.9,2013-08
2013.9,261561.48,253548.68,669.84,7342.96,15312.73,15312.73,16680.77,10242.23,,24.99,7369.0,311191.2,263137.87,63041.13,,200096.74,,,,,,7878.0,1817.84,34480.77,219.75,2388.69,311191.2,2013-09
2013.10,266047.16,258043.26,669.84,7334.06,15312.73,15312.73,15543.31,10208.17,,24.99,7380.94,314517.3,258407.14,61232.18,,197174.96,,,,,,7772.0,1479.11,41163.0,219.75,4156.35,314517.3,2013-10
2013.11,270052.59,262036.62,669.84,7346.13,15312.73,15312.73,15501.98,10207.13,,24.99,7369.73,318469.15,260121.97,62059.05,,198062.92,,,,,,7762.0,1875.83,41915.69,219.75,5259.65,318469.15,2013-11
2013.12,272233.53,264270.04,669.84,7293.66,15312.73,15312.73,13147.9,8907.36,,24.99,7652.04,317278.55,271023.09,64980.93,,206042.17,,,,,,7762.0,2088.27,28610.6,219.75,6244.57,317278.55,2013-12
2014.1,277186.01,269215.34,669.84,7300.83,15312.73,15312.73,21281.18,8838.07,,24.99,8538.53,331181.51,287732.11,85752.96,,201979.15,,,,,,7762.0,1975.68,28424.89,219.75,3793.62,331181.51,2014-01
2014.2,278403.07,270407.88,669.84,7325.35,15312.73,15312.73,13136.94,8838.03,,24.99,9303.99,325019.77,273997.48,69299.97,,204697.51,,,,,,7762.0,1696.7,32401.35,219.75,7618.99,325019.77,2014-02
2014.3,280177.69,272149.14,669.84,7358.72,15312.73,15312.73,12384.02,8818.02,,24.99,9929.75,326647.21,274741.06,64815.75,,209925.3,,,,,,7762.0,1998.79,28962.81,219.75,11597.18,326647.21,2014-03
2014.4,281038.76,272995.03,669.84,7373.89,15312.73,15312.73,12973.33,8809.15,,24.99,9921.3,328080.26,272963.09,64522.39,,208440.7,,,,,,7762.0,1462.04,34977.18,219.75,9298.02,328080.26,2014-04
2014.5,281053.35,272998.64,669.84,7384.86,15312.73,15312.73,13901.51,8809.15,,24.99,9921.5,329023.22,273929.23,63694.15,,210235.09,,,,,,7362.0,1330.31,36029.39,219.75,8706.61,329023.22,2014-05
2014.6,280169.49,272131.01,669.84,7368.65,15312.73,15312.73,14556.64,8809.15,,24.99,10825.59,329698.6,279898.66,63260.47,,216638.19,,,,,,7132.0,1477.31,33282.98,219.75,6171.34,329698.6,2014-06
2014.7,280180.25,272128.62,669.84,7381.79,15312.73,15312.73,14933.83,8789.78,,25.31,10849.65,330091.56,276652.23,63096.17,,213556.06,,,,,,6932.0,1348.45,38940.21,219.75,4412.85,330091.56,2014-07
2014.8,280184.03,272151.84,669.84,7362.35,15312.73,15312.73,15455.89,8787.71,,25.32,10868.54,330634.21,277957.39,63886.74,,214070.65,,,,,,6922.0,1398.31,39135.42,219.75,3366.82,330634.21,2014-08
2014.9,280121.2,272017.91,669.84,7433.45,15312.73,15312.73,21015.29,8731.65,,25.3,11055.44,336261.61,285299.18,65544.74,,219754.43,,,,,,6922.0,1964.0,36787.46,219.75,3407.5,336261.61,2014-09
2014.10,280021.78,272038.1,669.84,7313.83,15312.73,15312.73,24116.15,8731.65,,25.3,11077.36,339284.97,279382.16,63776.83,,215605.33,,,,,,6522.0,1629.25,44548.9,219.75,5360.91,339284.97,2014-10
2014.11,279937.04,271970.42,669.84,7296.78,15312.73,15312.73,25022.62,8731.65,,25.29,11191.29,340220.62,280045.59,64500.85,,215544.73,,,,,,6522.0,1481.9,45422.42,219.75,4918.07,340220.62,2014-11
2014.12,278622.85,270681.33,669.84,7271.68,15312.73,15312.73,24985.27,7848.81,,11.62,11467.5,338248.79,294093.02,67151.28,,226941.74,,,,,,6522.0,1833.83,31275.33,219.75,2746.51,338248.79,2014-12
2015.1,278606.09,270688.81,669.84,7247.44,15312.73,15312.73,25789.62,7848.81,,11.66,11299.13,338868.05,288343.85,69461.11,,218882.75,,,,,,6522.0,1561.64,37803.05,219.75,2912.37,338868.05,2015-01
2015.2,278395.27,270468.22,669.84,7257.21,15312.73,15312.73,32422.43,7847.15,,11.67,11421.56,345410.82,298674.42,82921.96,,215752.46,,,,,,6522.0,1447.11,32344.83,219.75,4562.92,345410.82,2015-02
2015.3,276072.56,268160.81,669.84,7241.92,15312.73,15312.73,31478.7,7847.15,,41.3,11473.1,342225.55,295752.63,69078.1,,226674.52,,,,,,6522.0,1405.32,29829.21,219.75,6767.64,342225.55,2015-03
2015.4,275616.52,267701.39,669.84,7245.29,15312.73,15312.73,30600.44,7846.35,,52.95,11459.29,340888.28,293129.47,67127.36,,226002.11,,,,,,6522.0,1703.93,30667.92,219.75,6833.32,340888.28,2015-04
2015.5,275236.89,267321.89,669.84,7245.16,15312.73,15312.73,30851.42,7846.35,,56.94,11457.14,340761.47,287792.06,65265.1,,222526.96,,,,,,6522.0,1647.31,32122.45,219.75,10716.33,340761.47,2015-05
2015.6,276555.22,267149.38,2094.73,7311.11,15312.73,15312.73,23263.93,7696.35,,55.01,14192.58,337075.83,288779.55,65111.9,,223667.65,,,,,,6522.0,1465.51,32481.29,219.75,5915.44,337075.83,2015-06
2015.7,273515.46,264069.3,2135.9,7310.25,15312.73,15312.73,22366.08,9696.35,,55.04,14252.02,335197.68,283173.14,65067.61,,218105.53,,,,,,6522.0,1453.85,36212.81,219.75,5906.57,335197.68,2015-07
2015.8,264970.94,260885.79,2173.11,1912.05,15312.73,15312.73,29801.2,9696.35,,57.49,13547.79,333386.5,283866.05,65583.79,,218282.26,,,,,,6522.0,1623.62,33737.1,219.75,5605.01,333386.5,2015-08
2015.9,262214.21,258244.37,2207.71,1762.13,15312.73,15312.73,25234.76,9696.55,,57.28,13523.34,326038.88,279677.24,68454.85,,211222.39,,,,,,6522.0,1649.93,31542.01,219.75,4584.55,326038.88,2015-09
2015.10,262817.13,258777.74,2240.93,1798.46,15312.73,15312.73,25988.98,9696.55,,61.39,13437.06,327313.84,275791.37,66071.6,,209719.77,,,,,,6572.0,1855.42,36485.54,219.75,4581.23,327313.84,2015-10
2015.11,260254.39,255619.72,2287.09,2347.58,15312.73,15312.73,27519.04,9696.15,,72.04,13398.21,326252.57,271610.21,66935.43,,204674.77,,,,,,6572.0,1606.8,39443.29,219.75,4459.1,326252.57,2015-11
2015.12,253830.67,248537.59,2329.54,2963.55,15312.73,15312.73,26626.36,6656.59,,71.74,15338.87,317836.97,276377.49,69885.95,,206491.55,,,,,,6572.0,1807.28,27179.03,219.75,2855.0,317836.97,2015-12
2016.1,247702.84,242092.21,2367.35,3243.28,15312.73,15312.73,52000.61,6656.59,,71.46,15294.6,337038.84,290411.8,79395.44,,211016.36,,,,,,6572.0,2689.44,31099.77,219.75,2935.38,337038.84,2016-01
2016.2,247839.98,239813.38,2393.38,5633.21,15312.73,15312.73,52604.88,6654.59,,71.66,13359.22,335843.07,290530.03,78394.41,,212135.62,,,,,,6572.0,3579.0,29504.68,219.75,1755.08,335843.07,2016-02
2016.3,246545.3,238365.77,2416.61,5762.92,15312.73,15312.73,44158.16,6654.59,,72.1,13473.58,326216.46,283376.58,71352.51,,212024.07,,,,,,6572.0,3827.75,27338.77,219.75,971.93,326216.46,2016-03
2016.4,246256.57,237821.82,2445.35,5989.4,15312.73,15312.73,47361.98,6657.69,,72.74,13427.18,329088.89,279548.43,70455.9,,209092.53,,,,,,6572.0,3506.94,34093.48,219.75,895.7,329088.89,2016-04
2016.5,246245.23,237284.8,2445.35,6515.07,15312.73,15312.73,48585.49,6657.69,,73.76,13399.23,330274.13,279211.98,69038.25,,210173.73,,,,,,6572.0,3526.56,34809.39,219.75,1424.61,330274.13,2016-05
2016.6,245223.59,236307.53,2487.73,6428.33,15274.09,15274.09,57566.49,6657.69,,74.74,13345.56,338142.16,289070.82,69030.85,,220039.97,,,,,,6572.0,3881.51,31797.32,219.75,1841.23,338142.16,2016-06
2016.7,243667.22,234402.45,2502.08,6762.68,15274.09,15274.09,56303.7,6657.69,,74.31,13336.94,335313.95,284118.63,69247.92,,214870.72,,,,,,3669.0,3633.56,35164.43,219.75,3456.53,335313.95,2016-07
2016.8,242070.04,232483.5,2516.27,7070.28,15274.09,15274.09,56536.77,6657.69,,75.16,13322.49,333936.25,285240.13,69714.12,,215526.01,,,,,,1664.0,3538.16,32908.89,219.75,5015.25,333936.25,2016-08
2016.9,238943.29,229108.68,2530.43,7304.17,15274.09,15274.09,61905.21,6657.69,,71.69,12098.46,334950.43,290706.67,71920.48,,218786.19,,,,,,764.0,3786.76,29920.44,219.75,3839.89,334950.43,2016-09
2016.10,236441.23,226430.04,2541.5,7469.68,15274.09,15274.09,72549.51,6657.59,,70.0,11065.63,342058.04,290135.09,70642.97,,219492.12,,,,,,600.0,3730.79,37650.16,219.75,3798.03,342058.04,2016-10
2016.11,232763.26,222603.28,2541.5,7618.49,15274.09,15274.09,77293.36,6657.9,,70.92,7679.99,339739.52,291922.96,71303.82,,220619.14,,,,,,500.0,3441.53,36166.56,219.75,1242.61,339739.52,2016-11
2016.12,229795.77,219425.26,2541.5,7829.01,15274.09,15274.09,84739.02,6324.41,,81.03,7497.26,343711.59,308979.61,74884.44,,234095.17,,,,,,500.0,3195.07,25062.7,219.75,-730.58,343711.59,2016-12
2017.1,225614.58,217337.6,2541.5,5735.48,15274.09,15274.09,91346.34,6316.41,,79.57,9636.66,348267.65,307810.72,96762.57,,211048.15,,,,,,500.0,1235.17,29971.11,219.75,1806.15,348267.65,2017-01
2017.2,224887.86,216756.41,2541.5,5589.95,15274.09,15274.09,88464.46,6316.41,,80.4,10446.42,345469.66,302689.17,79362.76,,223326.41,,,,,,500.0,1246.15,31962.0,219.75,1995.92,345469.66,2017-02
2017.3,224290.37,216209.5,2541.5,5539.37,15274.09,15274.09,80711.21,6316.41,,117.31,10644.29,337353.68,302387.33,75246.61,,227140.72,,,,,,500.0,1099.03,24025.62,219.75,1377.72,337353.68,2017-03
2017.4,223811.9,215789.52,2541.5,5480.88,15274.09,15274.09,84560.93,6313.41,,103.82,11232.7,341296.85,299463.62,74434.11,,225029.51,,,,,,500.0,1274.18,28764.1,219.75,2659.57,341296.85,2017-04
2017.5,223430.64,215496.18,2541.5,5392.96,15274.09,15274.09,85834.2,6313.41,,98.94,11533.93,342485.22,299584.96,73746.18,,225838.79,,,,,,500.0,829.56,30943.56,219.75,1635.09,342485.22,2017-05
2017.6,223007.56,215153.03,2541.5,5313.03,15274.09,15274.09,85906.57,6318.41,,97.13,14421.85,345025.62,303771.57,73268.68,,229662.13,,,,,,,1599.31,28112.9,219.75,3725.25,345025.62,2017-06
2017.7,222787.49,215106.56,2541.5,5139.43,15274.09,15274.09,91383.16,6318.41,,96.4,14750.55,350610.11,299098.02,73259.69,,224936.93,,,,,,,1152.03,38442.69,219.75,4345.96,350610.11,2017-07
2017.8,222577.85,215098.35,2541.5,4938.0,15274.09,15274.09,86175.1,6318.41,,94.75,16704.19,347144.4,301892.63,73817.22,,227174.06,,,,,,,1259.06,33119.78,219.75,4269.19,347144.4,2017-08
2017.9,222589.36,215106.85,2541.5,4941.02,15274.09,15274.09,89148.68,6318.41,,95.26,16570.75,349996.56,306044.19,76626.49,,228516.42,,,,,,,1025.47,31095.04,219.75,5564.88,349996.56,2017-09
2017.10,222239.61,215127.83,2541.5,4570.27,15274.09,15274.09,97454.35,6318.41,,89.45,17499.43,358875.34,305318.36,74544.86,,229778.44,,,,,,0.0,1095.84,40791.54,219.75,5748.36,358875.34,2017-10
2017.11,221984.56,215151.52,2541.5,4291.54,15274.09,15274.09,101125.5,6321.41,,88.41,17679.9,362473.88,307064.54,74851.16,,231218.49,,,,,,,1243.26,41410.36,219.75,7115.04,362473.88,2017-11
2017.12,221164.12,214788.33,2541.5,3834.29,15274.09,15274.09,102230.35,5986.62,,101.95,18174.48,362931.62,321870.76,77073.58,,243802.28,,,,,,,880.0,28626.03,219.75,6315.84,362931.62,2017-12
2018.1,220677.03,214833.15,2541.5,3302.38,15274.09,15274.09,97888.52,5986.62,,99.03,17874.92,357800.2,307499.28,81557.19,,224704.52,,,,,,,1024.71,38144.22,219.75,6419.66,357800.2,2018-01
2018.2,220369.03,214873.66,2541.5,2953.87,15274.09,15274.09,103154.71,5949.94,,98.57,17681.82,362528.16,318288.71,91477.8,,224608.56,,,,,,,1005.51,32023.11,219.75,6586.02,362528.16,2018-02
2018.3,220277.91,214952.04,2541.5,2784.37,15274.09,15274.09,99901.88,5949.94,,35.65,18168.93,359608.4,321350.16,79452.59,,238740.05,,,,,,,928.59,26373.97,219.75,6567.48,359608.4,2018-03
2018.4,220101.22,215026.26,2541.5,2533.47,15274.09,15274.09,93847.46,5949.94,,57.64,17994.91,353225.27,307283.61,77626.23,,224662.34,,,,,,,1233.27,33433.49,219.75,7053.74,353225.27,2018-04
2018.5,220168.94,215117.7,2541.5,2509.75,15274.09,15274.09,97160.5,5949.94,,53.99,17541.98,356149.44,304487.07,75912.6,,223565.24,,,,,,,2741.2,37393.81,219.75,7420.95,356149.44,2018-05
2018.6,220183.33,215193.78,2541.5,2448.05,15274.09,15274.09,103424.01,5947.94,,54.37,17818.71,362702.44,318471.19,75657.75,,237805.08,,,,,,,1117.8,32041.47,219.75,7105.73,362702.44,2018-06
2018.7,220129.82,215301.95,2541.5,2286.37,15274.09,15274.09,104707.06,5947.94,,53.27,17170.79,363282.97,311857.68,75506.83,,229937.54,,,,,,,1199.4,39241.89,219.75,7208.14,363282.97,2018-07
2018.8,219951.48,215278.1,2541.5,2131.88,15274.09,15274.09,104345.1,5953.63,,40.39,17052.17,362616.86,311147.14,75744.16,,227764.54,,,,,,,1398.43,38843.2,219.75,7521.74,362616.86,2018-08
2018.9,218810.54,214084.15,2541.5,2184.89,15274.09,15274.09,109333.36,5956.83,,45.02,16809.91,366229.75,317918.35,78117.23,,231051.12,,,,,,,2049.55,34794.98,219.75,7698.09,366229.75,2018-09
2018.10,218009.8,213168.39,2541.5,2299.91,15250.25,15250.25,102242.86,5956.83,,49.11,16829.13,358337.97,298171.03,76487.06,,211727.06,,,,,,,2485.28,41704.54,219.75,12062.26,358337.97,2018-10
2018.11,217580.42,212597.09,2541.5,2441.82,15250.25,15250.25,104023.8,4639.71,,45.14,17530.63,359069.94,305839.03,76425.21,,216967.35,,,,,,200.0,1316.33,37646.3,219.75,10105.7,359069.94,2018-11
2018.12,217648.06,212556.68,2569.79,2521.59,15250.25,15250.25,111517.46,4642.6,,27.84,23405.85,372492.06,330956.52,79145.5,,235511.22,,,,,,200.0,1164.51,28224.74,219.75,7710.2,372492.06,2018-12
2019.1,217763.22,212544.54,2603.83,2614.85,15250.24,15250.24,107056.45,4646.28,,27.92,18527.7,363271.82,313236.23,95776.81,,203473.79,,,,,,200.0,2050.67,35110.81,219.75,7691.69,363271.82,2019-01
2019.2,217980.04,212541.24,2632.43,2806.37,15250.24,15250.24,100907.79,4657.79,,27.53,17385.99,356209.39,303569.26,87532.25,,202930.71,,,,,,315.0,1173.14,38516.63,219.75,7870.29,356209.39,2019-02
2019.3,218109.66,212536.65,2663.61,2909.41,15250.24,15250.24,93667.54,4708.59,,26.97,16789.62,348552.63,303711.03,81310.67,,209648.14,,,,,,315.0,819.25,31407.14,219.75,7387.06,348552.63,2019-03
2019.4,218245.39,212528.04,2705.27,3012.08,15250.24,15250.24,94096.0,4706.82,,,16293.97,348592.42,298771.05,79782.57,,206201.77,,,,,,315.0,1276.85,36060.52,219.75,7219.03,348592.42,2019-04
2019.5,218421.8,212517.12,2750.95,3153.72,15250.24,15250.24,100015.87,4691.63,,,20635.18,359014.72,304115.16,78415.47,,213073.63,,,,,,415.0,1352.41,39345.27,219.75,9233.32,359014.72,2019-05
2019.6,218521.93,212455.2,2781.97,3284.76,15250.24,15250.24,101860.31,4841.63,,,23121.16,363595.27,313085.98,78236.87,,221817.24,,,,,,740.0,903.76,35682.52,219.75,8726.66,363595.27,2019-06
2019.7,218680.56,212448.12,2813.4,3419.04,15250.24,15250.24,103111.63,5041.63,,,15868.8,357952.87,301260.44,78122.38,,210260.44,,,,,,540.0,966.72,41754.33,219.75,8768.46,357952.87,2019-07
2019.8,218800.16,212364.4,2834.64,3601.12,15250.24,15250.24,104771.98,5042.83,,,16487.69,360352.9,300320.76,78752.58,,207945.06,,,,,,790.0,1127.73,41884.61,219.75,11191.31,360352.9,2019-08
2019.9,218767.53,212353.95,2855.63,3557.96,15250.24,15250.24,106774.83,5167.63,,,16006.52,361966.76,305881.99,80217.69,,212229.56,,,,,,940.0,1105.55,38526.8,219.75,10517.43,361966.76,2019-09
2019.10,218729.03,212347.97,2855.63,3525.43,15250.24,15250.24,104373.95,5436.91,,,15850.34,359640.48,298840.66,78989.82,,205823.5,,,,,,1000.0,1069.97,43657.73,219.75,10250.39,359640.48,2019-10
2019.11,218658.55,212336.16,2855.63,3466.77,15250.24,15250.24,108157.72,5534.41,,,15474.43,363075.36,304007.53,79335.12,,209882.96,,,,,,1010.0,1105.79,42063.57,219.75,10019.23,363075.36,2019-11
2019.12,218638.72,212317.26,2855.63,3465.84,15250.24,15250.24,117748.86,4623.39,,,14869.26,371130.48,324174.95,82859.05,,226023.86,,,,,,1020.0,841.77,32415.13,219.75,7884.49,371130.48,2019-12
2020.1,218649.84,212374.43,2855.63,3419.78,15250.24,15250.24,120824.15,4740.84,,,14030.02,373495.1,321597.94,101156.76,,202608.32,,,,,,1020.0,1136.57,36788.28,219.75,8016.7,373495.1,2020-01
