date,time,TOTAL_SHARES_SH,TOTAL_MARKE_SH,DEAL_AMOUNT_SH,VOLUME_SH,HIGH_INDEX_SH,LOW_INDEX_SH,TOTAL_SZARES_SZ,TOTAL_MARKE_SZ,DEAL_AMOUNT_SZ,VOLUME_SZ,HIGH_INDEX_SZ,LOW_INDEX_SZ
2011-07-01,2011年07月份,23003.6755,177654.9785,23057.6969,1976.153449,2826.959,2677.119,5997.8317,85725.712,19114.89,1309.6372,1296.9,1225.04
2011-06-01,2011年06月份,22767.5479,181250.6958,18543.4803,1630.492254,2774.365,2610.99,5861.0232,82963.641,12842.76,981.7631,1211.75,1135.29
2011-05-01,2011年05月份,22488.1895,179410.6669,20491.5343,1802.431843,2933.46,2689.206,5683.5852,78780.697,13581.39,1015.8234,1273.76,1158.04
2011-04-01,2011年04月份,22299.1,189910.2923,27369.2333,2326.42977,3067.456,2871.01,5389.8873,84727.077,18556.08,1286.309,1351.03,1255.94
2011-03-01,2011年03月份,22133.9162,190187.1702,37034.1232,2948.575568,3012.044,2850.945,5205.512,87475.008,26264.77,1623.3218,1377.05,1327.86
2011-02-01,2011年02月份,22067.8047,187914.3473,21667.8026,1758.678991,2944.413,2760.175,5128.986,88943.371,15906.61,936.4124,1362.22,1255.23
2011-01-01,2011年01月份,22029.71,179868.1708,20275.7888,1731.582965,2868.005,2661.448,5090.9183,81421.683,14423.48,857.3286,1377.68,1198.68
2010-12-01,2010年12月份,21939.5065,179007.2382,26542.8821,1293.296954,2939.05,2721.479,5044.9752,86415.354,23038.8798,1306.514224,1422.37,1313.17
2010-11-01,2010年11月份,21827.7655,178723.8301,45922.1196,3553.946129,3186.72,2758.924,4932.8268,85591.749,36648.0093,2173.939564,1478.97,1321.31
2010-10-01,2010年10月份,21454.3979,187015.4194,36891.2823,2973.713773,3073.384,2677.994,4865.6365,83118.167,25946.5809,1700.142143,1373.74,1261.32
2010-09-01,2010年09月份,21305.81,165191.88,23533.28,2051.9206,2704.933,2573.629,4814.6129,73548.481,20646.77,1395.9052,1271.05,1204.18
2010-08-01,2010年08月份,21150.76,163401.11,24773.56,2412.7524,2701.93,2564.838,4747.9111,71720.248,22597.31,1621.924,1226.66,1138.91
2010-07-01,2010年07月份,20658.91,161367,17526.12,1911.0953,2656.408,2319.739,4649.4313,64555.052,15147.34,1207.3461,1131.05,971.12
2010-06-01,2010年06月份,17533.49,139065.89,12969.7,1226.9379,2598.897,2382.358,4586.1931,56072.838,12338.2,895.827,1130.78,993.49
2010-05-01,2010年05月份,17312.19835725,149971.17105674,18658,1671.535121,2862.555,2481.974,4454.5024,59668.26,14189.3,1019.654786,1185.51,1046.04
2010-04-01,2010年04月份,17153.68,165860.99,28788.1,2300.3183,3181.663,2820.949,4287.4551,62044.52,23141.3,1496.8295,1319.38,1185.89
2010-03-01,2010年03月份,17075.54597228,179578.57240765,25294.32741553,2150.99624367,3132.576,2963.438,4143.2926,65374.007,18820.59426492,1304.2708659,1274.15,1199.69
2010-02-01,2010年02月份,16923.00944042,174852.63138063,14307.34703852,1227.04525109,3067.525,2890.021,4077.0136,61744.368,10011.26013415,744.4029544,1236.96,1158.9
2010-01-01,2010年01月份,16767.13385637,169410.78594739,29105.28958427,2357.92847698,3306.751,2963.891,4022.2709,56950.832,18795.9873364,1320.79008535,1305.98,1172.15
2009-12-01,2009年12月份,16659.95582181,184655.22570837,31949.94720483,2694.5649478,3334.011,3039.858,3907.5617,59283.893,20165.08,1458.3813,1302.85,1185.37
2009-11-01,2009年11月份,16484.29574521,178652.42606219,39150.94768278,3435.04601473,3361.386,2923.525,3863.0574,57250.614,24860.42,1942.3722,1298.71,1140.37
2009-10-01,2009年10月份,16410.224305,165927.44366454,20003.5823572,1769.14097403,3123.463,2834.618,3825.1926,49964.568,12368.61,999.4304,1146.54,1047.11
2009-09-01,2009年09月份,16385.49573165,153562.13542291,28334.70414505,2583.73454861,3068.028,2639.759,3777.1115,43339.555,15863.51,1335.6994,1124.22,957.34
2009-08-01,2009年08月份,16188.03576485,146363.14917487,33367.09299158,2912.92507632,3478.01,2662.997,3735.9378,40732.247,17170.44,1436.4236,1213.28,1005.88
2009-07-01,2009年07月份,16140.35938318,186119.25484451,47334.81507536,4171.64367543,3454.019,2947.69,3700.3295,49615.549,23561.32,2014.7636,1196.76,1026.37
2009-06-01,2009年06月份,15724.15227678,159107.69127578,30859.29405731,2982.10422053,2997.272,2668.4,3674.6759,42340.37,15319.54,1472.0677,1020.09,948.96
2009-05-01,2009年05月份,15604.61,141337.38,24211.02,2474.0762,2688.112,2486.225,3554.8818,38449.26,12864.78,1302.1961,954.35,905.17
2009-04-01,2009年04月份,15518.04,132959.05,30107.17,3180.9926,2579.218,2331.877,3507.8263,36294.26,15632.95,1637.3628,911.81,835.07
2009-03-01,2009年03月份,15453.1,127267.07,25066.13,2876.2872,2392.769,2037.024,3446.6731,34207.17,12488.62,1425.4207,827.17,711.19
2009-02-01,2009年02月份,15448.42,111624.52,26363.9,3246.751,2402.807,1987.129,3445.303,28764.68,14026.1,1713.534,813.18,655.57
2009-01-01,2009年01月份,15424.75,106478.69,9763.3,1352.376,2018.51,1844.094,3444.058,26616.8,5153.5,689.711,648.6,600.23
2008-12-01,2008年12月份,15410.39,97251.91,15725.37,2287.5018,2100.806,1814.752,3441.8579,24114.53,7862.78,1175.3181,661,583.35
2008-11-01,2008年11月份,15286.51,99152.56,11882.06,1832.116,2050.879,1678.957,3420.2605,23331.68,5230.23,874.147,599.16,488.61
2008-10-01,2008年10月份,15284.61,91719.66,7324.39,1021.3991,2267.394,1664.925,3415.333,20348.14,3071.59,478.0304,633.99,503.86
2008-09-01,2008年09月份,15267.87,121615.05,8116.64,1062.4334,2380.468,1802.331,3385.4943,26548.93,3425.05,456.8702,686.08,584.63
2008-08-01,2008年08月份,15222.59,127029.73,7894.27,917.4281,2830.764,2284.585,3340.5737,28405.56,3914.54,438.3424,882.93,679.93
2008-07-01,2008年07月份,15094.87,146667.15,15315.04,1451.5311,2952.039,2566.528,3307.167,35217.45,7945.24,764.4652,938.88,830.94
2008-06-01,2008年06月份,15033.03,144508.33,11322.15,1020.226,3483.61,2693.404,3244.1661,33526.77,5540.49,495.7654,1099.05,834.03
2008-05-01,2008年05月份,14980.19,181247.11,19792.87,1425.7348,3786.024,3333.951,3138.2492,43619.59,9674,690.4348,1215.08,1086.01
2008-04-01,2008年04月份,14785.95,194727.31,18648.58,1368.8541,3705.093,2990.788,3006.0321,45516.94,8252.82,600.6464,1159.82,963.84
2008-03-01,2008年03月份,14476.47,181350.15,19418.53,1291.2076,4472.151,3357.229,2902.6198,45438.99,9113.89,574.9607,1498.65,1186.6
2008-02-01,2008年02月份,14300.84,225846.35,14230.33,861.338,4695.802,4123.305,2853.4214,55786.67,6881.35,396.7523,1527.08,1385.04
2008-01-01,2008年01月份,14198.16,225354.97,30759.73,1771.8303,5522.778,4330.697,2818.71,52499.85,15770.72,874.0617,1667.91,1424.35
