date,END_DATE,END_SETTLE_BALANCE,AVG_SETTLE_BALANCE,SETTLE_FUNDS_ADD,SETTLE_FUNDS_REDUCE,SETTLE_FUNDS_NET,END_SETTLE_BALANCE_QOQ,AVG_SETTLE_BALANCE_QOQ,INDEX_PRICE_SH,INDEX_PRICE_SZ,INDEX_PRICE_CY,INDEX_PRICE_ZX,INDEX_CHANGE_RATIO_SH,INDEX_CHANGE_RATIO_SZ,INDEX_CHANGE_RATIO_CY,INDEX_CHANGE_RATIO_ZX
2016-06-06,2016-06-08 00:00:00,15483,15819,2948,3361,-413,1.962462956865,-0.138880121204,2927.159,10316.823,2186.545,6809.42,-0.392114560201,-0.271495863328,-0.835792168071,0.10462633023
2016-05-30,2016-06-03 00:00:00,15975,15930,4810,5005,-195,4.514229636899,1.639762649142,2938.682,10344.909,2204.974,6802.303,4.169942638298,5.413674102888,6.526401225189,5.943043432688
2016-06-01,2016-06-01 00:00:00,15185,15841,20344,21652,-1308,-4.945226917058,-0.558694287508,2913.508,10209.142,2168.82,6693.934,-0.106561851132,0.484333854925,0.417584768226,0.607483412903
2016-05-23,2016-05-27 00:00:00,15285,15673,4094,4676,-582,-2.989337395278,-1.035549662184,2821.046,9813.631,2069.885,6420.717,-0.15703509807,-0.031792592906,0.22190459313,-0.199609578462
2016-05-16,2016-05-20 00:00:00,15756,15837,4296,4346,-50,0.076219512195,-1.657973174367,2825.483,9816.752,2065.302,6433.559,-0.057514584687,0.589029893331,1.978941588684,0.548161009989
2016-05-09,2016-05-13 00:00:00,15744,16104,4762,4449,313,-2.028624766646,-1.570808630279,2827.109,9759.267,2025.224,6398.485,-2.956802853722,-3.378721683681,-4.883068428711,-2.515868918007
2016-05-03,2016-05-06 00:00:00,16070,16361,4074,3753,321,-1.089431895119,2.538230132865,2913.248,10100.536,2129.194,6563.617,-0.853411672777,-0.404336934166,-0.446291015407,-0.80417686541
2016-05-01,2016-05-01 00:00:00,16247,15956,19205,19094,111,3.103185683462,-2.104423584269,,,,,,,,
2016-04-25,2016-04-29 00:00:00,15758,16299,4640,5431,-791,-3.873604587324,-2.907011377852,2938.324,10141.542,2138.739,6616.828,-0.706803098093,-0.100691860055,0.084935168495,0.078861228136
2016-04-18,2016-04-22 00:00:00,16393,16787,5332,5193,139,-3.434260131951,-1.738468742683,2959.24,10151.764,2136.924,6611.614,-3.862003945919,-5.421014835979,-7.479530687624,-5.708922193768
2016-04-11,2016-04-15 00:00:00,16976,17084,5132,5197,-65,2.308202253963,0.677706405799,3078.117,10733.635,2309.676,7011.919,3.120948435455,3.073834642206,3.575933827668,2.657801958632
2016-04-05,2016-04-08 00:00:00,16593,16969,4557,4109,448,5.298895798959,1.410386661089,2984.958,10413.54,2229.934,6830.381,-0.81647300409,0.326523596947,1.113872553754,0.459853966288
2016-04-01,2016-04-01 00:00:00,15758,16733,20857,21232,-375,-1.154183916698,1.154636682384,3009.53,10379.647,2205.369,6799.114,0.186922732501,-0.724249835252,-1.470678246355,-0.956866775891
2016-03-28,2016-04-01 00:00:00,15942,16542,5379,6105,-726,-7.78041302713,-6.637317981714,3009.53,10379.647,2205.369,6799.114,1.010124741813,0.386501173537,-0.483645272049,-0.202981296042
2016-03-21,2016-03-25 00:00:00,17287,17718,5667,5608,59,0.67555762623,5.615164520744,2979.434,10339.684,2216.086,6812.943,0.821751856928,2.104311728263,1.754695296462,2.724630400081
2016-03-14,2016-03-18 00:00:00,17171,16776,4938,4825,113,4.541856925419,-0.657310357079,2955.15,10126.589,2177.87,6632.239,5.153992072752,8.150710131624,12.558983290867,8.002093523642
2016-03-07,2016-03-11 00:00:00,16425,16887,4308,4560,-252,1.627273852246,-0.699753028343,2810.307,9363.405,1934.87,6140.842,-2.221180753803,-1.81722036577,1.459276439259,-1.922972495562
2016-02-29,2016-03-04 00:00:00,17155,16644,5562,4877,685,10.827572840623,1.735941320293,2874.147,9536.707,1907.041,6261.244,3.864433852147,-0.386454355968,-5.354009092172,-0.681670589437
2016-03-01,2016-03-01 00:00:00,16162,17006,23397,23722,-325,-5.788399883416,2.174957942802,2733.17,9322,1934.919,6138.748,1.681225932197,2.469265266129,2.913176469712,2.341736403278
2016-02-22,2016-02-26 00:00:00,15479,16360,5653,4918,735,-6.893233082707,-0.474510281056,2767.21,9573.704,2014.92,6304.217,-3.245116032365,-5.792095600264,-8.868632649572,-6.117100291751
2016-02-15,2016-02-19 00:00:00,16625,16438,5609,4194,1415,5.562257921138,1.84634448575,2860.021,10162.315,2211.006,6714.978,3.493008121608,5.05336291111,5.437277388939,4.934352916247
2016-02-01,2016-02-01 00:00:00,15749,16140,17179,16444,735,-4.776588669206,-3.51506456241,2688.854,9322.006,1992.695,6201.989,-1.780610753945,-1.021404930282,-0.06870387876,-1.130623225704
2016-01-25,2016-01-29 00:00:00,16539,16728,5561,5474,87,-0.797744721689,-3.395703395703,2737.6,9418.204,1994.065,6272.912,-6.136060196903,-6.857127090193,-7.234928028002,-6.387916723624
2016-01-18,2016-01-22 00:00:00,16672,17316,5741,5669,72,-5.791942137085,-4.940711462451,2916.562,10111.567,2149.586,6700.964,0.537482327462,1.13665585609,1.736190320233,1.038145761389
2016-01-11,2016-01-15 00:00:00,17697,18216,6373,6453,-80,-7.756059421423,-3.455586177655,2900.9698,9997.925,2112.902,6632.113,-8.958107112326,-8.182482577684,-6.051071814459,-7.89115731289
2016-01-04,2016-01-08 00:00:00,19185,18868,8305,6811,1494,15.998548884455,6.107299516365,3186.412,10888.908,2248.99,7200.3,-9.967557475145,-14.022877419385,-17.135216473695,-14.219083671628
2016-01-01,2016-01-01 00:00:00,16539,17782,25980,24407,1573,-6.289308176101,-10.041989173876,,,,,,,,
2015-12-28,2015-12-31 00:00:00,17649,19767,5311,11216,-5905,-34.290182061879,-5.080432172869,3539.182,12664.89,2714.048,8393.825,-2.445813213874,-2.431912445112,-2.886933621495,-2.006743860438
2015-12-21,2015-12-25 00:00:00,26859,20825,10370,6951,3419,23.979874446086,-2.413308341143,3627.914,12980.566,2794.73,8565.717,1.367714232387,1.171598644983,-1.255326809313,1.024239896033
2015-12-14,2015-12-18 00:00:00,21664,21340,10145,10823,-678,5.920891800714,-1.281398899015,3578.964,12830.247,2830.259,8478.873,4.203793341564,5.737809893176,5.950940593541,4.901687991057
2015-12-07,2015-12-11 00:00:00,20453,21617,6085,7027,-942,-13.805891525138,0.432075822338,3434.5813,12134.02,2671.292,8082.685,-2.564848374124,-1.582879504681,-0.775176521761,-1.852084367511
2015-11-30,2015-12-04 00:00:00,23729,21524,12740,9647,3093,12.603805817871,0.190848577945,3524.992,12329.176,2692.161,8235.208,2.580942367422,3.072079285032,1.608235360722,1.713825406669
2015-11-23,2015-11-27 00:00:00,21073,21483,6343,5876,467,-1.999720969167,-1.068385908358,3436.303,11961.703,2649.55,8096.449,-5.349029796038,-5.828444483773,-5.378283306251,-5.640367553275
2015-11-16,2015-11-20 00:00:00,21503,21715,5941,5889,52,-2.130080560739,-3.114264043189,3630.4995,12702.034,2800.15,8580.416,1.386845450848,2.418941535083,3.320430040872,2.813268403552
2015-11-09,2015-11-13 00:00:00,21971,22413,6494,6143,351,0.613637404405,5.408456003386,3580.8388,12402.036,2710.161,8345.631,-0.256086825289,1.048491157794,1.83169685866,0.969512295451
2015-11-02,2015-11-06 00:00:00,21837,21263,5594,5667,-73,2.990142904306,-1.551069543476,3590.0324,12273.351,2661.412,8265.496,6.133553474214,6.299123397255,7.389609797452,6.023355806627
2015-10-26,2015-10-30 00:00:00,21203,21598,5461,6007,-546,-2.014880539766,-1.500433255803,3382.5612,11546.051,2478.277,7795.92,-0.875404527994,-0.494723296232,-2.367885382151,-0.355151382222
2015-10-19,2015-10-23 00:00:00,21639,21927,5881,5756,125,-0.852233676976,-0.692934782609,3412.4338,11603.456,2538.383,7823.706,0.621645953784,2.00989306745,3.648505734924,1.468626807089
2015-10-12,2015-10-16 00:00:00,21825,22080,5845,6175,-330,2.730054130384,4.679277485422,3391.3516,11374.834,2449.03,7710.468,6.540687537471,7.918639827692,10.48308803892,8.087905038693
2015-10-08,2015-10-09 00:00:00,21245,21093,2873,2189,684,7.260059574898,0.009482717747,3183.1516,10540.194,2216.656,7133.516,4.270538335958,5.525932971241,6.433223074386,5.218693913481
2015-09-28,2015-09-30 00:00:00,19807,21091,2443,5052,-2609,-12.288548401382,-10.970873786408,3052.7814,9988.25,2082.673,6779.704,-1.279468313226,0.842887321697,3.05303586591,1.064292217948
2015-09-21,2015-09-25 00:00:00,22582,23690,4604,6158,-1554,-6.612629750631,-3.250837213101,3092.347,9904.764,2020.972,6708.308,-0.17980467651,0.548099174359,1.899563252724,1.404374004123
2015-09-14,2015-09-18 00:00:00,24181,24486,5074,5809,-735,-2.21997573797,-3.537661519067,3097.9172,9850.772,1983.298,6615.403,-3.197157132618,-5.857588315864,-3.746994062135,-6.751919679883
2015-09-07,2015-09-11 00:00:00,24730,25384,5655,6501,-846,2.355034973718,3.637774057894,3200.2337,10463.692,2060.505,7094.412,1.267866539965,4.066624491126,11.076520512854,3.56901092667
2015-08-31,2015-09-02 00:00:00,24161,24493,3447,4499,-1052,-6.200015529156,-5.58553696708,3160.167,10054.801,1855.032,6849.937,-2.233127946096,-6.899956259243,-10.906747148585,-6.081066906955
2015-08-24,2015-08-28 00:00:00,25758,25942,7731,7334,397,-2.235548639314,-6.309364729676,3232.3495,10799.996,2082.124,7293.457,-7.851043291643,-9.259332387053,-11.094581703996,-8.934543484496
2015-08-17,2015-08-21 00:00:00,26347,27689,6682,6642,40,-8.456968138703,-5.944495397262,3507.744,11902.046,2341.954,8009.027,-11.539779401735,-11.481797315667,-12.418297231661,-11.437407279956
2015-08-10,2015-08-14 00:00:00,28781,29439,5994,6825,-831,-1.684088269454,0.635832222336,3965.3349,13445.874,2674.022,9043.352,5.905938097131,5.432622426214,3.765202311376,5.090087739777
2015-08-03,2015-08-07 00:00:00,29274,29253,5761,6968,-1207,1.318658498598,-1.865208494079,3744.2045,12753.049,2576.993,8605.333,2.196641036654,3.061154232005,1.462648887097,3.229476063204
2015-07-27,2015-07-31 00:00:00,28893,29809,7119,8130,-1011,-6.87487913363,-6.578287576783,3663.7256,12374.254,2539.844,8336.12,-10.00225011226,-8.464398641419,-12.353407246265,-8.144418344142
2015-07-20,2015-07-24 00:00:00,31026,31908,6916,8129,-1213,-5.759066885365,-4.024544306082,4070.908,13518.515,2897.824,9075.246,2.869504948714,3.948940392498,4.113786249822,3.810265373026
2015-07-13,2015-07-17 00:00:00,32922,33246,10019,9031,988,-0.145586897179,6.434882827507,3957.3516,13004.957,2783.324,8742.147,2.051372692076,8.031237370874,9.757327706378,9.256747915477
2015-07-06,2015-07-10 00:00:00,32970,31236,14652,16409,-1757,35.897118832694,9.167161779611,3877.8034,12038.145,2535.889,8001.471,5.177447390777,-1.697827432198,-2.663326265624,-0.825402373432
2015-06-29,2015-07-03 00:00:00,24261,28613,17317,10988,6329,-18.986876815708,-18.044854352247,3686.9153,12246.062,2605.276,8068.065,-12.067096993675,-14.950726745347,-10.799694457122,-13.30269580452
2015-06-23,2015-06-26 00:00:00,29947,34913,7265,19044,-11779,33.020921245503,31.513918710212,4192.8734,14398.785,2920.703,9306.016,-6.374892279308,-8.43653639605,-11.893690934716,-9.417630145013
2015-06-15,2015-06-19 00:00:00,22513,26547,24571,9171,15400,-24.926637321595,-14.573947741022,4478.3643,15725.47,3314.976,10273.54,-13.316668440969,-13.110659785052,-14.994185457618,-14.362331742872
2015-06-08,2015-06-12 00:00:00,29988,31076,10634,15368,-4734,-22.171757805403,5.524805596115,5166.35,18098.273,3899.705,11996.52,2.851906473617,2.545100635806,0.357014919842,2.375073859441
2015-06-01,2015-06-05 00:00:00,38531,29449,22699,13621,9078,34.704936372535,2.377889796628,5023.096,17649.086,3885.832,11718.204,8.919662496444,9.618601917164,9.681148817165,6.799942800412
2015-05-25,2015-05-29 00:00:00,28604,28765,12195,13469,-1274,-9.518236168665,18.432971014493,4611.744,16100.448,3542.844,10972.107,-0.984456359032,0.340593863926,0.745515518137,0.392581305806
2015-05-18,2015-05-22 00:00:00,31613,24288,16773,11121,5652,33.376930216859,-1.949860724234,4657.596,16045.797,3516.627,10929.201,8.097702991465,9.19261566578,11.804529565213,13.456039525867
2015-05-11,2015-05-15 00:00:00,23702,24771,8250,11969,-3719,-10.144817651073,16.640768470123,4308.691,14694.947,3145.335,9632.983,2.443557492932,1.475687628878,5.775465127072,7.778782009225
2015-05-04,2015-05-08 00:00:00,26378,21237,17388,8812,8576,28.566554564508,-2.318200634745,4205.917,14481.249,2973.596,8937.736,-5.307436079569,-2.276801379884,4.048651277691,1.829289967525
2015-04-27,2015-04-30 00:00:00,20517,21741,6893,7531,-638,-7.171296715229,-5.785231409256,4441.655,14818.64,2857.89,8777.176,1.09177123718,1.506607268663,4.502788189048,-1.266790186631
2015-04-20,2015-04-24 00:00:00,22102,23076,8802,11444,-2642,-13.015073399189,13.239768377662,4393.686,14598.695,2734.75,8889.791,2.481517487946,3.17578725569,10.988680960556,5.30176654085
2015-04-13,2015-04-17 00:00:00,25409,20378,17722,9908,7814,30.422954522123,6.24055054481,4287.296,14149.342,2463.99,8442.205,6.270861683906,0.970554118631,-3.480021576063,-0.903630827683
2015-04-07,2015-04-10 00:00:00,19482,19181,7877,5147,2730,11.901206203331,16.580562815292,4034.31,14013.335,2552.829,8519.187,4.409527193693,3.843703585742,1.699851802276,0.507920178242
2015-03-30,2015-04-03 00:00:00,17410,16453,7793,6169,1624,9.779935683208,1.149637280216,3863.929,13494.641,2510.16,8476.135,4.682430367566,4.817434939225,8.018786324919,7.599178877485
2015-03-23,2015-03-27 00:00:00,15859,16266,6602,6208,394,-3.57512008269,-1.958893375927,3691.096,12874.424,2323.818,7877.509,2.039577388551,2.630405436538,4.971257124737,6.111475180181
2015-03-16,2015-03-20 00:00:00,16447,16591,5705,10788,-5083,-7.507591946913,26.968699778067,3617.318,12544.454,2213.766,7423.805,7.246174002219,7.092970732936,6.993183417493,7.09405684501
2015-03-09,2015-03-13 00:00:00,17782,13067,12147,3960,8187,43.126207340631,7.405885253987,3372.911,11713.611,2069.072,6932.042,4.064066652125,2.819547106724,6.030240883715,4.384215913196
2015-03-02,2015-03-06 00:00:00,12424,12166,4941,3618,1323,9.859404014502,6.878678731442,3241.187,11392.397,1951.398,6640.891,-2.087905548223,-3.10679382096,1.211279410636,0.154751509283
2015-02-25,2015-02-27 00:00:00,11309,11383,2654,2046,608,5.31756379214,-2.434216165252,3310.303,11757.684,1928.044,6630.63,1.952535737099,0.333846422454,1.781021651201,0.952532914174
2015-02-16,2015-02-17 00:00:00,10738,11667,1596,4444,-2848,-19.895561357702,-4.211822660099,3246.906,11718.562,1894.306,6568.067,1.344610679665,2.407661872025,3.769841269841,3.288367392094
2015-02-09,2015-02-13 00:00:00,13405,12180,9028,7808,1220,7.869960569727,1.373283395755,3203.827,11443.052,1825.488,6358.961,4.158773330923,6.041541814586,5.460650295846,5.536860455814
2015-02-02,2015-02-06 00:00:00,12427,12015,4447,3761,686,11.024747610114,-1.878317680686,3075.907,10791.103,1730.966,6025.346,-4.188186818749,-3.224830669732,2.998131597425,-0.351668124784
2015-01-26,2015-01-30 00:00:00,11193,12245,3762,4177,-415,-12.115263819096,-11.415756348116,3210.363,11150.694,1680.58,6046.61,-4.218703942163,-2.497252823403,-0.984393927253,-0.161564759234
