date,END_DATE,END_SETTLE_BALANCE,AVG_SETTLE_BALANCE,SETTLE_FUNDS_ADD,SETTLE_FUNDS_REDUCE,SETTLE_FUNDS_NET,END_SETTLE_BALANCE_QOQ,AVG_SETTLE_BALANCE_QOQ,INDEX_PRICE_SH,INDEX_PRICE_SZ,INDEX_PRICE_CY,INDEX_PRICE_ZX,INDEX_CHANGE_RATIO_SH,INDEX_CHANGE_RATIO_SZ,INDEX_CHANGE_RATIO_CY,INDEX_CHANGE_RATIO_ZX
2017-06-12,2017-06-16 00:00:00,12205,12541,3985,4662,-677,-3.280767097234,-2.4046692607,3123.1662,10191.24,1810.052,6704.948,-1.115571033996,0.135534985889,0.774886506241,0.1443104895
2017-06-05,2017-06-09 00:00:00,12619,12850,4075,4484,-409,4.557129836772,5.544147843943,3158.4004,10177.446,1796.134,6695.286,1.702132318373,3.905690396868,2.875723255167,4.272838981269
2017-05-31,2017-06-02 00:00:00,12069,12175,3058,2813,245,-1.300294406281,-4.994147483418,3105.54,9794.888,1745.926,6420.93,-0.145293077587,-0.652647051485,-0.778856476159,-0.330367840989
2017-05-22,2017-05-26 00:00:00,12228,12815,4498,5393,-895,-0.851374361469,1.40053805982,3110.0587,9859.234,1759.631,6442.213,0.628603046711,-1.120533806066,-2.301178683643,-0.829131564696
2017-05-15,2017-05-19 00:00:00,12333,12638,4400,4415,-15,-1.074837571188,-0.917287338299,3090.6309,9970.962,1801.077,6496.074,0.230830858775,1.869393764969,1.490454050344,1.451856988245
2017-05-08,2017-05-12 00:00:00,12467,12755,4499,4708,-209,1.655251141553,3.24591225514,3083.5132,9787.986,1774.627,6403.11,-0.629209222008,-2.358726451915,-2.39600790016,-1.38708699718
2017-05-02,2017-05-05 00:00:00,12264,12354,3596,3361,235,1.733720447947,-2.154284809124,3103.0378,10024.435,1818.191,6493.176,-1.636329309062,-2.053973110175,-1.75833034803,-2.213855648491
2017-05-01,2017-05-01 00:00:00,12055,12626,18140,18778,-638,0,-0.339411161102,,,,,,,,
2017-04-24,2017-04-28 00:00:00,12055,12669,5046,5286,-240,-6.062495129744,-5.122444394518,3154.6584,10234.652,1850.733,6640.18,-0.582789751714,-0.772719335861,0.637681443127,-0.766379604338
2017-04-17,2017-04-21 00:00:00,12833,13353,4910,4976,-66,-4.23848966495,-4.98790379963,3173.1512,10314.353,1839.006,6691.462,-2.246275400124,-1.953477309956,-2.567153741006,-1.231415009161
2017-04-10,2017-04-14 00:00:00,13401,14054,4995,5677,-682,-3.894148020654,3.088095063449,3246.0668,10519.856,1887.46,6774.889,-1.233767498241,-1.402355128835,-3.010614332226,-1.566591546095
2017-04-05,2017-04-07 00:00:00,13944,13633,3896,3070,826,15.669846536707,1.700857888847,3286.616,10669.48,1946.048,6882.713,1.989185959212,2.308605023703,2.029530161933,2.031433751888
2017-04-01,2017-04-01 00:00:00,12055,13405,18847,19009,-162,4.535206382241,8.017727639001,,,,,,,,
2017-03-27,2017-03-31 00:00:00,11532,12410,5478,5569,-91,-10.431067961165,-6.23347185493,3222.5142,10428.722,1907.338,6745.679,-1.435439304364,-2.04758778828,-2.941170483875,-1.684014642871
2017-03-20,2017-03-24 00:00:00,12875,13235,5269,5119,150,-2.558086732763,-2.64803236484,3269.4451,10646.723,1965.136,6861.223,0.988371362114,1.248728770926,0.793727730103,1.500444687976
2017-03-13,2017-03-17 00:00:00,13213,13595,5314,4851,463,-1.137298915077,0.044153359335,3237.4471,10515.414,1949.661,6759.796,0.768404712197,0.616265914254,-0.017743526049,0.620546829635
2017-03-06,2017-03-10 00:00:00,13365,13589,4462,4648,-186,15.894901144641,2.612701049611,3212.7601,10451.008,1950.007,6718.107,-0.172503484591,0.519003136179,1.126283456474,0.581350346752
2017-02-27,2017-03-03 00:00:00,13596,13420,4824,4715,109,4.35183053189,2.325581395349,3218.3118,10397.047,1928.289,6679.277,-1.079502889364,-0.446985937686,-0.52387378743,0.663243645435
2017-03-01,2017-03-01 00:00:00,11532,13243,23280,22933,347,-15.180935569285,-1.318926974665,3246.9335,10418.621,1931.968,6640.579,0.160420362799,0.262497324696,0.24953831002,0.226032256989
2017-02-20,2017-02-24 00:00:00,13029,13115,4653,4332,321,1.852720450281,-0.250988743535,3253.4327,10443.729,1938.444,6635.269,1.603869065427,2.410413812938,2.951667350021,2.626592929059
2017-02-13,2017-02-17 00:00:00,12792,13148,4511,4316,195,-1.113172541744,0.689232654312,3202.0756,10197.917,1882.868,6465.448,0.168192250819,0.113298389928,-1.145386846322,0.359670967268
2017-02-06,2017-02-10 00:00:00,12936,13058,4352,4043,309,9.506475916363,10.539236434437,3196.699,10186.376,1904.684,6442.277,1.800189161733,1.814441084739,1.487883373473,1.684397009199
2017-02-03,2017-02-03 00:00:00,11813,11813,949,455,494,-10.358172712096,-9.548238897397,3140.17,10004.844,1876.76,6335.561,-0.601297937494,-0.469605749037,-0.50216516314,-0.091699340963
2017-02-01,2017-02-01 00:00:00,13178,13060,16531,15116,1415,21.043446312115,8.643207719824,,,,,,,,
2017-01-23,2017-01-26 00:00:00,10887,12021,3544,4608,-1064,-13.807299501227,-6.320137157107,3159.166,10052.049,1886.232,6341.376,1.153554201512,1.472925021545,0.29158611361,1.211222687079
2017-01-16,2017-01-20 00:00:00,12631,12832,5602,5146,456,-3.968676347601,-5.868544600939,3123.1389,9906.139,1880.748,6265.487,0.333288956916,-1.020762766903,-1.010241365263,-0.93321093119
2017-01-09,2017-01-13 00:00:00,13153,13632,4835,5204,-369,-1.409189715913,3.06191880245,3112.7644,10008.3,1899.942,6324.508,-1.317449936135,-2.731569044958,-3.312315842506,-2.99899816627
2017-01-03,2017-01-06 00:00:00,13341,13227,4139,4326,-187,22.540644805732,2.044437586792,3154.321,10289.361,1965.03,6520.044,1.633041979486,1.102706979379,0.151473605775,0.738725064244
2017-01-01,2017-01-01 00:00:00,10887,12962,18120,19284,-1164,-18.583607538139,-5.531666788135,,,,,,,,
2016-12-19,2016-12-23 00:00:00,13372,13721,5787,5134,653,-2.03663003663,-3.223303709973,3110.1544,10199.86,1964.541,6497.709,-0.410732500337,-1.305265455711,-1.680185254788,-0.694982854675
2016-12-12,2016-12-16 00:00:00,13650,14178,5968,5088,880,-3.17775571003,-2.823851953393,3122.982,10334.756,1998.113,6543.183,-3.399473473058,-4.215791022931,-4.846641747865,-4.223391702784
2016-12-05,2016-12-09 00:00:00,14098,14590,4962,5199,-237,11.200504811485,4.505407922069,3232.883,10789.624,2099.887,6831.713,-0.337870852566,-1.127162139785,-2.032423414391,-0.389593366298
2016-11-28,2016-12-02 00:00:00,14337,14476,5532,4947,585,-2.042907898333,-2.387053270398,3243.843,10912.627,2143.451,6858.433,-0.554731573684,-1.122653689398,-1.110758943257,-0.913866675297
2016-12-01,2016-12-01 00:00:00,12678,13961,24853,23972,881,-11.571458464114,-3.557612600166,3273.309,11088.156,2181.929,6931.149,0.716146354161,0.689817249826,-0.051304391244,0.420842809915
2016-11-21,2016-11-25 00:00:00,14636,14830,5030,4964,66,-0.088743258926,-0.696397482255,3261.938,11036.529,2167.527,6921.688,2.163642832624,1.353857699613,0.443381917821,-0.105138236215
2016-11-14,2016-11-18 00:00:00,14649,14934,4809,5106,-297,-2.013377926421,0.026791694575,3192.856,10889.106,2157.959,6928.973,-0.099748313853,0.100826078875,0.505424275548,-0.176855779126
2016-11-07,2016-11-11 00:00:00,14950,14930,4729,4702,27,3.848291191998,0.755837494939,3196.044,10878.138,2147.107,6941.249,2.263034437787,1.640437917289,0.087543101459,0.668483787749
2016-10-31,2016-11-04 00:00:00,14671,14587,4783,4722,61,6.473619275709,3.689223770259,3125.317,10702.569,2145.229,6895.156,0.678001591356,-0.079049309516,-0.933023556951,-0.243316887477
2016-11-01,2016-11-01 00:00:00,14396,14818,21911,21648,263,-1.874446186354,1.583601837252,3122.436,10796.137,2176.446,6953.887,0.707758639597,0.857916671454,0.772585842871,0.770324410653
2016-10-24,2016-10-28 00:00:00,13779,14068,4984,4811,173,-0.303885391795,-0.219873749911,3104.27,10711.036,2165.433,6911.974,0.431227901147,-0.352231489426,-0.713573064783,-0.53092108397
2016-10-17,2016-10-21 00:00:00,13821,14099,4316,4374,-58,-2.586692979983,-0.976260710774,3090.941,10748.897,2180.996,6948.867,0.885564341641,-0.100226019712,-0.602991395147,0.252446522469
2016-10-10,2016-10-14 00:00:00,14188,14238,5295,4665,630,-0.581599047018,0.664592760181,3063.809,10759.681,2194.227,6931.369,1.967116217476,1.817862316026,2.061769355891,2.178462705078
2016-10-01,2016-10-01 00:00:00,14271,14144,15595,14698,897,16.755297390166,6.03493515256,3004.703,10567.577,2149.901,6783.591,,,,
2016-09-26,2016-09-30 00:00:00,12223,13339,4723,5765,-1042,-12.773852850924,-6.622331116556,3004.703,10567.577,2149.901,6783.591,-0.96222810538,-0.396976538911,-0.306467394077,-0.563395683335
2016-09-19,2016-09-23 00:00:00,14013,14285,4463,4888,-425,0.243221975821,-1.107649705781,3033.896,10609.695,2156.51,6822.026,1.033918122423,1.486965485022,0.557364527965,1.413811967438
2016-09-12,2016-09-14 00:00:00,13979,14445,2836,2955,-119,-4.988785427853,-3.962502493185,3002.849,10454.244,2144.557,6726.92,-2.468644999521,-2.86681161665,-2.651424192918,-3.010795818356
2016-09-05,2016-09-09 00:00:00,14713,15041,4225,4455,-230,20.371430908942,5.167109495176,3078.855,10762.793,2202.967,6935.741,0.375014018606,1.150057770265,1.479139344508,0.925152677549
2016-08-29,2016-09-02 00:00:00,14744,14888,4315,4520,-205,-1.739420193269,-1.807149452579,3067.352,10640.422,2170.857,6872.163,-0.096309524546,-0.498683810637,-0.862747282908,-1.007104934157
2016-09-01,2016-09-01 00:00:00,12223,14302,17999,19806,-1807,-17.098480737927,-3.936055883933,3063.305,10669.508,2181.326,6912.747,-0.719042771475,-0.821416869038,-0.475964955985,-0.695202122755
2016-08-22,2016-08-26 00:00:00,15005,15162,4455,4721,-266,-2.463598543942,-3.420600038219,3070.309,10693.75,2189.749,6942.077,-1.21595108526,-1.645928654198,-0.671654519096,-1.126788888096
2016-08-15,2016-08-19 00:00:00,15384,15699,4877,4872,5,1.524450603841,3.079448456993,3108.102,10872.707,2204.556,7021.191,1.882703028551,3.273172453464,3.800425738085,2.801284417398
2016-08-08,2016-08-12 00:00:00,15153,15230,4248,4087,161,1.704812403517,-0.470526728532,3050.667,10528.104,2123.841,6829.867,2.485003507244,1.796750986896,0.701072281188,1.486561907117
2016-08-01,2016-08-01 00:00:00,14899,15302,20563,20668,-105,-1.851119894598,-1.315619760093,2953.385,10185.477,2099.179,6647.639,-0.8711328251,-1.393667707866,-1.094650802954,-1.31294462061
2016-07-25,2016-07-29 00:00:00,15180,15506,4975,4807,168,-1.632970451011,-1.904219649522,2979.339,10329.435,2122.412,6736.08,-1.111153153727,-3.544958678473,-5.670535853571,-3.807649571545
2016-07-18,2016-07-22 00:00:00,15432,15807,4510,4788,-278,-3.694458312531,-3.838666504441,3012.816,10709.068,2249.999,7002.719,-1.358087100923,-1.054649658165,-0.608936188258,-1.27298529877
2016-07-11,2016-07-15 00:00:00,16024,16438,5081,5241,-160,-1.269254467036,-0.26695789346,3054.296,10823.215,2263.784,7093.012,2.215526017588,1.99224410708,1.106787262009,1.507119868787
2016-07-04,2016-07-08 00:00:00,16230,16482,5311,5589,-278,6.916996047431,2.723589903397,2988.094,10611.802,2239.003,6987.699,1.896622512853,1.466472220692,1.258379017881,1.629161786545
2016-06-27,2016-07-01 00:00:00,15784,15844,5649,6205,-556,0.515825001592,0.221392877475,2932.476,10458.432,2211.178,6875.683,2.739389115176,3.062042107058,3.939756459282,3.258577044422
2016-07-01,2016-07-01 00:00:00,15180,16045,20927,21593,-666,-3.826659908768,1.268619035597,2932.476,10458.432,2211.178,6875.683,0.097965391933,-0.300877197833,-0.745716272307,-0.247318551575
2016-06-20,2016-06-24 00:00:00,15703,15809,4972,5183,-211,0.197805002552,0.323645132631,2854.286,10147.705,2127.365,6658.704,-1.068210689039,-0.34196819139,0.210797544856,-0.913233991173
2016-06-13,2016-06-17 00:00:00,15672,15758,4994,4938,56,1.220693664019,-0.385612238447,2885.105,10182.526,2122.89,6720.074,-1.436683145671,-1.301728254909,-2.911213809915,-1.312094128428
