date,reference_month,bridge_yoy_pct,balance_100m_rmb,source_field_cn,definition_regime,same_as_legacy_hh_deposit_hist,source_scope,quality_flag,source_owner,note
2019-09-01,2019-09,14.386521,801298.08,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-10-01,2019-10,14.073376,795286.1,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-11-01,2019-11,13.224341,797751.76,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2019-12-01,2019-12,13.543826,813017.12,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-01-01,2020-01,13.357248,855387.5,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-02-01,2020-02,11.236594,854187.61,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-03-01,2020-03,13.013415,877723.3,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-04-01,2020-04,12.892086,869727.29,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-05-01,2020-05,13.162588,874546.2,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-06-01,2020-06,14.301193,896317.6,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-07-01,2020-07,13.533075,889123.07,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-08-01,2020-08,13.646556,893096.14,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-09-01,2020-09,13.882315,912536.8,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-10-01,2020-10,13.539949,902967.43,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-11-01,2020-11,13.98303,909301.63,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2020-12-01,2020-12,13.894996,925985.82,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-01-01,2021-01,9.989648,940837.7,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-02-01,2021-02,13.957319,973409.3,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-03-01,2021-03,13.108293,992777.84,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-04-01,2021-04,12.341984,977068.89,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-05-01,2021-05,11.845545,978140.96,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-06-01,2021-06,11.620493,1000474.12,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-07-01,2021-07,10.998696,986915.01,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-08-01,2021-08,10.878618,990252.66,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-09-01,2021-09,10.780603,1010913.77,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-10-01,2021-10,10.619936,998861.99,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-11-01,2021-11,10.65305,1006169.99,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2021-12-01,2021-12,10.69409,1025011.58,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-01-01,2022-01,14.700984,1079150.1,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-02-01,2022-02,10.562667,1076227.28,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-03-01,2022-03,11.122765,1103202.19,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-04-01,2022-04,12.189662,1096170.29,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-05-01,2022-05,12.822565,1103563.72,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-06-01,2022-06,12.774503,1128279.72,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-07-01,2022-07,13.981453,1124900.07,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-08-01,2022-08,14.434047,1133186.19,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-09-01,2022-09,14.463781,1157130.12,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-10-01,2022-10,15.333955,1152027.04,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-11-01,2022-11,16.737167,1174574.34,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2022-12-01,2022-12,17.402261,1203386.77,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-01-01,2023-01,17.247366,1265275.07,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-02-01,2023-02,18.302217,1273200.73,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-03-01,2023-03,18.045465,1302280.16,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-04-01,2023-04,17.709246,1290293.78,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-05-01,2023-05,17.406705,1295657.8,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-06-01,2023-06,17.203788,1322386.57,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-07-01,2023-07,16.83647,1314293.53,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-08-01,2023-08,16.677258,1322170.58,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-09-01,2023-09,16.447511,1347449.22,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-10-01,2023-10,16.410497,1341080.4,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-11-01,2023-11,14.949655,1350169.15,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2023-12-01,2023-12,13.8366,1369894.58,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-01-01,2024-01,10.269994,1395218.75,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-02-01,2024-02,12.097758,1427229.47,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-03-01,2024-03,11.762139,1455456.16,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-04-01,2024-04,11.372822,1437036.59,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-05-01,2024-05,11.233482,1441205.29,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-06-01,2024-06,10.604536,1462619.53,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-07-01,2024-07,11.033048,1459300.16,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-08-01,2024-08,10.909602,1466414.13,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-09-01,2024-09,10.463208,1488435.63,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-10-01,2024-10,10.562292,1482729.23,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-11-01,2024-11,10.399424,1490578.97,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2024-12-01,2024-12,10.410639,1512509.36,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-01-01,2025-01,12.360548,1567675.44,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-02-01,2025-02,10.266889,1573761.53,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-03-01,2025-03,10.254561,1604706.8,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-04-01,2025-04,10.699733,1590795.67,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-05-01,2025-05,10.705543,1595494.14,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-06-01,2025-06,10.777598,1620254.78,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-07-01,2025-07,10.266382,1609117.49,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-08-01,2025-08,9.806067,1610211.68,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-09-01,2025-09,10.172581,1639847.95,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-10-01,2025-10,9.686854,1626359.04,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-11-01,2025-11,9.560411,1633084.44,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2025-12-01,2025-12,9.68095,1658934.64,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2015年起使用人民银行“住户存款”后继口径；与旧“储蓄存款”不是同一字段。
2026-01-01,2026-01,7.189975,1680390.91,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
2026-02-01,2026-02,8.753389,1711519.0,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
2026-03-01,2026-03,8.174872,1735889.52,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
2026-04-01,2026-04,7.901647,1716494.73,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
2026-05-01,2026-05,7.515217,1715398.99,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
2026-06-01,2026-06,7.072053,1734840.05,住户存款,HOUSEHOLD_DEPOSIT_SUCCESSOR_2015_PLUS,FALSE,金融机构人民币信贷收支表,OFFICIAL_PBOC_EXACT,中国人民银行,2026-01~06余额来自人民银行2026年度人民币信贷收支表（当前可核验到6月）；7月官方金融统计已发布，但本环境未能直接解析央行XLSX二进制附件。
