release_date,reference_period,indicator,value,unit,title,url
2022-06-15,2022-05,服务业生产指数同比,-5.1,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,社零当月(亿元),33547,亿元,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,社零同比,-6.7,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,固投累计(亿元),205964,亿元,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,固投累计同比,6.2,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,基建投资同比,6.7,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,制造业投资同比,10.6,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,房地产投资同比,-4.0,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,城镇调查失业率,5.9,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,CPI同比,1.5,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,进出口总额(亿元),160374,亿元,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,进出口同比,8.3,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,出口额(亿元),89437,亿元,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,出口同比,11.4,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,进口额(亿元),70937,亿元,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2022-06-15,2022-05,进口同比,4.7,%,5月份国民经济运行呈现恢复势头,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901486.html
2021-12-15,2021-11,工业增加值同比,3.8,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,服务业生产指数同比,3.1,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,社零当月(亿元),41043,亿元,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,社零同比,3.9,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,固投累计(亿元),494082,亿元,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,固投累计同比,5.2,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,基建投资同比,0.5,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,制造业投资同比,13.7,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,房地产投资同比,6.0,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,民间投资同比,7.7,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,高技术产业投资同比,16.6,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,城镇调查失业率,5.0,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,CPI同比,0.9,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,进出口总额(亿元),37164,亿元,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,进出口同比,20.5,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,出口额(亿元),20885,亿元,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,出口同比,16.6,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,进口额(亿元),16279,亿元,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-12-15,2021-11,进口同比,26.0,%,11月份国民经济继续恢复 实体经济稳中有升,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901304.html
2021-09-15,2021-08,工业增加值同比,5.3,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,服务业生产指数同比,4.8,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,社零当月(亿元),34395,亿元,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,社零同比,2.5,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,固投累计(亿元),346913,亿元,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,固投累计同比,8.9,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,基建投资同比,2.9,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,民间投资同比,11.5,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,高技术产业投资同比,18.9,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,城镇调查失业率,5.1,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
2021-09-15,2021-08,CPI同比,0.6,%,8月份国民经济发展韧性持续显现,https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901217.html
