date,open,high,low,close,volume
2012-01-11,2710.663,2722.646,2689.876,2707.796,13642443200
2012-01-12,2697.494,2738.788,2692.345,2706.03,11452888000
2012-01-13,2706.768,2712.636,2618.522,2638.112,11210965600
2012-01-16,2616.32,2631.454,2570.845,2570.845,7373824000
2012-01-17,2570.441,2701.592,2552.648,2701.592,13196886400
2012-01-18,2706.006,2727.994,2641.599,2650.583,13308086400
2012-01-19,2648.824,2704.236,2635.481,2690.351,10806096000
2012-01-20,2697.002,2734.473,2685.969,2728.343,10380915200
2012-01-30,2734.57,2734.793,2693.995,2694.404,8634520000
2012-01-31,2693.109,2703.603,2674.89,2697.423,7176419200
2012-02-01,2691.435,2717.949,2660.303,2667.517,7911240000
2012-02-02,2674.567,2725.674,2668.955,2725.674,9387796800
2012-02-03,2719.643,2764.246,2713.007,2757.062,12237933600
2012-02-06,2761.886,2777.79,2747.69,2766.554,11839251200
2012-02-07,2751.893,2751.893,2699.876,2717.702,10190876800
2012-02-08,2714.834,2793.198,2708.352,2792.748,13247160800
2012-02-09,2789.991,2823.013,2780.815,2802.279,15758574400
2012-02-10,2795.619,2833.996,2794.393,2811.136,14797404800
2012-02-13,2783.271,2841.191,2772.419,2822.687,13968950400
2012-02-14,2819.776,2825.233,2798.483,2817.058,11891471200
2012-02-15,2811.331,2861.408,2804.197,2853.766,15732048000
2012-02-16,2848.852,2869.031,2822.27,2845.036,15388203200
2012-02-17,2856.731,2864.901,2821.062,2841.682,11589701600
2012-02-20,2878.519,2883.18,2846.27,2847.056,14557272000
2012-02-21,2848.072,2875.738,2820.353,2875.493,13215235200
2012-02-22,2876.474,2922.35,2874.228,2922.194,19251107200
2012-02-23,2920.585,2939.059,2908.376,2931.251,17720244800
2012-02-24,2931.224,2974.595,2925.065,2974.595,20553427200
2012-02-27,2984.256,3025.404,2982.534,2982.534,24401400000
2012-02-28,2974.355,2988.74,2949.109,2977.756,18813201600
2012-02-29,2969.84,2981.923,2941.039,2943.445,14704217600
2012-03-01,2931.071,2966.614,2930.073,2950.118,11816870400
2012-03-02,2954.517,3004.724,2954.517,3004.724,16179950400
2012-03-05,3013.135,3023.256,2993.485,2996.008,17684292800
2012-03-06,2987.566,2987.648,2944.144,2957.477,16334342400
2012-03-07,2928.385,2970.44,2924.693,2938.741,15103547200
2012-03-08,2947.714,2988.302,2947.714,2978.285,15050545600
2012-03-09,2986.733,3015.739,2974.984,3015.739,15374944000
2012-03-12,3016.667,3024.56,2994.981,3017.148,16383920000
2012-03-13,3015.83,3047.203,3009.179,3047.039,16312587200
2012-03-14,3060.041,3074.564,2924.827,2939.647,27581760000
2012-03-15,2934.95,2954.366,2891.391,2912.907,18460219200
2012-03-16,2918.104,2969.107,2907.21,2969.033,15874953600
2012-03-19,2965.213,2990.636,2946.539,2990.095,15687584000
2012-03-20,2981.887,2981.887,2932.292,2932.541,15039395200
2012-03-21,2944.192,2961.747,2905.872,2938.38,14663638400
2012-03-22,2936.139,2950.366,2916.226,2931.922,12165618400
2012-03-23,2921.633,2923.759,2876.666,2887.495,11672296800
2012-03-26,2883.508,2896.62,2867.969,2886.869,8801626400
2012-03-27,2897.478,2908.046,2874.845,2877.95,9627386400
2012-03-28,2867.477,2867.477,2771.34,2776.021,13081965600
2012-03-29,2761.517,2773.395,2713.106,2733.407,11393995200
2012-03-30,2735.229,2750.673,2716.449,2737.201,9436635200
2012-04-05,2734.037,2813.894,2727.269,2811.069,11959493600
2012-04-06,2808.536,2832.043,2802.05,2824.326,11075671200
2012-04-09,2815.163,2825.916,2793.973,2794.769,9522123200
2012-04-10,2786.252,2823.925,2744.506,2823.859,10931125600
2012-04-11,2794.442,2846.634,2785.581,2829.664,11884653600
2012-04-12,2832.069,2886.758,2826.696,2886.758,15399798400
2012-04-13,2892.885,2918.266,2887.583,2903.378,16054636800
2012-04-16,2883.929,2915.188,2878.026,2902.518,13871494400
2012-04-17,2899.878,2910.531,2864.135,2864.525,13730043200
2012-04-18,2871.845,2930.992,2867.786,2929.285,16424976000
2012-04-19,2927.515,2938.271,2911.222,2924.667,14080038400
2012-04-20,2918.928,2955.949,2915.087,2954.358,16604262400
2012-04-23,2951.431,2956.014,2912.206,2922.326,17744016000
2012-04-24,2903.922,2948.004,2847.2,2911.868,19541283200
2012-04-25,2904.062,2949.468,2898.268,2943.039,19480801600
2012-04-26,2948.42,2957.28,2925.493,2940.104,17628571200
2012-04-27,2936.478,2943.536,2924.223,2926.836,13498118400
2012-05-02,2962.324,2994.241,2940.718,2979.694,18218238400
2012-05-03,2974.392,2992.104,2969.827,2990.597,15092097600
2012-05-04,2988.369,3015.996,2976.316,3015.884,15595145600
2012-05-07,2999.435,3026.91,2996.453,3026.91,16248160000
2012-05-08,3026.107,3028.948,2995.019,3021.787,15663747200
2012-05-09,2998.449,2998.449,2965.784,2967.797,14959352000
2012-05-10,2966.237,2982.887,2962.114,2972.471,12299415200
2012-05-11,2968.268,2984.763,2952.238,2952.357,11832692800
2012-05-14,2972.672,2976.674,2934.61,2936.583,13768217600
2012-05-15,2915.43,2934.906,2901.74,2934.811,12419676800
2012-05-16,2927.407,2932.119,2892.667,2893.028,11781796000
2012-05-17,2894.007,2940.446,2886.164,2936.009,12902548000
2012-05-18,2916.788,2927.52,2882.953,2890.434,13191687200
2012-05-21,2887.471,2915.466,2870.081,2896.938,11230127200
2012-05-22,2907.68,2940.529,2907.68,2940.529,11650586400
2012-05-23,2934.442,2948.678,2907.045,2931.775,12980356000
2012-05-24,2925.961,2943.212,2900.59,2908.337,12373332800
2012-05-25,2907.686,2914.27,2871.002,2879.712,11667769600
2012-05-28,2868.643,2922.611,2839.125,2922.591,14690446400
2012-05-29,2922.325,2970.488,2919.766,2965.028,17633667200
2012-05-30,2960.526,2972.901,2954.629,2962.261,14170300800
2012-05-31,2943.433,2972.807,2937.23,2957.274,12770555200
2012-06-01,2957.735,2976.261,2943.559,2955.832,12177356800
2012-06-04,2913.792,2926.682,2867.402,2867.402,13700353600
2012-06-05,2872.088,2884.221,2855.193,2866.419,10115304000
2012-06-06,2871.249,2883.219,2849.287,2861.283,9154544800
2012-06-07,2885.969,2892.963,2839.182,2845.283,9586223200
2012-06-08,2866.160,2866.850,2823.650,2828.700,105427010.000
2012-06-11,2832.230,2876.300,2825.290,2871.920,103605870.000
2012-06-12,2857.180,2868.920,2843.380,2854.210,97627395.000
2012-06-13,2860.330,2902.810,2855.060,2902.560,119459179.000
2012-06-14,2895.650,2910.900,2879.960,2882.040,112326419.000
2012-06-15,2886.480,2903.150,2853.880,2887.460,109358992.000
2012-06-18,2897.040,2917.950,2895.800,2908.230,100275277.000
2012-06-19,2904.370,2905.810,2882.990,2886.110,102533109.000
2012-06-20,2890.900,2898.640,2873.330,2877.220,91467734.000
2012-06-21,2871.200,2871.200,2822.500,2835.270,97447190.000
2012-06-25,2823.650,2823.650,2768.560,2769.360,99076378.000
2012-06-26,2753.900,2776.420,2734.920,2766.750,88876945.000
2012-06-27,2764.000,2787.790,2756.650,2758.890,86268066.000
2012-06-28,2763.700,2772.420,2729.330,2729.540,89992555.000
2012-06-29,2719.900,2768.500,2715.280,2767.830,96964155.000
2012-07-02,2781.760,2794.690,2766.350,2783.990,105029263.000
2012-07-03,2782.970,2811.780,2775.960,2789.570,109154344.000
2012-07-04,2794.170,2800.500,2772.070,2781.860,97638167.000
2012-07-05,2768.580,2768.580,2723.040,2733.350,97878461.000
2012-07-06,2741.470,2785.960,2718.990,2783.100,122226137.000
2012-07-09,2765.160,2778.860,2717.170,2717.870,122485235.000
2012-07-10,2710.310,2722.140,2694.000,2699.770,95022201.000
2012-07-11,2694.280,2722.670,2692.330,2722.600,92215066.000
2012-07-12,2717.020,2763.730,2700.720,2753.280,131385432.000
2012-07-13,2743.170,2768.580,2737.960,2747.580,98666238.000
2012-07-16,2747.450,2747.460,2669.660,2669.990,116330262.000
2012-07-17,2659.890,2691.810,2657.510,2687.480,90526693.000
2012-07-18,2684.030,2695.820,2644.660,2695.350,107536972.000
2012-07-19,2688.090,2735.550,2681.640,2715.880,128084806.000
2012-07-20,2707.710,2720.330,2685.800,2692.550,105298860.000
2012-07-23,2673.770,2673.770,2646.220,2660.150,91073409.000
2012-07-24,2645.640,2691.930,2645.020,2675.530,88470478.000
2012-07-25,2667.240,2680.500,2652.760,2656.740,82652756.000
2012-07-26,2655.570,2673.930,2636.130,2638.340,87170934.000
2012-07-27,2645.450,2652.290,2623.160,2632.710,82786473.000
2012-07-30,2632.600,2648.210,2595.300,2600.720,83724274.000
2012-07-31,2598.900,2604.100,2574.050,2580.400,83020743.000
2012-08-01,2578.220,2629.350,2578.000,2615.480,81064861.000
2012-08-02,2611.040,2620.050,2582.040,2593.600,81033736.000
2012-08-03,2598.940,2628.800,2590.650,2628.530,84899648.000
2012-08-06,2622.730,2677.660,2619.910,2675.800,114798557.000
2012-08-07,2674.000,2689.590,2671.460,2689.000,120965744.000
2012-08-08,2689.110,2701.710,2674.070,2686.010,113827494.000
2012-08-09,2683.660,2716.690,2671.900,2716.330,120055540.000
2012-08-10,2713.930,2718.180,2698.670,2706.730,113583905.000
2012-08-13,2700.610,2700.610,2650.200,2651.260,116713007.000
2012-08-14,2650.100,2664.730,2615.040,2664.730,113307691.000
2012-08-15,2657.900,2657.900,2634.800,2636.570,92226025.000
2012-08-16,2631.230,2640.000,2616.740,2620.760,78368343.000
2012-08-17,2618.490,2624.200,2593.530,2617.060,73472736.000
2012-08-20,2599.810,2618.100,2583.910,2612.800,77834955.000
2012-08-21,2612.390,2648.090,2607.780,2637.700,103743237.000
2012-08-22,2638.900,2640.600,2606.560,2617.650,98497791.000
2012-08-23,2618.190,2634.780,2605.410,2629.530,97736062.000
2012-08-24,2621.810,2624.650,2589.420,2589.800,98262549.000
2012-08-27,2580.100,2580.100,2533.080,2533.080,97247014.000
2012-08-28,2530.320,2561.050,2525.100,2546.600,87488840.000
2012-08-29,2539.900,2554.870,2525.590,2525.710,84882347.000
2012-08-30,2516.680,2531.490,2474.400,2504.940,102295668.000
2012-08-31,2498.580,2515.830,2495.910,2504.760,73291688.000
2012-09-03,2500.540,2545.460,2497.180,2539.720,96185503.000
2012-09-04,2542.370,2546.030,2509.600,2514.300,92116547.000
2012-09-05,2509.110,2527.750,2498.810,2518.500,91473138.000
2012-09-06,2523.030,2542.930,2520.530,2542.340,91748513.000
2012-09-07,2560.070,2669.530,2560.070,2644.540,220616319.000
2012-09-10,2648.410,2669.540,2640.310,2661.060,173712431.000
2012-09-11,2650.690,2650.690,2628.000,2647.720,134702710.000
2012-09-12,2660.140,2672.170,2634.880,2661.140,138725719.000
2012-09-13,2658.320,2667.160,2630.400,2630.400,130144055.000
2012-09-14,2654.920,2664.210,2622.670,2642.750,146410228.000
2012-09-17,2639.240,2641.130,2572.340,2572.490,123258858.000
2012-09-18,2562.010,2572.280,2543.780,2553.310,87046409.000
2012-09-19,2555.440,2572.510,2549.740,2570.360,86467135.000
2012-09-20,2562.550,2562.550,2501.850,2503.590,110667116.000
2012-09-21,2496.850,2522.110,2488.980,2497.760,96727476.000
2012-09-24,2482.930,2525.850,2467.670,2515.740,90472879.000
2012-09-25,2509.580,2525.510,2496.600,2504.280,77715898.000
2012-09-26,2501.380,2509.680,2457.560,2461.830,78553231.000
2012-09-27,2460.990,2542.660,2460.820,2528.330,115904303.000
2012-09-28,2513.530,2576.390,2510.650,2574.140,120223793.000
2012-10-08,2573.540,2587.420,2543.290,2556.070,82791590.000
2012-10-09,2564.450,2617.150,2564.450,2617.140,127606613.000
2012-10-10,2611.470,2631.770,2604.020,2631.230,127673267.000
2012-10-11,2623.620,2629.090,2599.380,2600.440,121677129.000
2012-10-12,2607.920,2630.610,2578.070,2599.430,106872332.000
2012-10-15,2599.400,2600.200,2565.540,2586.190,89714876.000
2012-10-16,2583.840,2611.010,2577.660,2592.090,92690612.000
2012-10-17,2599.360,2606.660,2572.400,2596.880,93787744.000
2012-10-18,2601.270,2643.350,2600.850,2638.110,138361554.000
2012-10-19,2636.880,2644.830,2627.890,2632.660,107089802.000
2012-10-22,2619.380,2648.280,2613.920,2643.560,98119179.000
2012-10-23,2642.870,2646.570,2609.280,2612.120,113153810.000
2012-10-24,2600.620,2621.500,2599.310,2607.510,110800251.000
2012-10-25,2606.930,2624.730,2583.540,2585.730,125346236.000
2012-10-26,2584.100,2586.310,2521.640,2535.050,113339905.000
2012-10-29,2528.650,2537.580,2515.210,2525.490,78442422.000
2012-10-30,2525.240,2549.190,2521.890,2529.280,89036152.000
2012-10-31,2529.630,2542.540,2520.390,2542.540,90330663.000
2012-11-01,2543.840,2596.150,2543.670,2589.820,129374869.000
2012-11-02,2590.230,2603.830,2576.740,2601.470,117743239.000
2012-11-05,2597.090,2610.970,2582.490,2593.900,109899505.000
2012-11-06,2593.360,2594.750,2544.840,2579.620,111266952.000
2012-11-07,2576.340,2588.500,2563.430,2575.570,91864434.000
2012-11-08,2555.740,2560.120,2521.680,2521.680,104313911.000
2012-11-09,2516.780,2529.880,2507.720,2515.230,82980055.000
2012-11-12,2516.860,2531.180,2508.510,2529.770,88846307.000
2012-11-13,2529.140,2529.140,2478.900,2482.910,95583307.000
2012-11-14,2482.310,2493.720,2469.670,2491.710,76739022.000
2012-11-15,2479.370,2489.950,2453.820,2454.240,80031343.000
2012-11-16,2449.630,2450.690,2421.360,2437.330,77513161.000
2012-11-19,2435.260,2440.090,2408.670,2439.700,70513066.000
2012-11-20,2445.010,2450.580,2429.160,2430.180,68952655.000
2012-11-21,2429.530,2460.380,2408.050,2460.380,86016900.000
2012-11-22,2447.200,2448.570,2429.710,2436.540,70717914.000
2012-11-23,2440.300,2460.690,2436.150,2449.260,75303194.000
2012-11-26,2445.040,2447.820,2422.520,2425.890,67156839.000
2012-11-27,2418.260,2418.260,2371.870,2372.310,88406367.000
2012-11-28,2362.850,2362.850,2332.310,2336.530,77100197.000
2012-11-29,2335.800,2351.070,2317.090,2318.060,74570241.000
2012-11-30,2316.400,2349.420,2311.790,2346.820,83914217.000
2012-12-03,2344.200,2358.970,2302.910,2303.790,90421270.000
2012-12-04,2298.030,2333.600,2284.830,2330.010,93577381.000
2012-12-05,2325.710,2426.740,2322.800,2414.620,173899929.000
2012-12-06,2412.550,2425.860,2397.900,2411.410,118786365.000
2012-12-07,2410.750,2465.310,2404.510,2461.650,173552864.000
2012-12-10,2467.850,2498.770,2462.130,2494.750,176832418.000
2012-12-11,2486.700,2500.370,2476.190,2479.560,142427167.000
2012-12-12,2477.670,2493.400,2462.330,2485.390,119108109.000
2012-12-13,2478.680,2486.810,2455.110,2455.780,111844907.000
2012-12-14,2456.090,2570.110,2456.090,2569.540,239058947.000
2012-12-17,2573.550,2592.820,2570.110,2583.260,214279567.000
2012-12-18,2577.880,2613.600,2562.830,2581.450,192490074.000
2012-12-19,2576.520,2601.810,2572.280,2587.890,148105269.000
2012-12-20,2579.290,2605.260,2560.250,2600.040,152675264.000
2012-12-21,2601.490,2631.310,2582.360,2591.210,162127125.000
2012-12-24,2586.590,2614.720,2585.100,2604.320,126938788.000
2012-12-25,2597.640,2681.800,2589.830,2672.230,223048064.000
2012-12-26,2670.270,2693.840,2667.940,2693.840,193868043.000
2012-12-27,2699.800,2713.800,2674.760,2675.280,197567857.000
2012-12-28,2676.040,2711.240,2670.780,2710.570,172634268.000
2012-12-31,2716.070,2749.850,2716.070,2749.850,191651770.000
2013-01-04,2775.420,2781.730,2719.250,2745.760,217227438.000
2013-01-07,2740.200,2768.490,2733.930,2766.230,190008890.000
2013-01-08,2765.710,2780.800,2739.210,2773.170,210697619.000
2013-01-09,2766.680,2789.250,2751.260,2775.960,211158952.000
2013-01-10,2774.930,2803.900,2766.750,2786.280,198970631.000
2013-01-11,2788.710,2793.600,2721.970,2729.870,212466313.000
2013-01-14,2721.790,2834.100,2721.450,2829.590,243588577.000
2013-01-15,2832.210,2872.710,2831.010,2862.970,282435788.000
2013-01-16,2858.790,2868.320,2806.750,2849.660,258457395.000
2013-01-17,2843.580,2849.020,2809.300,2820.920,196547049.000
2013-01-18,2833.000,2874.730,2820.250,2867.300,209214719.000
2013-01-21,2876.390,2887.050,2856.780,2886.800,222405876.000
2013-01-22,2885.420,2887.750,2837.150,2857.390,242103811.000
2013-01-23,2847.820,2871.280,2830.280,2866.980,191969683.000
2013-01-24,2865.970,2912.850,2803.920,2824.580,255785065.000
2013-01-25,2821.300,2834.960,2809.880,2815.890,149518880.000
2013-01-28,2819.160,2897.070,2819.160,2896.960,200414305.000
2013-01-29,2900.200,2931.920,2892.680,2923.650,224228923.000
2013-01-30,2925.870,2936.270,2905.870,2935.020,233566101.000
2013-01-31,2935.110,2939.110,2911.110,2926.960,216462170.000
2013-02-01,2918.230,2971.600,2913.420,2971.190,220255356.000
2013-02-04,2980.290,2991.460,2949.710,2965.340,258712096.000
2013-02-05,2946.310,2996.060,2943.740,2992.210,227381097.000
2013-02-06,2992.560,3012.520,2989.850,3002.050,182065887.000
2013-02-07,2998.350,3004.800,2962.500,2996.610,182497843.000
2013-02-08,2993.060,3037.100,2992.270,3021.590,172413838.000
2013-02-18,3034.940,3039.380,2996.220,3008.440,191292859.000
2013-02-19,3005.950,3011.080,2942.480,2954.180,200766493.000
2013-02-20,2952.980,2989.780,2942.970,2989.720,184711946.000
2013-02-21,2965.540,2965.540,2880.780,2906.310,236020468.000
2013-02-22,2902.070,2920.860,2889.150,2894.490,161269112.000
2013-02-25,2901.960,2924.710,2895.130,2913.190,149521733.000
2013-02-26,2897.190,2933.750,2870.200,2872.450,194492893.000
2013-02-27,2879.190,2913.500,2864.480,2890.580,162664166.000
2013-02-28,2904.120,2965.450,2889.190,2965.170,204917508.000
2013-03-01,2963.920,2979.710,2935.600,2978.110,204864668.000
2013-03-04,2935.860,2935.860,2838.680,2857.570,271064118.000
2013-03-05,2857.660,2934.800,2850.750,2934.540,215398819.000
2013-03-06,2944.770,2977.680,2936.670,2972.800,247516990.000
2013-03-07,2964.520,2977.880,2910.110,2938.910,241072098.000
2013-03-08,2940.630,2952.480,2913.890,2918.760,165920199.000
2013-03-11,2912.860,2927.380,2890.420,2909.620,140584226.000
2013-03-12,2907.780,2932.220,2823.550,2854.850,194095077.000
2013-03-13,2849.110,2851.920,2806.030,2826.400,146836846.000
2013-03-14,2817.630,2848.480,2815.060,2835.130,126288007.000
2013-03-15,2834.740,2893.920,2804.920,2840.830,178856247.000
2013-03-18,2828.470,2845.260,2800.170,2802.650,146850052.000
2013-03-19,2804.690,2819.990,2778.930,2819.670,140446830.000
2013-03-20,2820.520,2904.720,2819.840,2904.720,199933648.000
2013-03-21,2905.590,2932.020,2901.660,2921.360,191927043.000
2013-03-22,2918.050,2933.780,2908.580,2927.390,163866275.000
2013-03-25,2934.280,2945.910,2912.490,2923.440,158348866.000
2013-03-26,2912.270,2915.740,2864.650,2890.980,164397050.000
2013-03-27,2890.610,2925.700,2880.550,2899.800,153036951.000
2013-03-28,2860.960,2860.960,2807.970,2810.360,193185217.000
2013-03-29,2812.280,2823.340,2794.800,2807.680,132984871.000
2013-04-01,2801.660,2828.450,2799.680,2814.730,128706616.000
2013-04-02,2816.110,2844.440,2785.810,2793.550,150198072.000
2013-04-03,2798.460,2807.790,2770.030,2780.520,136101868.000
2013-04-08,2740.230,2779.330,2717.770,2778.860,143585728.000
2013-04-09,2781.680,2812.090,2781.680,2800.910,136440174.000
2013-04-10,2799.070,2807.100,2772.330,2794.060,131527052.000
2013-04-11,2806.920,2813.800,2783.550,2785.080,120750051.000
2013-04-12,2782.260,2795.870,2762.960,2765.450,112050102.000
2013-04-15,2756.380,2760.220,2725.950,2733.450,115418429.000
2013-04-16,2711.810,2760.430,2707.530,2759.700,125514174.000
2013-04-17,2758.210,2771.640,2743.230,2770.140,113937198.000
2013-04-18,2752.990,2788.550,2745.350,2777.630,118429125.000
2013-04-19,2781.020,2853.120,2780.970,2845.670,178220726.000
2013-04-22,2834.970,2852.050,2833.430,2851.750,166949743.000
2013-04-23,2852.070,2852.070,2764.370,2766.060,165507601.000
2013-04-24,2768.000,2831.520,2762.570,2820.860,162652207.000
2013-04-25,2812.210,2830.140,2781.400,2783.020,173268545.000
2013-04-26,2787.670,2797.190,2742.480,2747.910,133225166.000
2013-05-02,2735.540,2759.760,2725.960,2756.810,113922619.000
2013-05-03,2764.310,2828.660,2764.310,2807.880,153308515.000
2013-05-06,2816.730,2856.830,2816.730,2850.840,165162645.000
2013-05-07,2845.340,2864.700,2833.070,2856.480,154013447.000
2013-05-08,2865.450,2883.510,2856.490,2876.900,165272702.000
2013-05-09,2875.660,2878.040,2844.570,2869.450,182050610.000
2013-05-10,2862.120,2887.730,2856.720,2885.840,164911033.000
2013-05-13,2887.150,2891.980,2867.180,2885.670,159291440.000
2013-05-14,2880.990,2880.990,2831.340,2847.500,153805028.000
