月份,期间类型,标的证券数量(只),融资买入金额(亿),融券卖出金额(亿),融资融券交易金额(亿),融资余额(亿),融券余额(亿),余额合计(亿),证券公司家数,营业部数量,期末账户数(户),本期新开账户数(户),担保物股票市值(亿),担保物债券基金(亿),担保物小计(亿),担保资金(亿),担保物合计(亿),平均担保比例(%)
2019-03,monthly,998.0,18586.7524906436,317.9388960463,18904.6913866899,9132.1972634471,88.93487684639999,9221.132140293501,94.0,10990.0,9574511.0,137750.0,28831.49,278.32,29109.83,1764.4189229945998,30874.2489229946,283.17
2019-04,monthly,1000.0,16625.6779135689,317.8085683718,16943.4864819407,9524.8738253374,73.7683311814,9598.6421565188,94.0,11077.0,9728025.0,163792.0,28465.16,340.22999999999996,28805.43,1883.5680817062,30688.9980817062,269.41
2019-05,monthly,996.0,7565.9158032513,253.57330245400001,7819.4891057053,9147.9376865051,76.66252118109999,9224.6002076862,93.0,11116.0,9796406.0,75465.0,26397.83,362.43,26760.31,1761.4792401622,28521.7892401622,258.25
2019-06,monthly,996.0,6675.0878250565,206.0443585484,6881.1321836049,9019.443625859,88.417428354,9107.861054213,93.0,11145.0,9858419.0,67771.0,26889.93,356.33,27246.3,1699.2451153844,28945.5451153844,264.87
2019-07,monthly,1038.0,7091.3590060142005,248.00082222490002,7339.3598282391,8974.648751851999,111.2471859958,9085.8959378478,93.0,11186.0,9919342.0,68070.0,26724.949999999993,387.49,27112.49,1646.117518385,28758.607518385,263.33
2019-08,monthly,1691.0,7902.483871701899,298.8455788685,8201.3294505704,9134.5640251913,128.8339954026,9263.398020593899,93.0,11197.0,9972995.0,60811.0,26857.32,396.3,27253.62,1675.7389623129998,28929.368962313,261.51
2019-09,monthly,1695.0,10670.408026439,258.1417955747,10928.5498220137,9372.5510047985,116.3136201223,9488.8646249208,93.0,11221.0,10026893.0,62065.0,27640.19,403.98,28044.16,1476.4530309499,29520.6130309499,261.38
2019-10,monthly,1709.0,6696.306347386,216.3010455959,6912.6073929819,9532.2813698041,133.6458987963,9665.9272686004,93.0,11240.0,10065550.0,44605.0,27999.17,415.70000000000005,28414.86,1572.3385119351,29987.1985119351,264.58
2019-11,monthly,1725.0,7405.2505000135,238.5408346537,7643.791334667199,9519.786491617,130.3085813924,9650.095073009401,93.0,11262.0,10106603.0,47821.0,27746.4,418.48,28164.88,1485.1132020348998,29649.9932020349,260.16
2019-12,monthly,1738.0,11095.127008400901,287.1834684004,11382.310476801302,10054.6901808523,137.37987052969999,10192.070051382,93.0,11287.0,10151067.0,51670.0,31056.44,393.72,31450.16,1441.0944019249,32891.2544019249,276.56
2020-01,monthly,1758.0,11687.288104988502,233.9458166724,11921.233921660902,10269.1041118867,100.7129514488,10369.8170633355,93.0,11322.0,10194324.0,49527.0,31472.28,429.24,31901.52,1654.0037830848,33555.5237830848,273.47
2020-02,monthly,1770.0,20741.1456793331,350.4219850714,21091.5676644045,10878.603033940699,144.3343459446,11022.9373798853,93.0,11345.0,10215060.0,22308.0,32414.32,516.58,32930.9,2538.4855856239,35469.3855856239,273.69
2020-03,monthly,1772.0,18020.0364670149,579.5040097401001,18599.540476755,10474.0604120146,177.1426402793,10651.2030522939,93.0,11370.0,10291495.0,81614.0,29825.06,705.92,30530.97,2231.1283806916,32762.0983806916,261.17
2020-04,monthly,1784.0,11530.3374817953,445.1139358387,11975.451417634002,10216.0029956735,213.7180073714,10429.7210030449,93.0,11309.0,10359916.0,75204.0,31169.37,737.49,31906.85,1967.2969809009,33874.1469809009,271.54
2020-05,monthly,1780.0,9816.89301196,394.4906074397,10211.383619399701,10518.8764016115,261.00941648419996,10779.8858180957,93.0,11297.0,10412813.0,59653.0,31737.75,744.97,32482.72,2050.2814247731,34533.0014247731,269.6
2020-06,monthly,1783.0,13608.8707615967,472.24088558809996,14081.1116471848,11313.348859220801,322.74065990279996,11636.089519123601,93.0,11317.0,10490270.0,85553.0,35746.71,748.11,36494.82,1953.6837034485,38448.5037034485,282.88
2020-07,monthly,1784.0,32699.9464917473,1244.2846827478,33944.2311744951,13719.467568493701,526.9067059912,14246.3742744849,93.0,11332.0,10644143.0,165693.0,44258.95,987.61,45246.57,2649.9777844278,47896.5477844278,292.37
2020-08,monthly,1882.0,21679.1599695583,1038.3336180704,22717.493587628698,14256.6587803101,698.0535238593,14954.7123041694,93.0,11348.0,10780607.0,143375.0,45634.079999999994,1190.58,46824.66,2639.7408882585,49464.400888258504,287.38
2020-09,monthly,1914.0,13707.9816335621,883.7813184299,14591.762951992,13885.96374154,835.9456322036999,14721.9093737437,93.0,11370.0,10890291.0,117239.0,42523.38,1464.42,43987.81,2054.0108690063003,46041.8208690063,270.48
2020-10,monthly,1946.0,9896.6785072867,643.2459771871,10539.9244844738,14148.40967275,1036.6107613181,15185.0204340681,93.0,11379.0,10947615.0,61730.0,43063.87,1615.26,44679.14,2369.4793342638,47048.6193342638,269.38
2020-11,monthly,1994.0,15545.593032383998,841.9693195053999,16387.5623518894,14571.398685780201,1174.8745524089,15746.2732381891,93.0,11382.0,11034277.0,92420.0,45768.97,1796.75,47565.73,2219.7382436323,49785.468243632306,276.01
2020-12,monthly,1992.0,16909.000723696103,1016.0770766664,17925.077800362502,14819.9511592393,1369.7297828669,16189.680942106199,93.0,11404.0,11117098.0,90860.0,46999.3,1939.01,48938.31,1986.8867509682,50925.1967509682,277.3
2021-01,monthly,2021.0,21605.4079635532,1129.1600500386,22734.5680135918,15401.834928373999,1422.3942423245999,16824.2291706986,93.0,11438.0,11188642.0,77747.0,46724.98,2127.27,48852.25,2339.7238237773,51191.9738237773,268.79
2021-02,monthly,2038.0,13490.9873483701,694.9499956016999,14185.9373439718,15303.4146799102,1396.668974578,16700.0836544882,93.0,11447.0,11247003.0,62871.0,47299.12,2202.86,49501.98,2422.5447363486,51924.524736348605,272.04
