月份,期间类型,标的证券数量(只),融资买入金额(亿),融券卖出金额(亿),融资融券交易金额(亿),融资余额(亿),融券余额(亿),余额合计(亿),证券公司家数,营业部数量,期末账户数(户),本期新开账户数(户),担保物股票市值(亿),担保物债券基金(亿),担保物小计(亿),担保资金(亿),担保物合计(亿),平均担保比例(%)
2021-03,monthly,2066.0,15007.4626196591,1167.8862900333,16175.3489096924,15096.8357883542,1450.4177324156,16547.2535207698,93.0,11455.0,11341709.0,100521.0,46280.14000000001,2244.8300000000004,48524.98,2108.9667641370997,50633.9467641371,268.56
2021-04,monthly,2118.0,13082.6872316076,857.9317507999001,13940.6189824075,15025.2094259983,1516.9329102196,16542.1423362179,93.0,11466.0,11419938.0,82082.0,47569.79,2314.85,49884.63,1971.370913688,51856.000913687996,272.94
2021-05,monthly,2132.0,14309.8301712228,693.8204304771001,15003.650601699901,15695.5206721672,1569.5011436537,17265.0218158209,93.0,11473.0,11487752.0,71666.0,51254.34999999999,2256.23,53510.579999999994,2035.6441149238,55546.224114923796,282.33
2021-06,monthly,2170.0,18233.2248551071,1026.1035902741,19259.328445381198,16281.1934210846,1559.994348115,17841.187769199598,93.0,11491.0,11585775.0,103046.0,52762.06,2232.12,54994.19,2131.3889404627,57125.5789404627,282.81
2021-07,monthly,2233.0,23342.1719672134,1235.9315791634,24578.1035463768,16473.7167597999,1555.721595548,18029.4383553479,93.0,11520.0,11678089.0,97182.0,52690.7,2220.6699999999996,54911.37,2736.7063336349,57648.076333634905,281.39
2021-08,monthly,2262.0,25251.3359769954,1392.8972522623,26644.2332292577,17066.5245172849,1648.1345635854998,18714.6590808704,93.0,11529.0,11773514.0,96960.0,56139.3126012535,2356.0856099205,58495.398211174004,2747.9254641025,61244.8504550611,288.44
2021-09,monthly,2292.0,23058.662524590298,1181.8909646527,24240.553489242997,16853.0752159884,1561.2043308058999,18414.2795467943,93.0,11549.0,11874772.0,102972.0,54050.78,2452.39,56503.16,2427.6315271976,58932.322636194294,279.24
2021-10,monthly,2342.0,12194.3402667419,764.20963089,12958.5498976319,16967.9735560949,1498.2920179014002,18466.2655739963,93.0,11560.0,11930781.0,57930.0,53700.83,2482.12,56182.95,2554.8046472964998,58739.2842912414,279.05
2021-11,monthly,2368.0,18408.8855849298,1015.2087315986,19424.0943165284,17239.2321139593,1287.3904105822,18526.6225245415,93.0,11556.0,12015038.0,85818.0,56305.3,2141.46,58446.76,2444.5809734656,60892.874844788894,288.31
2021-12,monthly,2407.0,18575.22,1024.23,19599.45,17120.06,1201.47,18321.52,93.0,11582.0,12095239.0,82279.0,56461.96,1996.69,58458.65,2217.58,60677.75,289.07
2022-01,monthly,2446.0,13171.5915310496,723.0373417406,13894.628872790201,16202.3788673619,929.2956733753999,17131.674540737302,93.0,11601.0,12148179.0,55805.0,49132.41,1893.48,51025.89000000001,2337.0667769998,53364.403918436205,267.4
2022-02,monthly,2456.0,10130.3777234266,640.8594207425,10771.2371441691,16310.990711010701,960.502014592,17271.4927256027,93.0,11622.0,12185290.0,39625.0,51694.19,1870.44,53564.63,2382.8171180381,55948.9175666091,279.11
2022-03,monthly,2485.0,15521.79012836,1223.6376312003,16745.4277595603,15806.676450493998,921.5293091741,16728.205759668097,94.0,11663.0,12249493.0,67241.0,47677.54000000001,1911.79,49589.34,2303.0984201295,51898.4918451107,267.23
2022-04,monthly,2517.0,10375.4129401975,947.2701767133,11322.6831169108,14337.635324371799,782.7953533932001,15120.430677764998,94.0,11700.0,12290061.0,42653.0,40796.86,1917.04,42713.91,2379.3644744839003,45099.16174845651,252.42
2022-05,monthly,2513.0,10681.0147012424,925.7985945339999,11606.813295776401,14445.486990573101,780.7564762186,15226.2434667917,94.0,11689.0,12327887.0,40994.0,43921.53,1800.25,45721.78,2444.1576177988,48170.337503407005,268.21
2022-06,monthly,2531.0,17727.61,1288.01,19015.62,15097.45,935.71,16033.15,94.0,11703.0,12400996.0,76674.0,48792.61,1804.1,50596.7,2522.98,53123.79,284.25
2022-07,monthly,2576.0,15033.72,1244.89,16278.62,15277.13,997.48,16274.61,94.0,11696.0,12469888.0,70595.0,48160.51,1925.42,50085.94,2475.01,52669.38,277.83
2022-08,monthly,2614.0,15234.588983978601,1358.2216880956,16592.8106720742,15107.464088325902,1047.4382312613,16154.902319587201,95.0,11705.0,12539227.0,72019.0,46188.28,2094.09,48282.37,2602.146537226,50892.759247320304,270.17
2022-09,monthly,2648.0,8877.8166242016,1009.8135852485001,9887.630209450099,14436.1147578656,946.8169824836,15382.9317403492,95.0,11721.0,12605508.0,68726.0,41515.990000000005,2123.67,43639.67,2168.3769009262,45818.1892355643,252.78
2022-10,monthly,3274.0,7988.351368009399,908.0724794039,8896.4238474133,14428.4753628647,1038.6634391786,15467.138802043299,95.0,11729.0,12647058.0,44396.0,41198.79,2222.29,43421.07,2406.7213600273003,45843.9646600359,254.03
2022-11,monthly,3294.0,14633.185634110501,1335.5850245196,15968.770658630101,14643.6761419298,999.1671391901,15642.8432811199,95.0,11737.0,12714183.0,71420.0,44877.01,2128.79,47005.8,2278.7527717251,49304.3611394574,270.46
2022-12,monthly,3316.0,11869.6258415876,1097.3023369768,12966.9281785644,14445.2369926185,958.8491586596001,15404.086151278101,95.0,11745.0,12761336.0,49320.0,43012.88,2077.98,45090.87,2169.4588635316,47279.7673953241,262.67
2023-01,monthly,3340.0,9024.55,671.78,9696.33,14450.81,907.02,15357.83,96.0,11751.0,12799618.0,41540.0,46668.1,2002.93,48671.03,2173.35,50865.58,281.0
2023-02,monthly,3406.0,13730.6938857497,938.2107970368,14668.9046827865,14880.9963600351,935.0557089691,15816.0520690042,96.0,11757.0,12871803.0,55440.0,47697.27,2031.42,49728.69,2252.9195568817,52002.33,280.29
2023-03,monthly,3430.0,16869.46,1138.53,18007.99,15129.93,937.15,16067.08,96.0,11770.0,12973878.0,97339.0,48151.92,2039.42,50191.34,2055.42,52266.41,279.32
2023-04,monthly,3477.0,17707.8374754192,1268.1048881555,18975.9423635747,15139.1642515451,932.9207453671,16072.084996912201,96.0,11783.0,13046008.0,77788.0,47542.9273404904,2106.3456816502,49649.273022140595,2175.0271825049,51842.4958983283,275.53
2023-05,monthly,3484.0,13553.303487618701,1203.562550274,14756.866037892702,15189.056678160601,945.1351684626,16134.191846623202,96.0,11780.0,13104749.0,63923.0,46538.820000000014,2175.5,48714.32,2195.7913944079,50926.7057634742,270.96
2023-06,monthly,3520.0,13497.93,1195.06,14692.99,14954.96,930.05,15885.01,96.0,11790.0,13170371.0,71030.0,46734.93,2160.84,48895.76,2119.19,51037.69,274.98
2023-07,monthly,3589.0,12205.74,1101.41,13307.15,14862.76,932.87,15795.63,96.0,11792.0,13218539.0,54388.0,47404.33,2304.81,49709.14,2219.16,51952.72,280.12
2023-08,monthly,3616.0,13103.12,1272.73,14375.85,14773.27,938.79,15712.06,96.0,11791.0,13281455.0,70457.0,44618.96,2478.44,47097.39,2280.72,49401.21,269.14
2023-09,monthly,3776.0,10975.35,1031.1,12006.44,15096.95,812.24,15909.19,96.0,11792.0,13341345.0,66092.0,44772.83,2457.34,47230.17,1722.48,48968.54,261.88
2023-10,monthly,3804.0,11217.19,949.82,12167.01,15494.62,832.22,16326.84,96.0,11789.0,13382124.0,46843.0,44570.41,2446.98,47017.39,2098.55,49130.16,258.21
2023-11,monthly,3820.0,15678.7886423366,1218.3053304406,16897.0939727772,15925.0389298749,794.5772873641,16719.616217239,96.0,11779.0,13447866.0,72808.0,45451.9509370393,2453.3946274755,47905.345564514806,2030.3584915303,49949.48788728019,256.78
2023-12,monthly,3841.0,11775.584982042701,1126.2641242427999,12901.849106285501,15792.858160796499,715.9949968786,16508.853157675097,96.0,11772.0,13502809.0,62562.0,44521.509999999995,2425.33,46946.84,1795.8108617191,48755.4057026548,254.25
2024-01,monthly,3842.0,11105.1003605844,1335.629469629,12440.7298302134,15005.193753085701,658.2957289878,15663.4894820735,96.0,11771.0,13545540.0,51815.0,37391.32,2426.59,39817.91,2117.6786865085,41946.0318318181,229.59
2024-02,monthly,3858.0,11190.07,405.45,11595.52,14408.92,435.34,14844.27,96.0,11781.0,13570364.0,32017.0,41230.4,2089.55,43319.95,2108.95,45445.83,259.97
2024-03,monthly,3868.0,19207.16,390.36,19597.52,14964.08,415.21,15379.29,96.0,11801.0,13631985.0,74052.0,42536.39,1926.92,44463.32,1938.54,46418.8,258.0
2024-04,monthly,3880.0,14887.2270233518,326.8063900733,15214.033413425099,14740.024408933501,380.41804875440005,15120.442457687901,96.0,11796.0,13688067.0,69306.0,42564.34,1859.61,44423.95,1825.4629277589002,46267.003003299295,259.39
2024-05,monthly,3854.0,14342.24,332.5,14674.74,14883.04,381.87,15264.91,96.0,11770.0,13731886.0,57557.0,41776.27,1849.09,43625.36,1898.04,45541.39,253.77
2024-06,monthly,3860.0,10828.335807346,308.90042141509997,11137.2362287611,14493.1507122054,315.7601770089,14808.910889214301,96.0,11756.0,13773481.0,52516.0,38672.77,1820.42,40493.19,1847.3062028222,42358.2156763402,242.48
2024-07,monthly,3913.0,11962.89,278.26,12241.16,14137.07,232.48,14369.55,96.0,11748.0,13804783.0,43544.0,38475.16,1767.82,40242.99,1794.36,42054.76,247.18
2024-08,monthly,3919.0,9910.9746706738,137.2471944742,10048.221865148,13814.261731722,113.97111447450001,13928.232846196499,96.0,11745.0,13832612.0,38037.0,36417.939999999995,1615.7,38033.64,1651.4259917247,39702.012260005096,239.47
2024-09,monthly,3927.0,13060.58,78.35,13138.93,14306.74,94.96,14401.71,96.0,11735.0,13879197.0,52918.0,45744.01,1958.72,47702.73,2379.15,50098.75,288.5133
2024-10,monthly,3963.0,36617.29,132.75,36750.04,16990.29,98.58,17088.87,97.0,11741.0,14050961.0,179052.0,51209.89,2081.61,53291.5,3107.58,56415.49,279.45
2024-11,monthly,3969.0,40718.88,157.08,40875.96,18338.14,105.55,18443.69,97.0,11736.0,14235912.0,211933.0,53637.52,2094.43,55731.95,3006.36,58754.75,271.7255
2024-12,monthly,3980.0,32691.26,137.64,32828.91,18541.14,104.4,18645.54,97.0,11743.0,14359299.0,145776.0,51949.3,1982.19,53931.49,2966.02,56913.92,260.7487
2025-01,monthly,4058.0,19131.93,120.79,19252.72,17645.18,94.19,17739.37,97.0,11751.0,14418079.0,74075.0,50096.32,1879.08,51975.41,2484.27,54477.07,258.8324
