source_path,snapshot_path,sha256,file_size,copied_at,status
data_raw_v3,raw/index_000300_sina.csv,94e5f73ffec4de6c683c8df20f143c146c6c0a78252f481358c0456b70c1b06b,263171,2026-08-27 21:11:06,OK
data_raw_v3,raw/index_000985_combined.csv,f077f1372003769bbaa8998b405f25c9d1c70d9b8e9ae71ff36c702020deb950,211400,2026-08-27 21:11:06,OK
data_raw_v3,raw/index_000985_csindex.csv,25e6588218aef0c6d9a980050393f5d5eaf0fa05939fc8b50ebf01899d16c180,341797,2026-08-27 21:11:06,OK
data_raw_v3,raw/index_000985_sina.csv,a0c00d4066310162ab525bb5d5712f23869da0a6c6f3fca24bf61bd3d1ad6144,69022,2026-08-27 21:11:06,OK
data_raw_v3,raw/index_399001_sina.csv,5e19590c6a755ee62172661b90dd9aa6eb9040b893493e0be00524562863e170,275587,2026-08-27 21:11:06,OK
data_raw_v3,raw/lpr_rate.csv,2d0279d63c4e6b5ca928cc4487cb1a9b7a36cf6f2185272103073c6dd1f4c2b8,40433,2026-08-27 21:11:06,OK
data_raw_v3,raw/lpr_rate_regime_events.csv,2faa698821564eac982150fa6ea4c10bc296b91a98d3fbb11c44e37e4131e8da,6631,2026-08-27 21:11:06,OK
data_raw_v3,raw/m1_new_caliber_2024.csv,11f84eb0daec150cb166d755f0cd661d93767450a61921a54efea9226c53b30a,3115,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_exports_yoy.csv,0a10d671a1cd033838b9587fadb1e83e0aa2746373b211000b65f2eddd16397b,36287,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_fixed_investment.csv,d7b7c0683c9348f8b1b4531c027950b0c51fc1e19f60c8487cab75fd8c4da190,8216,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_gdp_quarterly.csv,034d0dbe44fbecce82b8ed15c2fb66e9725e27c44ae2ecd8b92967f3ea51216f,6010,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_imports_yoy.csv,65290787d39606da88be1f1ae8790b17971c3492dc9461cc9dd9bac8da0add55,25105,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_industrial_production.csv,59ceb602f26aadd70c1d6e560f8d36a30d9970806cb61c22cde4aa18c7a01f70,8404,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_pmi.csv,5a0b730ea29dbd362e26d3787af9a7ed0790adb20143e611e0d166997ded4814,10840,2026-08-27 21:11:06,OK
data_raw_v3,raw/macro_retail_sales.csv,2a0622afc59c022a5074736d00172121b5e02fc23c4a969304dd39457663f1fe,10696,2026-08-27 21:11:06,OK
data_raw_v3,raw/margin_financing_market_monthly.csv,31b13b8375a3f459d55e614c8c37c4497306b8e9ef642e91c670013025ae2801,35792,2026-08-27 21:11:06,OK
data_raw_v3,raw/margin_financing_sh.csv,d4dba0d354336b50eb4f5bfbf3f20c15820621a0ec49efe050b53570a0e13e79,314846,2026-08-27 21:11:06,OK
data_raw_v3,raw/margin_financing_sz.csv,2c4047a66bcbaca02969e2c1a2ddf11bf38e9be94af4b84fad8980596456a3b5,311069,2026-08-27 21:11:06,OK
data_raw_v3,raw/margin_financing_sz_monthly.csv,9fed12ef9ac16c625f0ce389c7084814a695a6189741cb14e35c7308523229b8,19639,2026-08-27 21:11:06,OK
data_raw_v3,raw/money_supply_m0m1m2.csv,8b70551d23dc3592e8111483a50504debdc3e6da3f028da9d7234c02e0ce9d4e,21778,2026-08-27 21:11:06,OK
data_raw_v3,raw/money_supply_pboc_detail.csv,88f2fbc8ea4665e4765e835f5ae8d8b7a9abadf92d10656f3eeae7967b7b229e,53661,2026-08-27 21:11:06,OK
data_raw_v3,raw/nbs_income_quarterly.csv,f281e5744cf23bd79e8b9036e1797a80635bdcac4d923cf6b3351bbfaa1804d1,19059,2026-08-27 21:11:06,OK
data_raw_v3,raw/nbs_monthly_archive.csv,f3eba2c4a4c66176c5d35371a4aa8902f1d2c415116726c389a8e1f02f9e8303,81966,2026-08-27 21:11:06,OK
data_raw_v3,raw/nbs_pmi_archive.csv,ea6971efaa89b76a7a764fab9b5a0f29c836582af7a9269db109ac40e033a326,67308,2026-08-27 21:11:06,OK
data_raw_v3,raw/nbs_release_20260817.csv,da447e0e50d4c52de0c243d68018325b05c07bad3f909306a9439d3748e57e2b,3982,2026-08-27 21:11:06,OK
data_raw_v3,raw/new_financial_credit.csv,04a10ae30b7a8c0d0c7beab036465281b423b8aae74033a3c28c00cf8a497819,15839,2026-08-27 21:11:06,OK
data_raw_v3,raw/ppi_index.csv,5903bfa91abdb6f5febe364eea1ce8cdb4920202c50ab0a0b5c3642ceb7da4d1,8283,2026-08-27 21:11:06,OK
data_raw_v3,raw/reserve_requirement_ratio.csv,ac9589f77eca8686d1a2f4aec06300eef92ecf50b05ec8b1a6f658ff19afb568,14945,2026-08-27 21:11:06,OK
data_raw_v3,raw/reverse_repo_7d_events.csv,5d9a6f16f539809d88fc2c9cf508910413f41118225a7dded07f162136bb6a3e,2870,2026-08-27 21:11:06,OK
data_raw_v3,raw/rmb_deposit_household.csv,442e8daa7c7709619c5b047792046374d95dddf530356a9fa7bff97148da6e45,3011,2026-08-27 21:11:06,OK
data_raw_v3,raw/sge_gold_benchmark_daily.csv,e64a328dabca16070783bea9907cf9b4e4ec8500843de4a3e002444c62d80cfd,11645,2026-08-27 21:11:06,OK
data_raw_v3,raw/sge_gold_benchmark_history_2016_2023.csv,5ac56e240aaf34d51cb96ce7791db1ab24c917d2410ead47058684e48575c817,33408,2026-08-27 21:11:06,OK
data_raw_v3,raw/sge_gold_benchmark_raw.csv,df13d0e20874447eb501bec992be9afdd98bf3289a966e77b9f6c7e53fec9d37,126570,2026-08-27 21:11:06,OK
data_raw_v3,raw/sge_gold_quarterly_au9999.csv,e6029edc7dad30f2f83555d4f19b9c52400e956e44919e781467217d7fbe5ebb,5447,2026-08-27 21:11:06,OK
data_raw_v3,raw/shibor_daily_canonical.csv,ef45b38b147c21c805ca3591dd78548b5854a5fe3f3f63387d5617abe35b574b,305222,2026-08-27 21:11:06,OK
data_raw_v3,raw/shibor_official_daily_2006_2015.csv,1d3a6c726364a6b50dd46d9aad9d638aad206d4a0607a1a199a518d7a6db7c11,154874,2026-08-27 21:11:06,OK
data_raw_v3,raw/shibor_quarterly.csv,a50b8a05f1d0da4626f48c4384a5910a25594cc1f6c90a753df8b103f9425971,9609,2026-08-27 21:11:06,OK
data_raw_v3,raw/shibor_rates.csv,c04f00130edf9bbc6522fe121c659141bf6af7df93ac28709aa3ccb1ff3ca9b9,225625,2026-08-27 21:11:06,OK
data_raw_v3,raw/social_financing_flow.csv,37837a82428bef3bfb15b72fad0e5553c98a368d73b8c1a0d0ae9123d0b724e0,7371,2026-08-27 21:11:06,OK
data_raw_v3,raw/social_financing_stock_full.csv,043d9a9205b0effc749b5be401a3cd02e15079790a7751614716e3a5aa77967b,20929,2026-08-27 21:11:06,OK
data_raw_v3,raw/social_financing_stock_history.csv,60bc913f7cfac7790a50dabe2ad402361ba949c239c12dd858e23ce1266bf9ba,2305,2026-08-27 21:11:06,OK
data_raw_v3,raw/social_financing_stock_monthly_reports.csv,7c7486651fe9f0472bf68fe32b6ee7e5a86bccecf59cc797a69b11e9cf5d4fce,19563,2026-08-27 21:11:06,OK
data_raw_v3,raw/social_financing_stock_starter.csv,c56d5c2b1929dbd79a2aa208ef966b36f13a9313d236563bd214b5178010fa45,903,2026-08-27 21:11:06,OK
data_raw_v3,raw/szse_margin_monthly_official.csv,5d195e3924ee55e1f8b0785b5890eb4eec81c54417f9a693fa3b79d684b947c2,1053,2026-08-27 21:11:06,OK
data_raw_v3,raw/tsf_stock_comparable_2017_2019.csv,98f5d13ac3c7a402ba5c3e3fadd8f6609ffdf98dde2238bc8aae4f864edbd8f6,1345,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_banktransfer.csv,1c6058d0f4292727d64f871e33a8f58db977ace5ece025e9663c1b4eba5b0a1c,31496,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_ckzbj.csv,018db20de4c24cd7034afcebca0b5ef327749b21c18f457e48697b561b9ff23c,15271,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_cpi.csv,8f6fc595fad6c7a1a5146412f87e7dce0b6d0c6c0a71319de11116cc4fe08b07,23376,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_czsr.csv,7ff23cc3875eba311c236d644a122b186877271fee57d6cac0d1bc4ccd9539fe,15071,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_fdi.csv,75d2203e6d5ba3f02df3ce86f05553effeeb1d9ad3fee53347e304b8e4224335,1687,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_gdp.csv,e08dae97dfefe215e9de0409e73e71f55981cf0d7dd411a6171b71b1db70f22e,6758,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_gdzctz.csv,9d681dce2f90902c9d683c8d7f00188629ddb4aef3988fa003472428e3a5cbac,8352,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_gpjytj.csv,aefeea6ff3a0421d64d7f4e39de202d73eb018ad1d423612c6dbbb8b5e78d904,32519,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_gyzjz.csv,0f0ee4b73a499eebd4626e7e62ae8d952a7f85cab09030dc973fbdc286215f8c,7366,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_hbgyl.csv,582e9e3132eaa5aff64a5c90ab379f3965d1bc55e0e55097bd47558731141e61,24328,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_hgjck.csv,cce7997204ad61e96e077ae2c7ebbc8d2819e828c660a2aed1577bafb7eb5f95,25928,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_hjwh.csv,07e11c4709f094708378783918a3df648042203d21c248b924ce4a8b18f0c58d,17723,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_newhouse.csv,d8b63ba1c4c42fd252520cd5c270d215f99e718cccf157e08c174edeb95d94e1,24544,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_pmi.csv,e073d4baf61929f8101a37afe768ecd5f2ee3644c682fd4827235b59e8de9019,13340,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_ppi.csv,49ba3a3cb9b8e1416969741b5acaf8dfd146881034fefc974d535bd73a4d0f94,11145,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_qgsssr.csv,a9d471dcc8727180049c812a97252af23cd4da04f6193d56437e0559a73196c7,4660,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_qyjqzs.csv,0c5e49e9dcdde2d097162fd5a4585c80ae25c5241f49b331255a1a7ea429aa87,5040,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_qyspjg.csv,4ecef6ac5dfcc431bb753c05e4aed0f9eaf161f19881217c85f72b8ac5a2b103,36922,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_wbck.csv,f0cf8676c774d44eb5532bdad347d46d9da5f476b7ddfeee2e186dbf1703cd60,17424,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_whxd.csv,55800363f07e70362aac15d1d5645ac1025013eaabdb3cc52fb823e52aad53b2,11870,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_xfp.csv,1a051c3de8ef267f9bebcd352564e7ab6f64f43187d1a421689613fd4dbb0d98,13036,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_xfzxx.csv,08ab27a876891b12b146939727a364bcb3e88fd5ebbc8473cb5127c54cf2913b,26655,2026-08-27 21:11:06,OK
data_raw_v4,raw/em_xzxd.csv,4eea0f9600234275b7c9589b81c57d8eb1cbb5c00ea7c57591e4811a4cebaf07,17899,2026-08-27 21:11:06,OK
data_raw_v4,raw/manifest_v4.csv,d563a320e3d670d3b4d40f82d97f575092c3e42286c0ec6bdfc23c39b5d235af,8554,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_afre_official.csv,4ab35d03cdefde527087ea334b25bd125d44ea45451c4d941361abf0f20c7fd2,63246,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_core_cpi.csv,72e006665d14547ea75cb8d3375c196d7842a18987085c01c8bd8f9cc89ac6fe,2075,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_cpi.csv,62688f41088a6833583f02ff19ad95e1aab0af8e21e97425b6cdd302d8c8a264,5991,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_deposit.csv,7ba6d151483aa9c2a6246d929c4e34a5e2d337bfea36704067a69e00939fd7ee,13475,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_deposit_bridge.csv,d288afa965eec46dea46621545956aff182c4adc834fcac34cf5ae0af7f9e0e9,50289,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_deposit_legacy.csv,856f8de5e331215f5d9c79e97a2b9e4aaeb51a38c44ca1dcc8c2721be1f3a6ea,9868,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_fai_sa_mom.csv,e04bae2ca129f50fef518b22613583a130fb74bb1a570dd6d7844a3c8e8887e0,13498,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_market_balance.csv,2caddb733bc09addef9ad67265c1d5dd7a512f7e8dab7e2ff43dba299a903b22,6279,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_ppirm.csv,3faeab61c06788283a9b4cd0d8fc81452a431992ca0a1a9838150455d6d2ebf0,4865,2026-08-27 21:11:06,OK
data_raw_v4,raw/manual_retail_sa_mom.csv,456c7f57601f99e7e568ab1e8968a7b542d2984faf82277ef3d4d49c10631e09,11542,2026-08-27 21:11:06,OK
