year,value,variable,country,unit,source_note
1970,-15.3699058359561,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1971,36.56511368096862,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1972,91.91005770633885,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1973,-17.303194737266548,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1974,-10.90995634810068,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1975,13.164952188338086,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1976,14.9419860619153,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1977,-2.509592554374507,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1978,23.3527211443604,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1979,9.457417296333626,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1980,7.514457026213672,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1981,8.759714177708755,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1982,4.358721348010364,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1983,23.41558277938345,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1984,16.66474627595813,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1985,13.346906242960866,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1986,43.853711406554055,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1987,14.576337467801316,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1988,39.858096828046754,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1989,29.03567757551644,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1990,-38.7172636767468,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1991,-3.626778974627976,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1992,-26.361297559103654,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1993,2.9086644273690565,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1994,13.238722093741597,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1995,0.7356363566302537,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1996,-2.5508162561688086,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1997,-21.189689768533693,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1998,-9.283663002318663,nikkei_return,jp,pct,FRED NIKKEI225 1949+
1999,36.78736787656849,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2000,-27.19212816501657,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2001,-23.524901546458675,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2002,-18.626015165110758,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2003,24.45159372650498,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2004,7.606512910428753,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2005,40.236457198165866,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2006,6.916828611737147,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2007,-11.1347319693739,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2008,-42.12380893898398,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2009,19.040223216502877,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2010,-3.0106841739961587,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2011,-17.338780633732586,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2012,22.94204261207402,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2013,56.71984515900637,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2014,7.117045836092983,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2015,9.070889135551033,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2016,0.4237744506982555,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2017,19.098563018294623,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2018,-12.08072588814202,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2019,18.195812392548103,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2020,16.010528976666993,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2021,4.910113878466715,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2022,-9.36800905538434,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2023,28.242234953725863,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2024,19.21568650888399,nikkei_return,jp,pct,FRED NIKKEI225 1949+
2025,26.181377200990408,nikkei_return,jp,pct,FRED NIKKEI225 1949+
