year,value,variable,country,unit,source_note
1970,2.13,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1971,2.16,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1972,2.14,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1973,2.14,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1974,2.05,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1975,1.91,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1976,1.85,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1977,1.8,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1978,1.79,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1979,1.77,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1980,1.75,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1981,1.74,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1982,1.77,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1983,1.8,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1984,1.81,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1985,1.76,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1986,1.72,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1987,1.69,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1988,1.66,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1989,1.57,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1990,1.54,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1991,1.53,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1992,1.5,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1993,1.46,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1994,1.5,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1995,1.42,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1996,1.43,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1997,1.39,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1998,1.38,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
1999,1.34,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2000,1.36,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2001,1.33,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2002,1.32,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2003,1.29,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2004,1.29,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2005,1.26,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2006,1.32,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2007,1.34,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2008,1.37,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2009,1.37,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2010,1.39,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2011,1.39,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2012,1.41,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2013,1.43,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2014,1.42,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2015,1.45,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2016,1.44,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2017,1.43,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2018,1.42,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2019,1.36,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2020,1.33,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2021,1.3,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2022,1.26,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2023,1.2,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
2024,1.15,tfr,jp,pct,e-Stat 人口動態 0003411595 1947+
