decision_month,afre_yoy,delta_pmi,ey,eyg,fr007_p90,fr007_vol,loans_12m,m1_m2_gap,pmi_gap,term_spread
2008-01,,,2.7839643652561246,-1.4097356347438752,4.299000000000001,0.8291686505795405,,,,0.44369999999999976
2008-02,,,2.837684449489217,-1.2906155505107835,3.9520000000000004,0.5862275618572074,,1.6600000000000001,3.0,0.45420000000000016
2008-03,,0.3999999999999986,3.718854592785422,-0.3271454072145783,2.6694,0.14592296304165817,,1.5599999999999987,3.3999999999999986,0.5487000000000002
2008-04,,5.0,3.6483035388544325,-0.4241964611455673,3.4529,0.3139614126274878,,1.7799999999999976,8.399999999999999,0.5391999999999997
2008-05,,0.8000000000000043,3.952569169960474,-0.2063308300395259,3.9375,0.3714775182584117,,2.1099999999999994,9.200000000000003,0.5768
2008-06,,-5.900000000000006,4.952947003467062,0.424447003467062,3.616000000000001,0.4376513825313237,,-0.14000000000000057,3.299999999999997,0.6858000000000004
2008-07,,-1.2999999999999972,4.906771344455349,0.4666713444553485,3.3716,0.20905943875559962,,-3.1800000000000015,2.0,0.6349
2008-08,,-3.6000000000000014,5.889281507656066,1.6658815076560662,3.787,0.3167420173760162,,-2.3900000000000006,-1.6000000000000014,0.6052
2008-09,,0.0,6.191950464396285,2.463750464396285,3.42,0.1699211970778639,,-4.52,-1.6000000000000014,0.3761000000000001
2008-10,,2.8000000000000043,8.285004142502071,5.209904142502071,3.43333,0.245658235209642,,-5.859999999999999,1.2000000000000028,0.5152999999999999
2008-11,,-6.600000000000001,7.716049382716049,4.725549382716049,2.86943,0.24000403784980479,,-6.17,-5.399999999999999,1.0324
2008-12,,-5.800000000000004,8.051529790660226,5.299429790660225,1.98108,0.3068421890358822,,-8.0,-11.200000000000003,1.5847
2009-01,,2.4000000000000057,7.326007326007326,4.289307326007325,1.0210499999999998,0.04851189373064435,49042.0,-8.76,-8.799999999999997,1.8000000000000003
2009-02,,4.099999999999994,7.012622720897616,3.861822720897616,0.97,0.023292627077907628,57161.0,-12.11,-4.700000000000003,1.8240999999999998
2009-03,,3.700000000000003,5.851375073142188,2.6901750731421883,0.97773,0.01852627244112453,65442.0,-9.610000000000001,-1.0,1.9484
2009-04,,3.3999999999999986,5.227391531625719,2.120191531625719,0.96,0.019187195631213946,81528.0,-8.470000000000002,2.3999999999999986,1.8082000000000003
2009-05,,1.1000000000000014,4.918839153959666,1.8798391539596655,0.97,0.014809518225295493,82756.0,-8.469999999999999,3.5,1.8164000000000002
2009-06,,-0.3999999999999986,4.269854824935952,1.029554824935952,1.19182,0.10438715442360716,86240.0,-7.049999999999997,3.1000000000000014,2.0196
2009-07,,0.10000000000000142,3.7091988130563798,0.20619881305637966,1.98722,0.28951450774983356,98220.0,-3.6700000000000017,3.200000000000003,1.6862000000000001
2009-08,,0.09999999999999432,5.030181086519115,1.549681086519115,1.63,0.20954115699831016,98093.0,-2.0500000000000007,3.299999999999997,1.7081000000000002
2009-09,,0.7000000000000028,4.770992366412213,1.2577923664122133,1.74558,0.12887082189222615,99482.0,-0.8100000000000023,4.0,1.6849999999999998
2009-10,,0.29999999999999716,4.543389368468877,0.854789368468877,1.61944,0.08251760774668211,100904.0,0.20000000000000284,4.299999999999997,1.7821
2009-11,,0.9000000000000057,4.308487720809995,0.751587720809995,1.478,0.04218934586790728,101615.0,2.6099999999999994,5.200000000000003,1.6771000000000003
2009-12,,0.0,4.168403501458942,0.5262035014589417,1.5644,0.05216396201216242,99788.0,4.890000000000004,5.200000000000003,1.6737
2010-01,,1.3999999999999986,4.62962962962963,1.0496296296296297,1.5823300000000005,0.1502367860026999,95943.0,4.670000000000002,6.600000000000001,1.5004
2010-02,,-0.8000000000000043,4.595588235294118,1.2202882352941176,2.254,0.3072253133479803,93700.0,12.98,5.799999999999997,1.3087
2010-03,,-3.799999999999997,4.677268475210477,1.1954684752104772,1.7158,0.055662651666210004,89984.0,9.470000000000002,2.0,1.4680999999999997
2010-04,,3.1000000000000014,5.834305717619603,2.4778057176196033,1.697,0.04115981627984354,76171.0,7.440000000000001,5.100000000000001,1.3903
2010-05,,0.6000000000000014,6.426735218508997,3.1837352185089975,2.4065000000000003,0.29241828813677523,77993.0,9.77,5.700000000000003,1.1574
2010-06,,-1.8000000000000043,6.891798759476224,3.612798759476224,3.1551,0.3434146436542717,77817.0,8.899999999999999,3.8999999999999986,1.0116
2010-07,,-1.7999999999999972,6.293266205160478,2.993666205160478,2.6105,0.36809504422103617,68540.0,6.100000000000001,2.1000000000000014,1.0945999999999998
2010-08,,-0.8999999999999986,6.802721088435375,3.5726210884353744,2.181000000000001,0.2876716767683579,70176.0,5.299999999999997,1.2000000000000028,1.0614000000000003
2010-09,,0.5,6.802721088435375,3.484421088435375,2.84222,0.25533534049147233,71518.0,2.6999999999999993,1.7000000000000028,1.1443999999999996
2010-10,,2.0999999999999943,6.242197253433209,2.5600972534332085,2.03676,0.1830255749968872,72355.0,1.8999999999999986,3.799999999999997,1.2999
2010-11,,0.9000000000000057,6.747638326585695,2.7766383265856946,2.65729,0.43904622317274417,75702.0,2.8000000000000007,4.700000000000003,0.9513000000000003
2010-12,,0.5,6.6711140760507,2.7912140760507,6.014,1.3688151627024991,78443.0,2.6000000000000014,5.200000000000003,0.5091000000000001
