year,value
1980,0.18746942182822524
1981,2.9262365408738056
1982,1.6212171781546145
1983,-1.8754107171962577
1984,-0.11179169811730355
1985,1.336273643933582
1986,1.5922756940120861
1987,1.0947262007603393
1988,-0.778427911809565
1989,-0.5933593668111281
1990,-0.3076346382594395
1991,-1.1425508381004157
1992,-1.2167230498946882
1993,0.07674728168071346
1994,-0.18960491452195172
1995,-0.37557817988207387
1996,0.057520054445797775
1997,-0.2194239910944492
1998,-0.7188675192138576
1999,-0.8023514147551128
2000,-0.4290705658050132
2001,-0.4261598820513093
2002,-0.30104743480613794
2003,-0.24382102856295237
2004,0.062143712007431656
2005,0.2995207033972437
2006,-0.12774974272490208
2007,0.19322945902078822
2008,0.2627966508034558
2009,0.09071330535077765
2010,0.13171245735259612
2011,0.23211841290267365
2012,0.38170579579786723
2013,0.18929922570440158
2014,0.49458417481150946
2015,-0.09471736176712425
2016,1.0909904204292533
2017,-0.32011903771830613
2018,-1.2874131261585415
2019,-0.24715941254175525
2020,-0.6348415693553879
2021,0.16667149939444137
2022,0.46817006996094723
2023,-0.1701883422939682
2024,0.5891250326477412
2025,-0.9312351918286521
