year,value
1971,3.8435008160616926
1972,2.2650973258113494
1973,8.88315132690743
1974,20.60643945405945
1975,9.4813225632664
1976,6.757222074407953
1977,5.568330283335755
1978,1.631061250296579
1979,1.1798286903799826
1980,5.300708271948393
1981,2.425335246744095
1982,0.3049269600723101
1983,-0.6339437312129252
1984,-0.33746635477597886
1985,-0.5022121836345645
1986,-1.942436406109354
1987,-2.4527347718947654
1988,-1.9317552945363101
1989,-0.26899022993490274
1990,0.5373770521522014
1991,0.8187868531529641
1992,-0.7609393115135878
1993,-1.2304643207485955
1994,-1.8641122892543915
1995,-2.6472612945508094
1996,-2.4211177179144094
1997,-0.8755420878579094
1998,-1.8496854406831682
1999,-2.8972772580927044
2000,-3.271737254790258
2001,-3.215446227116382
2002,-3.414275070838404
2003,-2.800455718154261
2004,-2.612463714221812
2005,-2.8193710421018756
2006,-2.3775183197637886
2007,-2.54177040459373
2008,-1.1114753815386003
2009,-3.7066759823214372
2010,-3.2970142871421335
2011,-2.8315196429628533
2012,-2.5737445600415283
2013,-2.1914785462745163
2014,0.2313592087150984
2015,-1.744294052352609
2016,-2.639525165653357
2017,-2.076738895531035
2018,-1.5795662200129919
2019,-2.02463641106037
2020,-0.5602607298220155
2021,-1.1528605038210917
2022,1.7131212336431123
2023,0.7311758524447627
2024,0.2160566555683201
2025,0.6639657038615812
