year,value
1991,8.357801951967275
1992,13.800847184715156
1994,18.164817830056244
1995,12.906907341714025
1996,9.033573694753386
1997,1.4332805376141362
1998,-2.0471745814138043
1999,-1.4942625175403812
2000,-3.146636016925738
2001,-3.0847441077407662
2002,-0.4870049636523177
2003,2.9297118638826447
2004,-0.8065577418235801
2005,1.735438912562131
2006,1.46825970936065
2007,1.2061675791443456
2008,0.3660119655819223
2009,7.4088442394736305
2010,4.277519241478341
2011,-2.8381622507608313
2012,-3.074509381500416
2013,-3.197449588407734
2014,-4.3681012376400545
2015,-3.302075724321206
2016,-5.579712268023112
2017,-8.139328725629685
2018,-8.370949013014291
2019,-8.269707639522338
2020,-4.504394710874745
2021,2.1046877839213334
2022,2.399706926953405
2023,-7.122375180331193
2024,-9.488976532407346
2025,-8.271454581649273
