year,value
2001,5.185020664682948
2002,2.4549131671515063
2003,0.47941769003905677
2004,2.736300819825612
2005,3.0323039008747994
2006,1.9182651009136702
2007,6.496317779484848
2008,5.595783181645958
2009,1.3435414378611021
2010,1.2583501582787218
2011,2.714556755238714
2012,0.38131087409883335
2013,-1.4530569352393137
2014,-2.1399841681519973
2015,-1.5271072143525224
2016,-2.6218778703495413
2017,-1.7266931476104546
2018,-0.6768066437868185
2019,-1.6877679733601294
2020,1.2314445703573256
2021,0.40956086234209543
2022,-1.6410054326994485
2023,-5.7436096785777115
2024,-8.756268378922961
2025,-7.262909519744482
