year,value
1999,-2.1772120345104007
2000,-0.18927243836450813
2001,-0.07617560509959098
2002,2.7225881786547053
2003,6.11976679181371
2004,4.6231973205505135
2005,4.60208741579749
2006,5.16885654350925
2007,5.885239791740423
2008,2.831091139170322
2009,5.1010813901000045
2010,2.7039705955876574
2011,3.105400648143835
2012,-0.27549619964270633
2013,-0.7161221981609192
2014,-2.3263343910881478
2015,-4.4951946365404645
2016,-4.340723276737952
2017,-4.236018791565417
2018,-4.515380517288672
2019,-4.558236856701227
2020,1.4119152301233733
2021,1.1460561068129476
2022,-2.557971336936309
2023,-5.79327632496976
2024,-4.6238882870674844
2025,-4.539948257330575
