year,value
1994,-25.437779399389335
1995,-19.272279631223796
1996,-12.256541308621337
1997,-6.505797033703658
1998,-3.344191049361527
1999,-6.440826070326267
2000,-5.115705620130711
2001,-4.221546743889405
2002,-5.956858656250475
2003,-10.642260342777504
2004,-11.399343237290367
2005,-12.549915130582534
2006,-11.2156582371247
2007,-8.834529426078433
2008,-5.02303317408321
2009,-4.888286893558259
2010,0.3303841429914911
2011,1.192577984242476
2012,5.593494903910823
2013,11.341133709692926
2014,13.803097511885767
2015,22.704199179638408
2016,18.473395617084265
2017,16.13352631409701
2018,17.214812032589876
2019,16.21290181043709
2020,-7.427458195746453
2021,4.984487510219196
2022,2.4429706855272144
2023,12.74909490096583
2024,10.589791566564926
2025,6.766142280290566
