year,value
1980,68.9586298676692
1985,60.88332033512636
1990,47.23824692068492
1991,3.569213835534427
1992,5.378132023588801
1993,2.264449688360198
1994,0.07013933092077806
1995,-1.3974581290363872
1996,-18.159994879021703
1997,-10.486288484891999
1998,-19.224142083348617
1999,-10.025034436117505
2000,7.074728425731397
2001,-9.71824298795947
2002,4.955427076972587
2003,14.822039985559321
2004,11.17540511346559
2005,5.567091090328407
2006,2.973208157700597
2007,1.9364397168797076
2008,0.5323912336490615
2009,-21.985066321547986
2010,7.005952757674713
2011,-0.19870196362149528
2012,-10.826917357517328
2013,-11.291337168046676
2014,-15.164052095526875
2015,-18.134772588694265
2016,-16.97831172777401
2017,-10.13457584492517
2018,-13.3337351404889
2019,-13.535861896115708
2020,8.479056162267396
2021,-3.6554969220052023
2022,-4.823559240262167
2023,-18.496490459644058
2024,-12.123578788394761
2025,-13.190253207172839
