year,value
1978,-1.4803911495937854
1979,-3.580600834015165
1980,-4.752273968130851
1981,-7.056296598214686
1982,-7.5747900564199995
1983,-6.794299140584194
1984,-5.5130025951294
1985,-1.5540592006773792
1986,-2.1344757793227416
1987,-3.3591081808237604
1988,-2.7020272710735043
1989,-3.052861792271081
1990,-4.701555325166147
1991,-4.719712184695034
1992,-2.965953117620323
1993,3.0453698411341747
1994,0.8593881923463584
1995,0.6725265767491138
1996,-0.8499924265048335
1997,-2.972649380036003
1998,-3.4055779552499743
1999,-3.4495730576620716
2000,-4.404124115287303
2001,-3.0877932091590807
2002,-1.7591310284725168
2003,1.342754413298266
2004,3.2731701355407736
2005,1.864512937729451
2006,2.0374332712872913
2007,1.9176300125051071
2008,4.209833645006782
2009,7.775973937000074
2010,8.360991940840094
2011,8.679656919128092
2012,8.157985809469409
2013,6.308440520729619
2014,5.683056305813658
2015,3.1053352443933875
2016,2.5339585318185485
2017,2.9077107169753234
2018,3.6765395347176266
2019,3.069995235949847
2020,0.322063263561958
2021,-0.08504610961558257
2022,-0.23701715394636835
2023,1.5201124780895654
2024,0.8678721655874497
