year,value,variable,country,unit,source_note
2000,,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2001,16.47,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2002,13.83,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2003,12.09,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2004,14.79,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2005,14.95,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2006,13.97,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2007,18.53,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2008,16.9,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2009,11.58,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2010,13.32,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2011,14.4,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
2012,11.89,wage_yoy,CN,pct,NBS 2013年鉴 4-11 城镇工资 derived YoY 2000-2012
