year,value,variable,country,unit,source_note
1978,38.2,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1979,36.1,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1980,34.8,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1981,32.5,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1982,31.9,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1983,32.8,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1984,34.2,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1985,38.1,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1986,37.5,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1987,36.3,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1988,37.0,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1989,36.6,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1990,34.9,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1991,34.8,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1992,36.6,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1993,42.6,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1994,40.5,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1995,40.3,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1996,38.8,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1997,36.7,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1998,36.2,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
1999,36.2,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2000,35.3,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2001,36.476322410768624,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2002,37.82093164350222,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2003,40.96449462302774,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2004,42.97333231886622,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2005,41.54060555668495,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2006,41.73724781991413,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2007,41.614249632711456,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2008,43.77735387777636,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2009,47.15452436201792,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2010,48.06256121699322,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2011,48.31464587348211,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
2012,47.76169315896024,investment_gdp,CN,pct_of_gdp,NBS 2013年鉴 2-18 资本形成率 1978-2012
