year,value,variable,country,unit,source_note
1957,359.83832550000005,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1958,359.83832550000005,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1959,359.95749161666663,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1960,359.9058251916667,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1961,361.1458194333333,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1962,360.8183209333333,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1963,361.474151225,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1964,361.9691488916667,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1965,361.4908178166666,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1966,362.34831382500005,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1967,362.14914809166663,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1968,360.55332216666665,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1969,358.36749901666667,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1970,358.1541666666667,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1971,348.94208333333336,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1972,308.0,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1973,271.49154611852936,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1974,291.7883503428488,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1975,296.81794905005523,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1976,296.5351820604739,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1977,268.47626420324025,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1978,210.43845577959723,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1979,219.19753248156857,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1980,226.69642259103375,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1981,220.59210795218056,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1982,249.07700020000252,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1983,237.47713975127533,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
1984,237.55360880952674,fx_usdjpy_level,JP,JPY/USD,FRED CCUSMA02JPM618N 1957+
