year,value,variable,country,unit,source_note
1956,7.4937865108868795,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1957,7.8157884855946325,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1958,6.212138708193349,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1959,9.415171475954697,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1960,13.060011639882863,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1961,11.853142511972825,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1962,8.596554244335852,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1963,8.78750466565219,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1964,11.185655166589248,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1965,5.673023514164055,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1966,10.248413440760217,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1967,11.08392651356722,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1968,11.909006736600535,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1969,11.953082693359175,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1970,10.282406472071193,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1971,4.389103413705797,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1972,8.413496387639373,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1973,8.032650663518638,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1974,-1.2251963962461532,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1975,3.091486616851591,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1976,3.9750284378442746,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1977,4.390337950229406,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1978,5.272020094215213,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1979,5.483925755186214,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1980,2.8175922046450586,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1981,3.1703556346390105,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1982,3.0573203786330883,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1983,2.3220681118399478,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1984,3.9173592465945095,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1985,4.404087267701429,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1986,2.8954058052743425,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1987,4.158835864883259,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1988,6.194870600564761,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1989,4.831406009295325,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1990,5.083782703848039,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1991,3.7977327142426853,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1992,1.022013142281497,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1993,0.3115930168032799,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1994,0.644709102627461,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1995,1.4710101595483582,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1996,5.05001803446421,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1997,1.5941458198986957,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1998,-2.508813191976045,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
1999,0.20285613278263614,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
2000,0.9157080150460573,real_gdp_yoy,JP,pct,ESRI 68SNA 実質GDE annual YoY 1956-2000 (complete years only)
