year,value,variable,country,unit,source_note
1949,,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1950,-7.278682558456917,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1951,62.94769895005399,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1952,119.14368300614235,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1953,3.8580967821714163,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1954,-5.783833840455088,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1955,19.545620489202186,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1956,28.99997650872701,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1957,-14.133007976108104,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1958,40.919983882255636,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1959,31.66385745244402,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1960,55.073838697878564,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1961,5.593678825983428,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1962,-0.849504397598766,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1963,-13.146019163211143,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1964,-1.390127259463414,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1965,16.54514816489252,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1966,2.417073979249973,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1967,-11.61283658150264,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1968,32.38174635947859,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1969,38.19419921369214,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
1970,-15.3699058359561,equity_return,JP,pct_calendar_year,FRED NIKKEI225 1949+
