decision_month,decision_date,cre.new_loan,cre.tsf_flow,cre.tsf_stock,ext.fdi,ext.forex_reserve,ext.gold_reserve_value,gold.au9999_q,gold.sge,gov.fiscal_revenue,gov.tax_revenue_cum,gro.enterprise_boom,gro.export_yoy,gro.fai_official_cum,gro.gdp_abs,gro.gdp_yoy,gro.import_yoy,gro.ip_cum_yoy,gro.ip_yoy,gro.pmi,gro.pmi_composite,gro.pmi_employment,gro.pmi_new_orders,gro.pmi_nonmanufacturing,gro.pmi_production,gro.pmi_raw_material_inventory,gro.pmi_supplier_delivery,gro.retail_yoy,hh.consumer_confidence,hh.consumer_satisfaction,hh.deposit,hh.deposit_hist,hh.income_annual,hh.income_quarterly,inf.cpi_core,inf.cpi_yoy,inf.enterprise_goods,inf.ppi_yoy,inf.ppirm,liq.afre_stock_yoy_official,liq.cbb,liq.fx_loans_change,liq.m0_yoy,liq.m1_yoy,liq.m2_yoy,liq.money_detail,liq.total_deposits_change,mar.market_balance,mar.stock_turnover,mar.sz_monthly,mkt.000985,mkt.hs300_510300,mkt.hs300_price,mkt.hs300_tri,mkt.hs300_volume,mkt.sh000001,mkt.sz399001,rate.cn10y,rate.cn2y,rate.cn30y,rate.cn5y,rate.fdr007_mean,rate.fr007_mean,rate.lpr1y,rate.lpr5y,rate.policy7d,rate.rrr_announced,rate.rrr_effective,rate.shibor3m_mean,rate.shibor_on_mean,rate.us10y,val.pb,val.pe_median,val.pe_static,val.pe_ttm,ey,eyg,term_spread,pmi_gap,delta_pmi,m1_m2_gap,afre_yoy,loans_12m,fr007_p90,fr007_vol
2026-07,2026-07-31,17650.0,6245,462.06,1046.6,34162.62,3037.24,479.59,888.17,20582.0,97865.0,109.5,26.9,-4.1,695704.0,4.7,35.8,5.4,5.3,50.3,50.6,48.5,51.2,50.2,51.4,48.4,49.9,1.0,89.4,87.8,1734840.05,,,22981,1.0,1.0,103.0,4.1,6.4,7.4,494334.98,45.0,11.8,4.0,8.0,8.0,19429.65,29970.93,289782.87,1478796030927.0,5681.24,2.0503,4588.197,6866.0,27924369800,3832.262,13578.93,1.7141,1.2606,2.1876,1.411,,1.443913,3.0,3.5,1.4,9.0,9.0,1.430974,1.388748,4.68,1.44,20.37,13.95,13.68,7.309941520467836,5.595841520467836,0.4535,0.29999999999999716,0.29999999999999716,-4.0,7.4,139389.0,1.498,0.02820205189742933
