dataset,decision_month,feature,na_reason
baseline_2008_monthly,2011-04,term_spread,
baseline_2008_monthly,2011-04,pmi_gap,
baseline_2008_monthly,2011-04,delta_pmi,
baseline_2008_monthly,2011-04,loans_12m,
baseline_2008_monthly,2011-04,val.pb,
baseline_2008_monthly,2011-04,rate.fr007_mean,
baseline_2008_monthly,2011-04,gro.ip_yoy,
baseline_2008_monthly,2011-04,gro.retail_yoy,
baseline_2008_monthly,2011-04,gro.gdp_yoy,
baseline_2008_monthly,2011-04,inf.cpi_yoy,
baseline_2008_monthly,2011-04,inf.ppi_yoy,
baseline_2008_monthly,2011-04,liq.m2_yoy,
baseline_2008_monthly,2011-05,ey,
baseline_2008_monthly,2011-05,eyg,
baseline_2008_monthly,2011-05,term_spread,
baseline_2008_monthly,2011-05,pmi_gap,
baseline_2008_monthly,2011-05,delta_pmi,
baseline_2008_monthly,2011-05,loans_12m,
baseline_2008_monthly,2011-05,val.pb,
baseline_2008_monthly,2011-05,rate.fr007_mean,
baseline_2008_monthly,2011-05,gro.ip_yoy,
baseline_2008_monthly,2011-05,gro.retail_yoy,
baseline_2008_monthly,2011-05,gro.gdp_yoy,
baseline_2008_monthly,2011-05,inf.cpi_yoy,
baseline_2008_monthly,2011-05,inf.ppi_yoy,
baseline_2008_monthly,2011-05,liq.m2_yoy,
baseline_2008_monthly,2011-06,ey,
baseline_2008_monthly,2011-06,eyg,
baseline_2008_monthly,2011-06,term_spread,
baseline_2008_monthly,2011-06,pmi_gap,
baseline_2008_monthly,2011-06,delta_pmi,
baseline_2008_monthly,2011-06,loans_12m,
baseline_2008_monthly,2011-06,val.pb,
baseline_2008_monthly,2011-06,rate.fr007_mean,
baseline_2008_monthly,2011-06,gro.ip_yoy,
baseline_2008_monthly,2011-06,gro.retail_yoy,
baseline_2008_monthly,2011-06,gro.gdp_yoy,
baseline_2008_monthly,2011-06,inf.cpi_yoy,
baseline_2008_monthly,2011-06,inf.ppi_yoy,
baseline_2008_monthly,2011-06,liq.m2_yoy,
baseline_2008_monthly,2011-07,ey,
baseline_2008_monthly,2011-07,eyg,
baseline_2008_monthly,2011-07,term_spread,
baseline_2008_monthly,2011-07,pmi_gap,
baseline_2008_monthly,2011-07,delta_pmi,
baseline_2008_monthly,2011-07,loans_12m,
baseline_2008_monthly,2011-07,val.pb,
baseline_2008_monthly,2011-07,rate.fr007_mean,
baseline_2008_monthly,2011-07,gro.ip_yoy,
baseline_2008_monthly,2011-07,gro.retail_yoy,
baseline_2008_monthly,2011-07,gro.gdp_yoy,
baseline_2008_monthly,2011-07,inf.cpi_yoy,
baseline_2008_monthly,2011-07,inf.ppi_yoy,
baseline_2008_monthly,2011-07,liq.m2_yoy,
baseline_2008_monthly,2011-08,ey,
baseline_2008_monthly,2011-08,eyg,
baseline_2008_monthly,2011-08,term_spread,
baseline_2008_monthly,2011-08,pmi_gap,
baseline_2008_monthly,2011-08,delta_pmi,
baseline_2008_monthly,2011-08,loans_12m,
baseline_2008_monthly,2011-08,val.pb,
baseline_2008_monthly,2011-08,rate.fr007_mean,
baseline_2008_monthly,2011-08,gro.ip_yoy,
baseline_2008_monthly,2011-08,gro.retail_yoy,
baseline_2008_monthly,2011-08,gro.gdp_yoy,
baseline_2008_monthly,2011-08,inf.cpi_yoy,
baseline_2008_monthly,2011-08,inf.ppi_yoy,
baseline_2008_monthly,2011-08,liq.m2_yoy,
baseline_2008_monthly,2011-09,ey,
baseline_2008_monthly,2011-09,eyg,
baseline_2008_monthly,2011-09,term_spread,
baseline_2008_monthly,2011-09,pmi_gap,
baseline_2008_monthly,2011-09,delta_pmi,
baseline_2008_monthly,2011-09,loans_12m,
baseline_2008_monthly,2011-09,val.pb,
baseline_2008_monthly,2011-09,rate.fr007_mean,
baseline_2008_monthly,2011-09,gro.ip_yoy,
baseline_2008_monthly,2011-09,gro.retail_yoy,
baseline_2008_monthly,2011-09,gro.gdp_yoy,
baseline_2008_monthly,2011-09,inf.cpi_yoy,
baseline_2008_monthly,2011-09,inf.ppi_yoy,
baseline_2008_monthly,2011-09,liq.m2_yoy,
baseline_2008_monthly,2011-10,ey,
baseline_2008_monthly,2011-10,eyg,
baseline_2008_monthly,2011-10,term_spread,
baseline_2008_monthly,2011-10,pmi_gap,
baseline_2008_monthly,2011-10,delta_pmi,
baseline_2008_monthly,2011-10,loans_12m,
baseline_2008_monthly,2011-10,val.pb,
baseline_2008_monthly,2011-10,rate.fr007_mean,
baseline_2008_monthly,2011-10,gro.ip_yoy,
baseline_2008_monthly,2011-10,gro.retail_yoy,
baseline_2008_monthly,2011-10,gro.gdp_yoy,
baseline_2008_monthly,2011-10,inf.cpi_yoy,
baseline_2008_monthly,2011-10,inf.ppi_yoy,
baseline_2008_monthly,2011-10,liq.m2_yoy,
baseline_2008_monthly,2011-11,ey,
baseline_2008_monthly,2011-11,eyg,
baseline_2008_monthly,2011-11,term_spread,
baseline_2008_monthly,2011-11,pmi_gap,
baseline_2008_monthly,2011-11,delta_pmi,
baseline_2008_monthly,2011-11,loans_12m,
baseline_2008_monthly,2011-11,val.pb,
baseline_2008_monthly,2011-11,rate.fr007_mean,
baseline_2008_monthly,2011-11,gro.ip_yoy,
baseline_2008_monthly,2011-11,gro.retail_yoy,
baseline_2008_monthly,2011-11,gro.gdp_yoy,
baseline_2008_monthly,2011-11,inf.cpi_yoy,
baseline_2008_monthly,2011-11,inf.ppi_yoy,
baseline_2008_monthly,2011-11,liq.m2_yoy,
baseline_2008_monthly,2011-12,ey,
baseline_2008_monthly,2011-12,eyg,
baseline_2008_monthly,2011-12,term_spread,
baseline_2008_monthly,2011-12,pmi_gap,
baseline_2008_monthly,2011-12,delta_pmi,
baseline_2008_monthly,2011-12,loans_12m,
baseline_2008_monthly,2011-12,val.pb,
baseline_2008_monthly,2011-12,rate.fr007_mean,
baseline_2008_monthly,2011-12,gro.ip_yoy,
baseline_2008_monthly,2011-12,gro.retail_yoy,
baseline_2008_monthly,2011-12,gro.gdp_yoy,
baseline_2008_monthly,2011-12,inf.cpi_yoy,
baseline_2008_monthly,2011-12,inf.ppi_yoy,
baseline_2008_monthly,2011-12,liq.m2_yoy,
baseline_2008_monthly,2012-01,ey,
baseline_2008_monthly,2012-01,eyg,
baseline_2008_monthly,2012-01,term_spread,
baseline_2008_monthly,2012-01,pmi_gap,
baseline_2008_monthly,2012-01,delta_pmi,
baseline_2008_monthly,2012-01,loans_12m,
baseline_2008_monthly,2012-01,val.pb,
baseline_2008_monthly,2012-01,rate.fr007_mean,
baseline_2008_monthly,2012-01,gro.ip_yoy,
baseline_2008_monthly,2012-01,gro.retail_yoy,
baseline_2008_monthly,2012-01,gro.gdp_yoy,
baseline_2008_monthly,2012-01,inf.cpi_yoy,
baseline_2008_monthly,2012-01,inf.ppi_yoy,
baseline_2008_monthly,2012-01,liq.m2_yoy,
baseline_2008_monthly,2012-02,ey,
baseline_2008_monthly,2012-02,eyg,
baseline_2008_monthly,2012-02,term_spread,
baseline_2008_monthly,2012-02,pmi_gap,
baseline_2008_monthly,2012-02,delta_pmi,
baseline_2008_monthly,2012-02,loans_12m,
baseline_2008_monthly,2012-02,val.pb,
baseline_2008_monthly,2012-02,rate.fr007_mean,
baseline_2008_monthly,2012-02,gro.ip_yoy,
baseline_2008_monthly,2012-02,gro.retail_yoy,
baseline_2008_monthly,2012-02,gro.gdp_yoy,
baseline_2008_monthly,2012-02,inf.cpi_yoy,
baseline_2008_monthly,2012-02,inf.ppi_yoy,
baseline_2008_monthly,2012-02,liq.m2_yoy,
baseline_2008_monthly,2012-03,ey,
baseline_2008_monthly,2012-03,eyg,
baseline_2008_monthly,2012-03,term_spread,
baseline_2008_monthly,2012-03,pmi_gap,
baseline_2008_monthly,2012-03,delta_pmi,
baseline_2008_monthly,2012-03,loans_12m,
baseline_2008_monthly,2012-03,val.pb,
baseline_2008_monthly,2012-03,rate.fr007_mean,
baseline_2008_monthly,2012-03,gro.ip_yoy,
baseline_2008_monthly,2012-03,gro.retail_yoy,
baseline_2008_monthly,2012-03,gro.gdp_yoy,
baseline_2008_monthly,2012-03,inf.cpi_yoy,
baseline_2008_monthly,2012-03,inf.ppi_yoy,
baseline_2008_monthly,2012-03,liq.m2_yoy,
baseline_2008_monthly,2012-04,ey,
baseline_2008_monthly,2012-04,eyg,
baseline_2008_monthly,2012-04,term_spread,
baseline_2008_monthly,2012-04,pmi_gap,
baseline_2008_monthly,2012-04,delta_pmi,
baseline_2008_monthly,2012-04,loans_12m,
baseline_2008_monthly,2012-04,val.pb,
baseline_2008_monthly,2012-04,rate.fr007_mean,
baseline_2008_monthly,2012-04,gro.ip_yoy,
baseline_2008_monthly,2012-04,gro.retail_yoy,
baseline_2008_monthly,2012-04,gro.gdp_yoy,
baseline_2008_monthly,2012-04,inf.cpi_yoy,
baseline_2008_monthly,2012-04,inf.ppi_yoy,
baseline_2008_monthly,2012-04,liq.m2_yoy,
baseline_2008_monthly,2012-05,ey,
baseline_2008_monthly,2012-05,eyg,
baseline_2008_monthly,2012-05,term_spread,
baseline_2008_monthly,2012-05,pmi_gap,
baseline_2008_monthly,2012-05,delta_pmi,
baseline_2008_monthly,2012-05,loans_12m,
baseline_2008_monthly,2012-05,val.pb,
baseline_2008_monthly,2012-05,rate.fr007_mean,
baseline_2008_monthly,2012-05,gro.ip_yoy,
baseline_2008_monthly,2012-05,gro.retail_yoy,
baseline_2008_monthly,2012-05,gro.gdp_yoy,
baseline_2008_monthly,2012-05,inf.cpi_yoy,
baseline_2008_monthly,2012-05,inf.ppi_yoy,
baseline_2008_monthly,2012-05,liq.m2_yoy,
baseline_2008_monthly,2012-06,ey,
baseline_2008_monthly,2012-06,eyg,
baseline_2008_monthly,2012-06,term_spread,
baseline_2008_monthly,2012-06,pmi_gap,
baseline_2008_monthly,2012-06,delta_pmi,
baseline_2008_monthly,2012-06,loans_12m,
baseline_2008_monthly,2012-06,val.pb,
baseline_2008_monthly,2012-06,rate.fr007_mean,
baseline_2008_monthly,2012-06,gro.ip_yoy,
baseline_2008_monthly,2012-06,gro.retail_yoy,
baseline_2008_monthly,2012-06,gro.gdp_yoy,
baseline_2008_monthly,2012-06,inf.cpi_yoy,
baseline_2008_monthly,2012-06,inf.ppi_yoy,
baseline_2008_monthly,2012-06,liq.m2_yoy,
baseline_2008_monthly,2012-07,ey,
baseline_2008_monthly,2012-07,eyg,
baseline_2008_monthly,2012-07,term_spread,
baseline_2008_monthly,2012-07,pmi_gap,
baseline_2008_monthly,2012-07,delta_pmi,
baseline_2008_monthly,2012-07,loans_12m,
baseline_2008_monthly,2012-07,val.pb,
baseline_2008_monthly,2012-07,rate.fr007_mean,
baseline_2008_monthly,2012-07,gro.ip_yoy,
baseline_2008_monthly,2012-07,gro.retail_yoy,
baseline_2008_monthly,2012-07,gro.gdp_yoy,
baseline_2008_monthly,2012-07,inf.cpi_yoy,
baseline_2008_monthly,2012-07,inf.ppi_yoy,
baseline_2008_monthly,2012-07,liq.m2_yoy,
baseline_2008_monthly,2012-08,ey,
baseline_2008_monthly,2012-08,eyg,
baseline_2008_monthly,2012-08,term_spread,
baseline_2008_monthly,2012-08,pmi_gap,
baseline_2008_monthly,2012-08,delta_pmi,
baseline_2008_monthly,2012-08,loans_12m,
baseline_2008_monthly,2012-08,val.pb,
baseline_2008_monthly,2012-08,rate.fr007_mean,
baseline_2008_monthly,2012-08,gro.ip_yoy,
baseline_2008_monthly,2012-08,gro.retail_yoy,
baseline_2008_monthly,2012-08,gro.gdp_yoy,
baseline_2008_monthly,2012-08,inf.cpi_yoy,
baseline_2008_monthly,2012-08,inf.ppi_yoy,
baseline_2008_monthly,2012-08,liq.m2_yoy,
baseline_2008_monthly,2012-09,ey,
baseline_2008_monthly,2012-09,eyg,
baseline_2008_monthly,2012-09,term_spread,
baseline_2008_monthly,2012-09,pmi_gap,
baseline_2008_monthly,2012-09,delta_pmi,
baseline_2008_monthly,2012-09,loans_12m,
baseline_2008_monthly,2012-09,val.pb,
baseline_2008_monthly,2012-09,rate.fr007_mean,
baseline_2008_monthly,2012-09,gro.ip_yoy,
baseline_2008_monthly,2012-09,gro.retail_yoy,
baseline_2008_monthly,2012-09,gro.gdp_yoy,
baseline_2008_monthly,2012-09,inf.cpi_yoy,
baseline_2008_monthly,2012-09,inf.ppi_yoy,
baseline_2008_monthly,2012-09,liq.m2_yoy,
baseline_2008_monthly,2012-10,ey,
baseline_2008_monthly,2012-10,eyg,
baseline_2008_monthly,2012-10,term_spread,
baseline_2008_monthly,2012-10,pmi_gap,
baseline_2008_monthly,2012-10,delta_pmi,
baseline_2008_monthly,2012-10,loans_12m,
baseline_2008_monthly,2012-10,val.pb,
baseline_2008_monthly,2012-10,rate.fr007_mean,
baseline_2008_monthly,2012-10,gro.ip_yoy,
baseline_2008_monthly,2012-10,gro.retail_yoy,
baseline_2008_monthly,2012-10,gro.gdp_yoy,
baseline_2008_monthly,2012-10,inf.cpi_yoy,
baseline_2008_monthly,2012-10,inf.ppi_yoy,
baseline_2008_monthly,2012-10,liq.m2_yoy,
baseline_2008_monthly,2012-11,ey,
baseline_2008_monthly,2012-11,eyg,
baseline_2008_monthly,2012-11,term_spread,
baseline_2008_monthly,2012-11,pmi_gap,
baseline_2008_monthly,2012-11,delta_pmi,
baseline_2008_monthly,2012-11,loans_12m,
baseline_2008_monthly,2012-11,val.pb,
baseline_2008_monthly,2012-11,rate.fr007_mean,
baseline_2008_monthly,2012-11,gro.ip_yoy,
baseline_2008_monthly,2012-11,gro.retail_yoy,
baseline_2008_monthly,2012-11,gro.gdp_yoy,
baseline_2008_monthly,2012-11,inf.cpi_yoy,
baseline_2008_monthly,2012-11,inf.ppi_yoy,
baseline_2008_monthly,2012-11,liq.m2_yoy,
baseline_2008_monthly,2012-12,ey,
baseline_2008_monthly,2012-12,eyg,
baseline_2008_monthly,2012-12,term_spread,
baseline_2008_monthly,2012-12,pmi_gap,
baseline_2008_monthly,2012-12,delta_pmi,
baseline_2008_monthly,2012-12,loans_12m,
baseline_2008_monthly,2012-12,val.pb,
baseline_2008_monthly,2012-12,rate.fr007_mean,
baseline_2008_monthly,2012-12,gro.ip_yoy,
baseline_2008_monthly,2012-12,gro.retail_yoy,
baseline_2008_monthly,2012-12,gro.gdp_yoy,
baseline_2008_monthly,2012-12,inf.cpi_yoy,
baseline_2008_monthly,2012-12,inf.ppi_yoy,
baseline_2008_monthly,2012-12,liq.m2_yoy,
baseline_2008_monthly,2013-01,ey,
baseline_2008_monthly,2013-01,eyg,
baseline_2008_monthly,2013-01,term_spread,
baseline_2008_monthly,2013-01,pmi_gap,
baseline_2008_monthly,2013-01,delta_pmi,
baseline_2008_monthly,2013-01,loans_12m,
baseline_2008_monthly,2013-01,val.pb,
baseline_2008_monthly,2013-01,rate.fr007_mean,
baseline_2008_monthly,2013-01,gro.ip_yoy,
baseline_2008_monthly,2013-01,gro.retail_yoy,
baseline_2008_monthly,2013-01,gro.gdp_yoy,
baseline_2008_monthly,2013-01,inf.cpi_yoy,
baseline_2008_monthly,2013-01,inf.ppi_yoy,
baseline_2008_monthly,2013-01,liq.m2_yoy,
baseline_2008_monthly,2013-02,ey,
baseline_2008_monthly,2013-02,eyg,
baseline_2008_monthly,2013-02,term_spread,
baseline_2008_monthly,2013-02,pmi_gap,
baseline_2008_monthly,2013-02,delta_pmi,
baseline_2008_monthly,2013-02,loans_12m,
baseline_2008_monthly,2013-02,val.pb,
baseline_2008_monthly,2013-02,rate.fr007_mean,
baseline_2008_monthly,2013-02,gro.ip_yoy,
baseline_2008_monthly,2013-02,gro.retail_yoy,
baseline_2008_monthly,2013-02,gro.gdp_yoy,
baseline_2008_monthly,2013-02,inf.cpi_yoy,
baseline_2008_monthly,2013-02,inf.ppi_yoy,
baseline_2008_monthly,2013-02,liq.m2_yoy,
baseline_2008_monthly,2013-03,ey,
baseline_2008_monthly,2013-03,eyg,
baseline_2008_monthly,2013-03,term_spread,
baseline_2008_monthly,2013-03,pmi_gap,
baseline_2008_monthly,2013-03,delta_pmi,
baseline_2008_monthly,2013-03,loans_12m,
baseline_2008_monthly,2013-03,val.pb,
baseline_2008_monthly,2013-03,rate.fr007_mean,
baseline_2008_monthly,2013-03,gro.ip_yoy,
baseline_2008_monthly,2013-03,gro.retail_yoy,
baseline_2008_monthly,2013-03,gro.gdp_yoy,
baseline_2008_monthly,2013-03,inf.cpi_yoy,
baseline_2008_monthly,2013-03,inf.ppi_yoy,
baseline_2008_monthly,2013-03,liq.m2_yoy,
baseline_2008_monthly,2013-04,ey,
baseline_2008_monthly,2013-04,eyg,
baseline_2008_monthly,2013-04,term_spread,
baseline_2008_monthly,2013-04,pmi_gap,
baseline_2008_monthly,2013-04,delta_pmi,
baseline_2008_monthly,2013-04,loans_12m,
baseline_2008_monthly,2013-04,val.pb,
baseline_2008_monthly,2013-04,rate.fr007_mean,
baseline_2008_monthly,2013-04,gro.ip_yoy,
baseline_2008_monthly,2013-04,gro.retail_yoy,
baseline_2008_monthly,2013-04,gro.gdp_yoy,
baseline_2008_monthly,2013-04,inf.cpi_yoy,
baseline_2008_monthly,2013-04,inf.ppi_yoy,
baseline_2008_monthly,2013-04,liq.m2_yoy,
baseline_2008_monthly,2013-05,ey,
baseline_2008_monthly,2013-05,eyg,
baseline_2008_monthly,2013-05,term_spread,
baseline_2008_monthly,2013-05,pmi_gap,
baseline_2008_monthly,2013-05,delta_pmi,
baseline_2008_monthly,2013-05,loans_12m,
baseline_2008_monthly,2013-05,val.pb,
baseline_2008_monthly,2013-05,rate.fr007_mean,
baseline_2008_monthly,2013-05,gro.ip_yoy,
baseline_2008_monthly,2013-05,gro.retail_yoy,
baseline_2008_monthly,2013-05,gro.gdp_yoy,
baseline_2008_monthly,2013-05,inf.cpi_yoy,
baseline_2008_monthly,2013-05,inf.ppi_yoy,
baseline_2008_monthly,2013-05,liq.m2_yoy,
baseline_2008_monthly,2013-06,ey,
baseline_2008_monthly,2013-06,eyg,
baseline_2008_monthly,2013-06,term_spread,
baseline_2008_monthly,2013-06,pmi_gap,
baseline_2008_monthly,2013-06,delta_pmi,
baseline_2008_monthly,2013-06,loans_12m,
baseline_2008_monthly,2013-06,val.pb,
baseline_2008_monthly,2013-06,rate.fr007_mean,
baseline_2008_monthly,2013-06,gro.ip_yoy,
baseline_2008_monthly,2013-06,gro.retail_yoy,
baseline_2008_monthly,2013-06,gro.gdp_yoy,
baseline_2008_monthly,2013-06,inf.cpi_yoy,
baseline_2008_monthly,2013-06,inf.ppi_yoy,
baseline_2008_monthly,2013-06,liq.m2_yoy,
baseline_2008_monthly,2013-07,ey,
baseline_2008_monthly,2013-07,eyg,
baseline_2008_monthly,2013-07,term_spread,
baseline_2008_monthly,2013-07,pmi_gap,
baseline_2008_monthly,2013-07,delta_pmi,
baseline_2008_monthly,2013-07,loans_12m,
baseline_2008_monthly,2013-07,val.pb,
baseline_2008_monthly,2013-07,rate.fr007_mean,
baseline_2008_monthly,2013-07,gro.ip_yoy,
baseline_2008_monthly,2013-07,gro.retail_yoy,
baseline_2008_monthly,2013-07,gro.gdp_yoy,
baseline_2008_monthly,2013-07,inf.cpi_yoy,
baseline_2008_monthly,2013-07,inf.ppi_yoy,
baseline_2008_monthly,2013-07,liq.m2_yoy,
baseline_2008_monthly,2013-08,ey,
baseline_2008_monthly,2013-08,eyg,
baseline_2008_monthly,2013-08,term_spread,
baseline_2008_monthly,2013-08,pmi_gap,
baseline_2008_monthly,2013-08,delta_pmi,
baseline_2008_monthly,2013-08,loans_12m,
baseline_2008_monthly,2013-08,val.pb,
baseline_2008_monthly,2013-08,rate.fr007_mean,
baseline_2008_monthly,2013-08,gro.ip_yoy,
baseline_2008_monthly,2013-08,gro.retail_yoy,
baseline_2008_monthly,2013-08,gro.gdp_yoy,
baseline_2008_monthly,2013-08,inf.cpi_yoy,
baseline_2008_monthly,2013-08,inf.ppi_yoy,
baseline_2008_monthly,2013-08,liq.m2_yoy,
baseline_2008_monthly,2013-09,ey,
baseline_2008_monthly,2013-09,eyg,
baseline_2008_monthly,2013-09,term_spread,
baseline_2008_monthly,2013-09,pmi_gap,
baseline_2008_monthly,2013-09,delta_pmi,
baseline_2008_monthly,2013-09,loans_12m,
baseline_2008_monthly,2013-09,val.pb,
baseline_2008_monthly,2013-09,rate.fr007_mean,
baseline_2008_monthly,2013-09,gro.ip_yoy,
baseline_2008_monthly,2013-09,gro.retail_yoy,
baseline_2008_monthly,2013-09,gro.gdp_yoy,
baseline_2008_monthly,2013-09,inf.cpi_yoy,
baseline_2008_monthly,2013-09,inf.ppi_yoy,
baseline_2008_monthly,2013-09,liq.m2_yoy,
baseline_2008_monthly,2013-10,ey,
baseline_2008_monthly,2013-10,eyg,
baseline_2008_monthly,2013-10,term_spread,
baseline_2008_monthly,2013-10,pmi_gap,
baseline_2008_monthly,2013-10,delta_pmi,
baseline_2008_monthly,2013-10,loans_12m,
baseline_2008_monthly,2013-10,val.pb,
baseline_2008_monthly,2013-10,rate.fr007_mean,
baseline_2008_monthly,2013-10,gro.ip_yoy,
baseline_2008_monthly,2013-10,gro.retail_yoy,
baseline_2008_monthly,2013-10,gro.gdp_yoy,
baseline_2008_monthly,2013-10,inf.cpi_yoy,
baseline_2008_monthly,2013-10,inf.ppi_yoy,
baseline_2008_monthly,2013-10,liq.m2_yoy,
baseline_2008_monthly,2013-11,ey,
baseline_2008_monthly,2013-11,eyg,
baseline_2008_monthly,2013-11,term_spread,
baseline_2008_monthly,2013-11,pmi_gap,
baseline_2008_monthly,2013-11,delta_pmi,
baseline_2008_monthly,2013-11,loans_12m,
baseline_2008_monthly,2013-11,val.pb,
baseline_2008_monthly,2013-11,rate.fr007_mean,
baseline_2008_monthly,2013-11,gro.ip_yoy,
baseline_2008_monthly,2013-11,gro.retail_yoy,
baseline_2008_monthly,2013-11,gro.gdp_yoy,
baseline_2008_monthly,2013-11,inf.cpi_yoy,
baseline_2008_monthly,2013-11,inf.ppi_yoy,
baseline_2008_monthly,2013-11,liq.m2_yoy,
baseline_2008_monthly,2013-12,ey,
baseline_2008_monthly,2013-12,eyg,
baseline_2008_monthly,2013-12,term_spread,
baseline_2008_monthly,2013-12,pmi_gap,
baseline_2008_monthly,2013-12,delta_pmi,
baseline_2008_monthly,2013-12,loans_12m,
baseline_2008_monthly,2013-12,val.pb,
baseline_2008_monthly,2013-12,rate.fr007_mean,
baseline_2008_monthly,2013-12,gro.ip_yoy,
baseline_2008_monthly,2013-12,gro.retail_yoy,
baseline_2008_monthly,2013-12,gro.gdp_yoy,
baseline_2008_monthly,2013-12,inf.cpi_yoy,
baseline_2008_monthly,2013-12,inf.ppi_yoy,
baseline_2008_monthly,2013-12,liq.m2_yoy,
baseline_2008_monthly,2014-01,ey,
baseline_2008_monthly,2014-01,eyg,
baseline_2008_monthly,2014-01,term_spread,
baseline_2008_monthly,2014-01,pmi_gap,
baseline_2008_monthly,2014-01,delta_pmi,
baseline_2008_monthly,2014-01,loans_12m,
baseline_2008_monthly,2014-01,val.pb,
baseline_2008_monthly,2014-01,rate.fr007_mean,
baseline_2008_monthly,2014-01,gro.ip_yoy,
baseline_2008_monthly,2014-01,gro.retail_yoy,
baseline_2008_monthly,2014-01,gro.gdp_yoy,
baseline_2008_monthly,2014-01,inf.cpi_yoy,
baseline_2008_monthly,2014-01,inf.ppi_yoy,
baseline_2008_monthly,2014-01,liq.m2_yoy,
baseline_2008_monthly,2014-02,ey,
baseline_2008_monthly,2014-02,eyg,
baseline_2008_monthly,2014-02,term_spread,
baseline_2008_monthly,2014-02,pmi_gap,
baseline_2008_monthly,2014-02,delta_pmi,
baseline_2008_monthly,2014-02,loans_12m,
baseline_2008_monthly,2014-02,val.pb,
baseline_2008_monthly,2014-02,rate.fr007_mean,
baseline_2008_monthly,2014-02,gro.ip_yoy,
baseline_2008_monthly,2014-02,gro.retail_yoy,
baseline_2008_monthly,2014-02,gro.gdp_yoy,
baseline_2008_monthly,2014-02,inf.cpi_yoy,
baseline_2008_monthly,2014-02,inf.ppi_yoy,
baseline_2008_monthly,2014-02,liq.m2_yoy,
baseline_2008_monthly,2014-03,ey,
baseline_2008_monthly,2014-03,eyg,
baseline_2008_monthly,2014-03,term_spread,
baseline_2008_monthly,2014-03,pmi_gap,
baseline_2008_monthly,2014-03,delta_pmi,
baseline_2008_monthly,2014-03,loans_12m,
baseline_2008_monthly,2014-03,val.pb,
baseline_2008_monthly,2014-03,rate.fr007_mean,
baseline_2008_monthly,2014-03,gro.ip_yoy,
baseline_2008_monthly,2014-03,gro.retail_yoy,
baseline_2008_monthly,2014-03,gro.gdp_yoy,
baseline_2008_monthly,2014-03,inf.cpi_yoy,
baseline_2008_monthly,2014-03,inf.ppi_yoy,
baseline_2008_monthly,2014-03,liq.m2_yoy,
baseline_2008_monthly,2014-04,ey,
baseline_2008_monthly,2014-04,eyg,
baseline_2008_monthly,2014-04,term_spread,
baseline_2008_monthly,2014-04,pmi_gap,
baseline_2008_monthly,2014-04,delta_pmi,
baseline_2008_monthly,2014-04,loans_12m,
baseline_2008_monthly,2014-04,val.pb,
baseline_2008_monthly,2014-04,rate.fr007_mean,
baseline_2008_monthly,2014-04,gro.ip_yoy,
baseline_2008_monthly,2014-04,gro.retail_yoy,
baseline_2008_monthly,2014-04,gro.gdp_yoy,
baseline_2008_monthly,2014-04,inf.cpi_yoy,
baseline_2008_monthly,2014-04,inf.ppi_yoy,
baseline_2008_monthly,2014-04,liq.m2_yoy,
baseline_2008_monthly,2014-05,ey,
baseline_2008_monthly,2014-05,eyg,
baseline_2008_monthly,2014-05,term_spread,
baseline_2008_monthly,2014-05,pmi_gap,
baseline_2008_monthly,2014-05,delta_pmi,
baseline_2008_monthly,2014-05,loans_12m,
baseline_2008_monthly,2014-05,val.pb,
baseline_2008_monthly,2014-05,rate.fr007_mean,
baseline_2008_monthly,2014-05,gro.ip_yoy,
baseline_2008_monthly,2014-05,gro.retail_yoy,
baseline_2008_monthly,2014-05,gro.gdp_yoy,
baseline_2008_monthly,2014-05,inf.cpi_yoy,
baseline_2008_monthly,2014-05,inf.ppi_yoy,
baseline_2008_monthly,2014-05,liq.m2_yoy,
baseline_2008_monthly,2014-06,ey,
baseline_2008_monthly,2014-06,eyg,
baseline_2008_monthly,2014-06,term_spread,
baseline_2008_monthly,2014-06,pmi_gap,
baseline_2008_monthly,2014-06,delta_pmi,
baseline_2008_monthly,2014-06,loans_12m,
baseline_2008_monthly,2014-06,val.pb,
baseline_2008_monthly,2014-06,rate.fr007_mean,
baseline_2008_monthly,2014-06,gro.ip_yoy,
baseline_2008_monthly,2014-06,gro.retail_yoy,
baseline_2008_monthly,2014-06,gro.gdp_yoy,
baseline_2008_monthly,2014-06,inf.cpi_yoy,
baseline_2008_monthly,2014-06,inf.ppi_yoy,
baseline_2008_monthly,2014-06,liq.m2_yoy,
baseline_2008_monthly,2014-07,ey,
baseline_2008_monthly,2014-07,eyg,
baseline_2008_monthly,2014-07,term_spread,
baseline_2008_monthly,2014-07,pmi_gap,
baseline_2008_monthly,2014-07,delta_pmi,
baseline_2008_monthly,2014-07,loans_12m,
baseline_2008_monthly,2014-07,val.pb,
baseline_2008_monthly,2014-07,rate.fr007_mean,
baseline_2008_monthly,2014-07,gro.ip_yoy,
baseline_2008_monthly,2014-07,gro.retail_yoy,
baseline_2008_monthly,2014-07,gro.gdp_yoy,
baseline_2008_monthly,2014-07,inf.cpi_yoy,
baseline_2008_monthly,2014-07,inf.ppi_yoy,
baseline_2008_monthly,2014-07,liq.m2_yoy,
baseline_2008_monthly,2014-08,ey,
baseline_2008_monthly,2014-08,eyg,
baseline_2008_monthly,2014-08,term_spread,
baseline_2008_monthly,2014-08,pmi_gap,
