dataset,decision_month,feature,na_reason
baseline_2008_monthly,2017-12,val.pb,
baseline_2008_monthly,2017-12,rate.fr007_mean,
baseline_2008_monthly,2017-12,gro.ip_yoy,
baseline_2008_monthly,2017-12,gro.retail_yoy,
baseline_2008_monthly,2017-12,gro.gdp_yoy,
baseline_2008_monthly,2017-12,inf.cpi_yoy,
baseline_2008_monthly,2017-12,inf.ppi_yoy,
baseline_2008_monthly,2017-12,liq.m2_yoy,
baseline_2008_monthly,2018-01,ey,
baseline_2008_monthly,2018-01,eyg,
baseline_2008_monthly,2018-01,term_spread,
baseline_2008_monthly,2018-01,pmi_gap,
baseline_2008_monthly,2018-01,delta_pmi,
baseline_2008_monthly,2018-01,loans_12m,
baseline_2008_monthly,2018-01,val.pb,
baseline_2008_monthly,2018-01,rate.fr007_mean,
baseline_2008_monthly,2018-01,gro.ip_yoy,
baseline_2008_monthly,2018-01,gro.retail_yoy,
baseline_2008_monthly,2018-01,gro.gdp_yoy,
baseline_2008_monthly,2018-01,inf.cpi_yoy,
baseline_2008_monthly,2018-01,inf.ppi_yoy,
baseline_2008_monthly,2018-01,liq.m2_yoy,
baseline_2008_monthly,2018-02,ey,
baseline_2008_monthly,2018-02,eyg,
baseline_2008_monthly,2018-02,term_spread,
baseline_2008_monthly,2018-02,pmi_gap,
baseline_2008_monthly,2018-02,delta_pmi,
baseline_2008_monthly,2018-02,loans_12m,
baseline_2008_monthly,2018-02,val.pb,
baseline_2008_monthly,2018-02,rate.fr007_mean,
baseline_2008_monthly,2018-02,gro.ip_yoy,
baseline_2008_monthly,2018-02,gro.retail_yoy,
baseline_2008_monthly,2018-02,gro.gdp_yoy,
baseline_2008_monthly,2018-02,inf.cpi_yoy,
baseline_2008_monthly,2018-02,inf.ppi_yoy,
baseline_2008_monthly,2018-02,liq.m2_yoy,
baseline_2008_monthly,2018-03,ey,
baseline_2008_monthly,2018-03,eyg,
baseline_2008_monthly,2018-03,term_spread,
baseline_2008_monthly,2018-03,pmi_gap,
baseline_2008_monthly,2018-03,delta_pmi,
baseline_2008_monthly,2018-03,loans_12m,
baseline_2008_monthly,2018-03,val.pb,
baseline_2008_monthly,2018-03,rate.fr007_mean,
baseline_2008_monthly,2018-03,gro.ip_yoy,
baseline_2008_monthly,2018-03,gro.retail_yoy,
baseline_2008_monthly,2018-03,gro.gdp_yoy,
baseline_2008_monthly,2018-03,inf.cpi_yoy,
baseline_2008_monthly,2018-03,inf.ppi_yoy,
baseline_2008_monthly,2018-03,liq.m2_yoy,
baseline_2008_monthly,2018-04,ey,
baseline_2008_monthly,2018-04,eyg,
baseline_2008_monthly,2018-04,term_spread,
baseline_2008_monthly,2018-04,pmi_gap,
baseline_2008_monthly,2018-04,delta_pmi,
baseline_2008_monthly,2018-04,loans_12m,
baseline_2008_monthly,2018-04,val.pb,
baseline_2008_monthly,2018-04,rate.fr007_mean,
baseline_2008_monthly,2018-04,gro.ip_yoy,
baseline_2008_monthly,2018-04,gro.retail_yoy,
baseline_2008_monthly,2018-04,gro.gdp_yoy,
baseline_2008_monthly,2018-04,inf.cpi_yoy,
baseline_2008_monthly,2018-04,inf.ppi_yoy,
baseline_2008_monthly,2018-04,liq.m2_yoy,
baseline_2008_monthly,2018-05,ey,
baseline_2008_monthly,2018-05,eyg,
baseline_2008_monthly,2018-05,term_spread,
baseline_2008_monthly,2018-05,pmi_gap,
baseline_2008_monthly,2018-05,delta_pmi,
baseline_2008_monthly,2018-05,loans_12m,
baseline_2008_monthly,2018-05,val.pb,
baseline_2008_monthly,2018-05,rate.fr007_mean,
baseline_2008_monthly,2018-05,gro.ip_yoy,
baseline_2008_monthly,2018-05,gro.retail_yoy,
baseline_2008_monthly,2018-05,gro.gdp_yoy,
baseline_2008_monthly,2018-05,inf.cpi_yoy,
baseline_2008_monthly,2018-05,inf.ppi_yoy,
baseline_2008_monthly,2018-05,liq.m2_yoy,
baseline_2008_monthly,2018-06,ey,
baseline_2008_monthly,2018-06,eyg,
baseline_2008_monthly,2018-06,term_spread,
baseline_2008_monthly,2018-06,pmi_gap,
baseline_2008_monthly,2018-06,delta_pmi,
baseline_2008_monthly,2018-06,loans_12m,
baseline_2008_monthly,2018-06,val.pb,
baseline_2008_monthly,2018-06,rate.fr007_mean,
baseline_2008_monthly,2018-06,gro.ip_yoy,
baseline_2008_monthly,2018-06,gro.retail_yoy,
baseline_2008_monthly,2018-06,gro.gdp_yoy,
baseline_2008_monthly,2018-06,inf.cpi_yoy,
baseline_2008_monthly,2018-06,inf.ppi_yoy,
baseline_2008_monthly,2018-06,liq.m2_yoy,
baseline_2008_monthly,2018-07,ey,
baseline_2008_monthly,2018-07,eyg,
baseline_2008_monthly,2018-07,term_spread,
baseline_2008_monthly,2018-07,pmi_gap,
baseline_2008_monthly,2018-07,delta_pmi,
baseline_2008_monthly,2018-07,loans_12m,
baseline_2008_monthly,2018-07,val.pb,
baseline_2008_monthly,2018-07,rate.fr007_mean,
baseline_2008_monthly,2018-07,gro.ip_yoy,
baseline_2008_monthly,2018-07,gro.retail_yoy,
baseline_2008_monthly,2018-07,gro.gdp_yoy,
baseline_2008_monthly,2018-07,inf.cpi_yoy,
baseline_2008_monthly,2018-07,inf.ppi_yoy,
baseline_2008_monthly,2018-07,liq.m2_yoy,
baseline_2008_monthly,2018-08,ey,
baseline_2008_monthly,2018-08,eyg,
baseline_2008_monthly,2018-08,term_spread,
baseline_2008_monthly,2018-08,pmi_gap,
baseline_2008_monthly,2018-08,delta_pmi,
baseline_2008_monthly,2018-08,loans_12m,
baseline_2008_monthly,2018-08,val.pb,
baseline_2008_monthly,2018-08,rate.fr007_mean,
baseline_2008_monthly,2018-08,gro.ip_yoy,
baseline_2008_monthly,2018-08,gro.retail_yoy,
baseline_2008_monthly,2018-08,gro.gdp_yoy,
baseline_2008_monthly,2018-08,inf.cpi_yoy,
baseline_2008_monthly,2018-08,inf.ppi_yoy,
baseline_2008_monthly,2018-08,liq.m2_yoy,
baseline_2008_monthly,2018-09,ey,
baseline_2008_monthly,2018-09,eyg,
baseline_2008_monthly,2018-09,term_spread,
baseline_2008_monthly,2018-09,pmi_gap,
baseline_2008_monthly,2018-09,delta_pmi,
baseline_2008_monthly,2018-09,loans_12m,
baseline_2008_monthly,2018-09,val.pb,
baseline_2008_monthly,2018-09,rate.fr007_mean,
baseline_2008_monthly,2018-09,gro.ip_yoy,
baseline_2008_monthly,2018-09,gro.retail_yoy,
baseline_2008_monthly,2018-09,gro.gdp_yoy,
baseline_2008_monthly,2018-09,inf.cpi_yoy,
baseline_2008_monthly,2018-09,inf.ppi_yoy,
baseline_2008_monthly,2018-09,liq.m2_yoy,
baseline_2008_monthly,2018-10,ey,
baseline_2008_monthly,2018-10,eyg,
baseline_2008_monthly,2018-10,term_spread,
baseline_2008_monthly,2018-10,pmi_gap,
baseline_2008_monthly,2018-10,delta_pmi,
baseline_2008_monthly,2018-10,loans_12m,
baseline_2008_monthly,2018-10,val.pb,
baseline_2008_monthly,2018-10,rate.fr007_mean,
baseline_2008_monthly,2018-10,gro.ip_yoy,
baseline_2008_monthly,2018-10,gro.retail_yoy,
baseline_2008_monthly,2018-10,gro.gdp_yoy,
baseline_2008_monthly,2018-10,inf.cpi_yoy,
baseline_2008_monthly,2018-10,inf.ppi_yoy,
baseline_2008_monthly,2018-10,liq.m2_yoy,
baseline_2008_monthly,2018-11,ey,
baseline_2008_monthly,2018-11,eyg,
baseline_2008_monthly,2018-11,term_spread,
baseline_2008_monthly,2018-11,pmi_gap,
baseline_2008_monthly,2018-11,delta_pmi,
baseline_2008_monthly,2018-11,loans_12m,
baseline_2008_monthly,2018-11,val.pb,
baseline_2008_monthly,2018-11,rate.fr007_mean,
baseline_2008_monthly,2018-11,gro.ip_yoy,
baseline_2008_monthly,2018-11,gro.retail_yoy,
baseline_2008_monthly,2018-11,gro.gdp_yoy,
baseline_2008_monthly,2018-11,inf.cpi_yoy,
baseline_2008_monthly,2018-11,inf.ppi_yoy,
baseline_2008_monthly,2018-11,liq.m2_yoy,
baseline_2008_monthly,2018-12,ey,
baseline_2008_monthly,2018-12,eyg,
baseline_2008_monthly,2018-12,term_spread,
baseline_2008_monthly,2018-12,pmi_gap,
baseline_2008_monthly,2018-12,delta_pmi,
baseline_2008_monthly,2018-12,loans_12m,
baseline_2008_monthly,2018-12,val.pb,
baseline_2008_monthly,2018-12,rate.fr007_mean,
baseline_2008_monthly,2018-12,gro.ip_yoy,
baseline_2008_monthly,2018-12,gro.retail_yoy,
baseline_2008_monthly,2018-12,gro.gdp_yoy,
baseline_2008_monthly,2018-12,inf.cpi_yoy,
baseline_2008_monthly,2018-12,inf.ppi_yoy,
baseline_2008_monthly,2018-12,liq.m2_yoy,
baseline_2008_monthly,2019-01,ey,
baseline_2008_monthly,2019-01,eyg,
baseline_2008_monthly,2019-01,term_spread,
baseline_2008_monthly,2019-01,pmi_gap,
baseline_2008_monthly,2019-01,delta_pmi,
baseline_2008_monthly,2019-01,loans_12m,
baseline_2008_monthly,2019-01,val.pb,
baseline_2008_monthly,2019-01,rate.fr007_mean,
baseline_2008_monthly,2019-01,gro.ip_yoy,
baseline_2008_monthly,2019-01,gro.retail_yoy,
baseline_2008_monthly,2019-01,gro.gdp_yoy,
baseline_2008_monthly,2019-01,inf.cpi_yoy,
baseline_2008_monthly,2019-01,inf.ppi_yoy,
baseline_2008_monthly,2019-01,liq.m2_yoy,
baseline_2008_monthly,2019-02,ey,
baseline_2008_monthly,2019-02,eyg,
baseline_2008_monthly,2019-02,term_spread,
baseline_2008_monthly,2019-02,pmi_gap,
baseline_2008_monthly,2019-02,delta_pmi,
baseline_2008_monthly,2019-02,loans_12m,
baseline_2008_monthly,2019-02,val.pb,
baseline_2008_monthly,2019-02,rate.fr007_mean,
baseline_2008_monthly,2019-02,gro.ip_yoy,
baseline_2008_monthly,2019-02,gro.retail_yoy,
baseline_2008_monthly,2019-02,gro.gdp_yoy,
baseline_2008_monthly,2019-02,inf.cpi_yoy,
baseline_2008_monthly,2019-02,inf.ppi_yoy,
baseline_2008_monthly,2019-02,liq.m2_yoy,
baseline_2008_monthly,2019-03,ey,
baseline_2008_monthly,2019-03,eyg,
baseline_2008_monthly,2019-03,term_spread,
baseline_2008_monthly,2019-03,pmi_gap,
baseline_2008_monthly,2019-03,delta_pmi,
baseline_2008_monthly,2019-03,loans_12m,
baseline_2008_monthly,2019-03,val.pb,
baseline_2008_monthly,2019-03,rate.fr007_mean,
baseline_2008_monthly,2019-03,gro.ip_yoy,
baseline_2008_monthly,2019-03,gro.retail_yoy,
baseline_2008_monthly,2019-03,gro.gdp_yoy,
baseline_2008_monthly,2019-03,inf.cpi_yoy,
baseline_2008_monthly,2019-03,inf.ppi_yoy,
baseline_2008_monthly,2019-03,liq.m2_yoy,
baseline_2008_monthly,2019-04,ey,
baseline_2008_monthly,2019-04,eyg,
baseline_2008_monthly,2019-04,term_spread,
baseline_2008_monthly,2019-04,pmi_gap,
baseline_2008_monthly,2019-04,delta_pmi,
baseline_2008_monthly,2019-04,loans_12m,
baseline_2008_monthly,2019-04,val.pb,
baseline_2008_monthly,2019-04,rate.fr007_mean,
baseline_2008_monthly,2019-04,gro.ip_yoy,
baseline_2008_monthly,2019-04,gro.retail_yoy,
baseline_2008_monthly,2019-04,gro.gdp_yoy,
baseline_2008_monthly,2019-04,inf.cpi_yoy,
baseline_2008_monthly,2019-04,inf.ppi_yoy,
baseline_2008_monthly,2019-04,liq.m2_yoy,
baseline_2008_monthly,2019-05,ey,
baseline_2008_monthly,2019-05,eyg,
baseline_2008_monthly,2019-05,term_spread,
baseline_2008_monthly,2019-05,pmi_gap,
baseline_2008_monthly,2019-05,delta_pmi,
baseline_2008_monthly,2019-05,loans_12m,
baseline_2008_monthly,2019-05,val.pb,
baseline_2008_monthly,2019-05,rate.fr007_mean,
baseline_2008_monthly,2019-05,gro.ip_yoy,
baseline_2008_monthly,2019-05,gro.retail_yoy,
baseline_2008_monthly,2019-05,gro.gdp_yoy,
baseline_2008_monthly,2019-05,inf.cpi_yoy,
baseline_2008_monthly,2019-05,inf.ppi_yoy,
baseline_2008_monthly,2019-05,liq.m2_yoy,
baseline_2008_monthly,2019-06,ey,
baseline_2008_monthly,2019-06,eyg,
baseline_2008_monthly,2019-06,term_spread,
baseline_2008_monthly,2019-06,pmi_gap,
baseline_2008_monthly,2019-06,delta_pmi,
baseline_2008_monthly,2019-06,loans_12m,
baseline_2008_monthly,2019-06,val.pb,
baseline_2008_monthly,2019-06,rate.fr007_mean,
baseline_2008_monthly,2019-06,gro.ip_yoy,
baseline_2008_monthly,2019-06,gro.retail_yoy,
baseline_2008_monthly,2019-06,gro.gdp_yoy,
baseline_2008_monthly,2019-06,inf.cpi_yoy,
baseline_2008_monthly,2019-06,inf.ppi_yoy,
baseline_2008_monthly,2019-06,liq.m2_yoy,
baseline_2008_monthly,2019-07,ey,
baseline_2008_monthly,2019-07,eyg,
baseline_2008_monthly,2019-07,term_spread,
baseline_2008_monthly,2019-07,pmi_gap,
baseline_2008_monthly,2019-07,delta_pmi,
baseline_2008_monthly,2019-07,loans_12m,
baseline_2008_monthly,2019-07,val.pb,
baseline_2008_monthly,2019-07,rate.fr007_mean,
baseline_2008_monthly,2019-07,gro.ip_yoy,
baseline_2008_monthly,2019-07,gro.retail_yoy,
baseline_2008_monthly,2019-07,gro.gdp_yoy,
baseline_2008_monthly,2019-07,inf.cpi_yoy,
baseline_2008_monthly,2019-07,inf.ppi_yoy,
baseline_2008_monthly,2019-07,liq.m2_yoy,
baseline_2008_monthly,2019-08,ey,
baseline_2008_monthly,2019-08,eyg,
baseline_2008_monthly,2019-08,term_spread,
baseline_2008_monthly,2019-08,pmi_gap,
baseline_2008_monthly,2019-08,delta_pmi,
baseline_2008_monthly,2019-08,loans_12m,
baseline_2008_monthly,2019-08,val.pb,
baseline_2008_monthly,2019-08,rate.fr007_mean,
baseline_2008_monthly,2019-08,gro.ip_yoy,
baseline_2008_monthly,2019-08,gro.retail_yoy,
baseline_2008_monthly,2019-08,gro.gdp_yoy,
baseline_2008_monthly,2019-08,inf.cpi_yoy,
baseline_2008_monthly,2019-08,inf.ppi_yoy,
baseline_2008_monthly,2019-08,liq.m2_yoy,
baseline_2008_monthly,2019-09,ey,
baseline_2008_monthly,2019-09,eyg,
baseline_2008_monthly,2019-09,term_spread,
baseline_2008_monthly,2019-09,pmi_gap,
baseline_2008_monthly,2019-09,delta_pmi,
baseline_2008_monthly,2019-09,loans_12m,
baseline_2008_monthly,2019-09,val.pb,
baseline_2008_monthly,2019-09,rate.fr007_mean,
baseline_2008_monthly,2019-09,gro.ip_yoy,
baseline_2008_monthly,2019-09,gro.retail_yoy,
baseline_2008_monthly,2019-09,gro.gdp_yoy,
baseline_2008_monthly,2019-09,inf.cpi_yoy,
baseline_2008_monthly,2019-09,inf.ppi_yoy,
baseline_2008_monthly,2019-09,liq.m2_yoy,
baseline_2008_monthly,2019-10,ey,
baseline_2008_monthly,2019-10,eyg,
baseline_2008_monthly,2019-10,term_spread,
baseline_2008_monthly,2019-10,pmi_gap,
baseline_2008_monthly,2019-10,delta_pmi,
baseline_2008_monthly,2019-10,loans_12m,
baseline_2008_monthly,2019-10,val.pb,
baseline_2008_monthly,2019-10,rate.fr007_mean,
baseline_2008_monthly,2019-10,gro.ip_yoy,
baseline_2008_monthly,2019-10,gro.retail_yoy,
baseline_2008_monthly,2019-10,gro.gdp_yoy,
baseline_2008_monthly,2019-10,inf.cpi_yoy,
baseline_2008_monthly,2019-10,inf.ppi_yoy,
baseline_2008_monthly,2019-10,liq.m2_yoy,
baseline_2008_monthly,2019-11,ey,
baseline_2008_monthly,2019-11,eyg,
baseline_2008_monthly,2019-11,term_spread,
baseline_2008_monthly,2019-11,pmi_gap,
baseline_2008_monthly,2019-11,delta_pmi,
baseline_2008_monthly,2019-11,loans_12m,
baseline_2008_monthly,2019-11,val.pb,
baseline_2008_monthly,2019-11,rate.fr007_mean,
baseline_2008_monthly,2019-11,gro.ip_yoy,
baseline_2008_monthly,2019-11,gro.retail_yoy,
baseline_2008_monthly,2019-11,gro.gdp_yoy,
baseline_2008_monthly,2019-11,inf.cpi_yoy,
baseline_2008_monthly,2019-11,inf.ppi_yoy,
baseline_2008_monthly,2019-11,liq.m2_yoy,
baseline_2008_monthly,2019-12,ey,
baseline_2008_monthly,2019-12,eyg,
baseline_2008_monthly,2019-12,term_spread,
baseline_2008_monthly,2019-12,pmi_gap,
baseline_2008_monthly,2019-12,delta_pmi,
baseline_2008_monthly,2019-12,loans_12m,
baseline_2008_monthly,2019-12,val.pb,
baseline_2008_monthly,2019-12,rate.fr007_mean,
baseline_2008_monthly,2019-12,gro.ip_yoy,
baseline_2008_monthly,2019-12,gro.retail_yoy,
baseline_2008_monthly,2019-12,gro.gdp_yoy,
baseline_2008_monthly,2019-12,inf.cpi_yoy,
baseline_2008_monthly,2019-12,inf.ppi_yoy,
baseline_2008_monthly,2019-12,liq.m2_yoy,
baseline_2008_monthly,2020-01,ey,
baseline_2008_monthly,2020-01,eyg,
baseline_2008_monthly,2020-01,term_spread,
baseline_2008_monthly,2020-01,pmi_gap,
baseline_2008_monthly,2020-01,delta_pmi,
baseline_2008_monthly,2020-01,loans_12m,
baseline_2008_monthly,2020-01,val.pb,
baseline_2008_monthly,2020-01,rate.fr007_mean,
baseline_2008_monthly,2020-01,gro.ip_yoy,
baseline_2008_monthly,2020-01,gro.retail_yoy,
baseline_2008_monthly,2020-01,gro.gdp_yoy,
baseline_2008_monthly,2020-01,inf.cpi_yoy,
baseline_2008_monthly,2020-01,inf.ppi_yoy,
baseline_2008_monthly,2020-01,liq.m2_yoy,
baseline_2008_monthly,2020-02,ey,
baseline_2008_monthly,2020-02,eyg,
baseline_2008_monthly,2020-02,term_spread,
baseline_2008_monthly,2020-02,pmi_gap,
baseline_2008_monthly,2020-02,delta_pmi,
baseline_2008_monthly,2020-02,loans_12m,
baseline_2008_monthly,2020-02,val.pb,
baseline_2008_monthly,2020-02,rate.fr007_mean,
baseline_2008_monthly,2020-02,gro.ip_yoy,
baseline_2008_monthly,2020-02,gro.retail_yoy,
baseline_2008_monthly,2020-02,gro.gdp_yoy,
baseline_2008_monthly,2020-02,inf.cpi_yoy,
baseline_2008_monthly,2020-02,inf.ppi_yoy,
baseline_2008_monthly,2020-02,liq.m2_yoy,
baseline_2008_monthly,2020-03,ey,
baseline_2008_monthly,2020-03,eyg,
baseline_2008_monthly,2020-03,term_spread,
baseline_2008_monthly,2020-03,pmi_gap,
baseline_2008_monthly,2020-03,delta_pmi,
baseline_2008_monthly,2020-03,loans_12m,
baseline_2008_monthly,2020-03,val.pb,
baseline_2008_monthly,2020-03,rate.fr007_mean,
baseline_2008_monthly,2020-03,gro.ip_yoy,
baseline_2008_monthly,2020-03,gro.retail_yoy,
baseline_2008_monthly,2020-03,gro.gdp_yoy,
baseline_2008_monthly,2020-03,inf.cpi_yoy,
baseline_2008_monthly,2020-03,inf.ppi_yoy,
baseline_2008_monthly,2020-03,liq.m2_yoy,
baseline_2008_monthly,2020-04,ey,
baseline_2008_monthly,2020-04,eyg,
baseline_2008_monthly,2020-04,term_spread,
baseline_2008_monthly,2020-04,pmi_gap,
baseline_2008_monthly,2020-04,delta_pmi,
baseline_2008_monthly,2020-04,loans_12m,
baseline_2008_monthly,2020-04,val.pb,
baseline_2008_monthly,2020-04,rate.fr007_mean,
baseline_2008_monthly,2020-04,gro.ip_yoy,
baseline_2008_monthly,2020-04,gro.retail_yoy,
baseline_2008_monthly,2020-04,gro.gdp_yoy,
baseline_2008_monthly,2020-04,inf.cpi_yoy,
baseline_2008_monthly,2020-04,inf.ppi_yoy,
baseline_2008_monthly,2020-04,liq.m2_yoy,
baseline_2008_monthly,2020-05,ey,
baseline_2008_monthly,2020-05,eyg,
baseline_2008_monthly,2020-05,term_spread,
baseline_2008_monthly,2020-05,pmi_gap,
baseline_2008_monthly,2020-05,delta_pmi,
baseline_2008_monthly,2020-05,loans_12m,
baseline_2008_monthly,2020-05,val.pb,
baseline_2008_monthly,2020-05,rate.fr007_mean,
baseline_2008_monthly,2020-05,gro.ip_yoy,
baseline_2008_monthly,2020-05,gro.retail_yoy,
baseline_2008_monthly,2020-05,gro.gdp_yoy,
baseline_2008_monthly,2020-05,inf.cpi_yoy,
baseline_2008_monthly,2020-05,inf.ppi_yoy,
baseline_2008_monthly,2020-05,liq.m2_yoy,
baseline_2008_monthly,2020-06,ey,
baseline_2008_monthly,2020-06,eyg,
baseline_2008_monthly,2020-06,term_spread,
baseline_2008_monthly,2020-06,pmi_gap,
baseline_2008_monthly,2020-06,delta_pmi,
baseline_2008_monthly,2020-06,loans_12m,
baseline_2008_monthly,2020-06,val.pb,
baseline_2008_monthly,2020-06,rate.fr007_mean,
baseline_2008_monthly,2020-06,gro.ip_yoy,
baseline_2008_monthly,2020-06,gro.retail_yoy,
baseline_2008_monthly,2020-06,gro.gdp_yoy,
baseline_2008_monthly,2020-06,inf.cpi_yoy,
baseline_2008_monthly,2020-06,inf.ppi_yoy,
baseline_2008_monthly,2020-06,liq.m2_yoy,
baseline_2008_monthly,2020-07,ey,
baseline_2008_monthly,2020-07,eyg,
baseline_2008_monthly,2020-07,term_spread,
baseline_2008_monthly,2020-07,pmi_gap,
baseline_2008_monthly,2020-07,delta_pmi,
baseline_2008_monthly,2020-07,loans_12m,
baseline_2008_monthly,2020-07,val.pb,
baseline_2008_monthly,2020-07,rate.fr007_mean,
baseline_2008_monthly,2020-07,gro.ip_yoy,
baseline_2008_monthly,2020-07,gro.retail_yoy,
baseline_2008_monthly,2020-07,gro.gdp_yoy,
baseline_2008_monthly,2020-07,inf.cpi_yoy,
baseline_2008_monthly,2020-07,inf.ppi_yoy,
baseline_2008_monthly,2020-07,liq.m2_yoy,
baseline_2008_monthly,2020-08,ey,
baseline_2008_monthly,2020-08,eyg,
baseline_2008_monthly,2020-08,term_spread,
baseline_2008_monthly,2020-08,pmi_gap,
baseline_2008_monthly,2020-08,delta_pmi,
baseline_2008_monthly,2020-08,loans_12m,
baseline_2008_monthly,2020-08,val.pb,
baseline_2008_monthly,2020-08,rate.fr007_mean,
baseline_2008_monthly,2020-08,gro.ip_yoy,
baseline_2008_monthly,2020-08,gro.retail_yoy,
baseline_2008_monthly,2020-08,gro.gdp_yoy,
baseline_2008_monthly,2020-08,inf.cpi_yoy,
baseline_2008_monthly,2020-08,inf.ppi_yoy,
baseline_2008_monthly,2020-08,liq.m2_yoy,
baseline_2008_monthly,2020-09,ey,
baseline_2008_monthly,2020-09,eyg,
baseline_2008_monthly,2020-09,term_spread,
baseline_2008_monthly,2020-09,pmi_gap,
baseline_2008_monthly,2020-09,delta_pmi,
baseline_2008_monthly,2020-09,loans_12m,
baseline_2008_monthly,2020-09,val.pb,
baseline_2008_monthly,2020-09,rate.fr007_mean,
baseline_2008_monthly,2020-09,gro.ip_yoy,
baseline_2008_monthly,2020-09,gro.retail_yoy,
baseline_2008_monthly,2020-09,gro.gdp_yoy,
baseline_2008_monthly,2020-09,inf.cpi_yoy,
baseline_2008_monthly,2020-09,inf.ppi_yoy,
baseline_2008_monthly,2020-09,liq.m2_yoy,
baseline_2008_monthly,2020-10,ey,
baseline_2008_monthly,2020-10,eyg,
baseline_2008_monthly,2020-10,term_spread,
baseline_2008_monthly,2020-10,pmi_gap,
baseline_2008_monthly,2020-10,delta_pmi,
baseline_2008_monthly,2020-10,loans_12m,
baseline_2008_monthly,2020-10,val.pb,
baseline_2008_monthly,2020-10,rate.fr007_mean,
baseline_2008_monthly,2020-10,gro.ip_yoy,
baseline_2008_monthly,2020-10,gro.retail_yoy,
baseline_2008_monthly,2020-10,gro.gdp_yoy,
baseline_2008_monthly,2020-10,inf.cpi_yoy,
baseline_2008_monthly,2020-10,inf.ppi_yoy,
baseline_2008_monthly,2020-10,liq.m2_yoy,
baseline_2008_monthly,2020-11,ey,
baseline_2008_monthly,2020-11,eyg,
baseline_2008_monthly,2020-11,term_spread,
baseline_2008_monthly,2020-11,pmi_gap,
baseline_2008_monthly,2020-11,delta_pmi,
baseline_2008_monthly,2020-11,loans_12m,
baseline_2008_monthly,2020-11,val.pb,
baseline_2008_monthly,2020-11,rate.fr007_mean,
baseline_2008_monthly,2020-11,gro.ip_yoy,
baseline_2008_monthly,2020-11,gro.retail_yoy,
baseline_2008_monthly,2020-11,gro.gdp_yoy,
baseline_2008_monthly,2020-11,inf.cpi_yoy,
baseline_2008_monthly,2020-11,inf.ppi_yoy,
baseline_2008_monthly,2020-11,liq.m2_yoy,
baseline_2008_monthly,2020-12,ey,
baseline_2008_monthly,2020-12,eyg,
baseline_2008_monthly,2020-12,term_spread,
baseline_2008_monthly,2020-12,pmi_gap,
baseline_2008_monthly,2020-12,delta_pmi,
baseline_2008_monthly,2020-12,loans_12m,
baseline_2008_monthly,2020-12,val.pb,
baseline_2008_monthly,2020-12,rate.fr007_mean,
baseline_2008_monthly,2020-12,gro.ip_yoy,
baseline_2008_monthly,2020-12,gro.retail_yoy,
baseline_2008_monthly,2020-12,gro.gdp_yoy,
baseline_2008_monthly,2020-12,inf.cpi_yoy,
baseline_2008_monthly,2020-12,inf.ppi_yoy,
baseline_2008_monthly,2020-12,liq.m2_yoy,
baseline_2008_monthly,2021-01,ey,
baseline_2008_monthly,2021-01,eyg,
baseline_2008_monthly,2021-01,term_spread,
baseline_2008_monthly,2021-01,pmi_gap,
baseline_2008_monthly,2021-01,delta_pmi,
baseline_2008_monthly,2021-01,loans_12m,
baseline_2008_monthly,2021-01,val.pb,
baseline_2008_monthly,2021-01,rate.fr007_mean,
baseline_2008_monthly,2021-01,gro.ip_yoy,
baseline_2008_monthly,2021-01,gro.retail_yoy,
baseline_2008_monthly,2021-01,gro.gdp_yoy,
baseline_2008_monthly,2021-01,inf.cpi_yoy,
baseline_2008_monthly,2021-01,inf.ppi_yoy,
baseline_2008_monthly,2021-01,liq.m2_yoy,
baseline_2008_monthly,2021-02,ey,
baseline_2008_monthly,2021-02,eyg,
baseline_2008_monthly,2021-02,term_spread,
baseline_2008_monthly,2021-02,pmi_gap,
baseline_2008_monthly,2021-02,delta_pmi,
baseline_2008_monthly,2021-02,loans_12m,
baseline_2008_monthly,2021-02,val.pb,
baseline_2008_monthly,2021-02,rate.fr007_mean,
baseline_2008_monthly,2021-02,gro.ip_yoy,
baseline_2008_monthly,2021-02,gro.retail_yoy,
baseline_2008_monthly,2021-02,gro.gdp_yoy,
baseline_2008_monthly,2021-02,inf.cpi_yoy,
baseline_2008_monthly,2021-02,inf.ppi_yoy,
baseline_2008_monthly,2021-02,liq.m2_yoy,
baseline_2008_monthly,2021-03,ey,
baseline_2008_monthly,2021-03,eyg,
baseline_2008_monthly,2021-03,term_spread,
baseline_2008_monthly,2021-03,pmi_gap,
baseline_2008_monthly,2021-03,delta_pmi,
baseline_2008_monthly,2021-03,loans_12m,
baseline_2008_monthly,2021-03,val.pb,
baseline_2008_monthly,2021-03,rate.fr007_mean,
baseline_2008_monthly,2021-03,gro.ip_yoy,
baseline_2008_monthly,2021-03,gro.retail_yoy,
baseline_2008_monthly,2021-03,gro.gdp_yoy,
baseline_2008_monthly,2021-03,inf.cpi_yoy,
baseline_2008_monthly,2021-03,inf.ppi_yoy,
baseline_2008_monthly,2021-03,liq.m2_yoy,
baseline_2008_monthly,2021-04,ey,
baseline_2008_monthly,2021-04,eyg,
baseline_2008_monthly,2021-04,term_spread,
baseline_2008_monthly,2021-04,pmi_gap,
baseline_2008_monthly,2021-04,delta_pmi,
baseline_2008_monthly,2021-04,loans_12m,
baseline_2008_monthly,2021-04,val.pb,
baseline_2008_monthly,2021-04,rate.fr007_mean,
