decision_month,decision_date,ey,eyg,term_spread,pmi_gap,delta_pmi,m1_m2_gap,afre_yoy,loans_12m,fr007_p90,fr007_vol,mkt.hs300_tri,mkt.hs300_price
2025-02,2025-02-28,8.460236886632826,6.745036886632826,0.28990000000000005,-0.8999999999999986,-1.0,-6.6,8.0,174288.0,2.45,0.2507835673660033,5590.6,3890.049
2025-03,2025-03-31,8.488964346349746,6.676064346349746,0.24659999999999993,0.20000000000000284,1.1000000000000014,-6.9,8.2,171043.0,2.3,0.20152750019124763,5586.83,3887.306
2025-04,2025-04-30,8.703220191470844,7.078920191470845,0.17359999999999998,0.5,0.29999999999999716,-5.4,8.4,176357.0,1.879,0.07968552911152407,5427.04,3770.571
2025-05,2025-05-30,8.525149190110827,6.853949190110828,0.20950000000000002,-1.0,-1.5,-6.5,8.7,173892.0,1.75,0.07457873895483592,5536.49,3840.232
2025-06,2025-06-30,8.103727714748784,6.456827714748783,0.2834000000000001,-0.5,0.5,-5.6000000000000005,8.7,171618.0,1.85,0.13302057409129966,5719.97,3936.079
2025-07,2025-07-31,8.038585209003216,6.334185209003216,0.28489999999999993,-0.29999999999999716,0.20000000000000284,-3.700000000000001,8.9,173291.0,1.628,0.0647943100024659,5964.36,4075.591
2025-08,2025-08-29,7.558578987150415,5.720678987150415,0.4337000000000002,-0.7000000000000028,-0.4000000000000057,-3.200000000000001,9.0,169803.0,1.57,0.04109802451514698,6591.65,4496.759
2025-09,2025-09-30,7.5075075075075075,5.6470075075075075,0.3671,-0.6000000000000014,0.10000000000000142,-2.8000000000000007,8.8,165645.0,1.64,0.12478756652364562,6811.55,4640.694
2025-10,2025-10-31,7.581501137225171,5.786101137225171,0.3932000000000002,-0.20000000000000284,0.3999999999999986,-1.2000000000000002,8.7,161984.0,1.609,0.06328945848682509,6824.43,4640.668
2025-11,2025-11-28,7.668711656441718,5.827511656441718,0.42290000000000005,-1.0,-0.7999999999999972,-1.9999999999999991,8.5,158865.0,1.54,0.02978431236671239,6662.16,4526.662
2025-12,2025-12-31,7.496251874062969,5.648951874062969,0.4867999999999999,-0.7999999999999972,0.20000000000000284,-3.0999999999999996,8.5,157745.0,1.8000000000000003,0.20096604633284731,6826.62,4629.94
2026-01,2026-01-30,7.479431563201197,5.668231563201196,0.43469999999999986,0.10000000000000142,0.8999999999999986,-4.7,8.3,159147.0,1.63,0.053067791325722945,6947.51,4706.34
2026-02,2026-02-27,7.501875468867217,5.714175468867217,0.42390000000000017,-0.7000000000000028,-0.8000000000000043,-4.1,8.2,155969.0,1.626,0.05687915343285355,6959.11,4710.647
2026-03,2026-03-31,7.518796992481203,5.701696992481203,0.5425,-1.0,-0.29999999999999716,-3.0999999999999996,8.2,157899.0,1.5290000000000001,0.01705605730844885,6574.14,4450.049
2026-04,2026-04-30,7.220216606498195,5.472916606498195,0.4921,0.3999999999999986,1.3999999999999986,-3.4000000000000004,7.9,151187.0,1.42,0.019210612146613643,7109.91,4807.307
2026-05,2026-05-29,7.246376811594202,5.537376811594202,0.48340000000000005,0.29999999999999716,-0.10000000000000142,-3.5999999999999996,7.8,146297.0,1.4,0.017901615465016195,7247.7,4892.121
2026-06,2026-06-30,7.262164124909223,5.529164124909222,0.4863000000000002,0.0,-0.29999999999999716,-3.0999999999999996,7.7,145339.0,1.54,0.06120613103432108,7415.78,4979.433
2026-07,2026-07-31,7.309941520467836,5.595841520467836,0.4535,0.29999999999999716,0.29999999999999716,-4.0,7.4,139389.0,1.498,0.02820205189742933,6866.0,4588.197
