year,value,variable,country,unit,source_note
2013,9.7,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2014,8.3,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2015,6.1,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2016,6.0,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2017,6.6,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2018,6.2,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2019,5.7,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2020,2.8,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2021,9.6,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2022,3.6,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2023,4.6,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2024,5.8,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
2025,5.9,iip_yoy,cn,pct,"NBS 统计公报 规模以上工业增加值 YoY 2013-2025; BREAK vs OECD CHNPRINTO01 (2000-2012), similar concept"
