year,value,variable,country,unit,source_note
2013,13.6,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2014,12.2,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2015,13.3,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2016,11.3,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2017,8.2,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2018,8.1,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2019,8.7,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2020,10.1,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2021,9.0,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2022,11.8,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2023,9.7,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2024,7.3,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
2025,8.5,m2_yoy,cn,pct,NBS 统计公报 M2 year-end growth 2013-2025 (year-end not annual avg)
