year,value,variable,country,unit,source_note
2000,2.0366,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2001,1.7271,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2002,2.1149,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2003,1.5618,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2004,1.6657,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2005,4.5516,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2006,6.555,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2007,7.5465,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2008,6.5541,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2009,3.9277,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2010,3.0737,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2011,2.1366,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
2012,2.8145,trade_balance_gdp,cn,pct_of_gdp,FIXED CN customs USD balance * USDCNY / GDP 2000-2012 (H2 trade col-shift bug resolved)
