year,value,variable,country,unit,source_note
2001,26.5731,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2002,25.6309,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2003,25.5923,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2004,25.4546,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2005,26.0747,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2006,26.0213,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2007,25.2659,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2008,24.7832,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2009,23.8404,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2010,23.0214,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2011,23.9659,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2012,24.4207,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2013,24.9775,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2014,24.863,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2015,24.4666,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2016,24.4459,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2017,24.4458,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
2018,24.408,investment_gdp,jp,pct_of_gdp,FIXED 2008SNA GFCF(JPNGFCFQDSNAQ yen)/1e9 -> billion / NGDP(SAAR quarterly mean billion) 2001-2023; v0.3d unit fix (was 1e9 too high); ends 2023 (GFCF 2024Q1+ NA)
