year,value
1990,50.08860877525625
1991,9.41183484729641
1992,11.393281814891754
1993,9.401516447152144
1994,5.296961493281504
1995,4.571829795877235
1996,-13.93799568537767
1997,-8.638805284915213
1998,-17.293016433744196
1999,-8.447577348944918
2000,8.056622119708443
2001,-7.114867314564846
2002,6.765435392386015
2003,17.682623324561625
2004,14.846826556731731
2005,10.55067658927711
2006,7.544310214360813
2007,4.981524611261435
2008,0.7539349451977948
2009,-18.06944582888076
2010,8.288490260192841
2011,1.689087923762287
2012,-6.253414476814513
2013,-5.660963236535089
2014,-9.783221217504293
2015,-13.549706281069108
2016,-11.785507017811645
2017,-3.988759725268057
2018,-8.8902148999481
2019,-8.091663308998687
2020,12.02953611929516
2021,-5.892252830685049
2022,-6.137283288610128
2023,-13.712838334451703
2024,-6.944725346968619
2025,-9.16084336939804
