year,value
1990,8.717907635188888
1991,7.937904231556858
1992,2.681717418918376
1993,-4.797793945351206
1994,-5.088060780048995
1995,-2.323838219295168
1996,1.4273419610836662
1997,6.469521054962565
1998,-1.436676138084045
1999,-11.132294770790494
2000,-1.4585467413567432
2001,-2.2809844579125733
2002,8.088652632508708
2003,1.8042669131187337
2004,1.1903281386571756
2005,-1.8576432718314893
2006,3.2756948351175907
2007,1.2307463629637425
2008,0.19230753466857164
2009,-12.632757552131679
2010,14.437466506869445
2011,-6.477677663776607
2012,-4.642668890029677
2013,6.296906029113664
2014,0.20483787127804032
2015,-0.5116249716735233
2016,-9.790459516982459
2017,5.369512484910305
2018,-0.6807404653990092
2019,-7.517600268269991
2020,6.094702669035819
2021,-9.41580748211491
2022,3.321104813079261
2023,0.14781831383011035
2024,3.156437728188645
