year,value
1990,-0.09728353173272938
1991,0.06119840086857556
1992,0.05895313524994428
1993,-0.021254051609071983
1994,0.5376929663867634
1995,-0.24858623781081618
1996,0.2200497571021932
1997,-0.12169719150780872
1998,0.18707856715726687
1999,-0.12361690947709264
2000,0.16052565055936557
2001,-0.09723915536541924
2002,-0.012110923478566377
2003,-0.19933952861518503
2004,0.005418851094097635
2005,-0.27023861006820094
2006,0.42032841874451854
2007,-0.0045436713645358034
2008,0.1630151265097586
2009,-0.055093835576007555
2010,0.06577675140161506
2011,-0.11687968508996446
2012,0.03096187030079267
2013,0.14756586437982117
2014,-0.05825473262479258
2015,0.12884290101253898
2016,-0.059058682261111495
2017,-0.04730145168170405
2018,-0.07446632042448734
2019,-0.2542378556442044
2020,0.12384721512931357
2021,-0.028813026468820113
2022,-0.09503418866049326
2023,-0.1662457050707516
2024,-0.1599601813647987
