year,value
1990,0.5340951969514833
1991,-0.07410299458474867
1992,-0.6117235159877197
1993,-0.23536975410301864
1994,0.446036900276809
1995,0.032672330995197285
1996,0.18948346415413653
1997,-0.14589131539692346
1998,-0.3668771670901805
1999,0.476450739189616
2000,0.4573568628820084
2001,-0.9272329292108736
2002,0.6563881354666847
2003,0.4169739170801847
2004,-0.029154531764660874
2005,0.18955745472229069
2006,0.17260251667137538
2007,0.09454702193410469
2008,-1.493483561959792
2009,0.9470297014032525
2010,0.4260956565523628
2011,0.19419487578321082
2012,-0.5098101657416692
2013,0.29971584220130865
2014,-0.2250839027267233
2015,-0.21391502318829225
2016,0.242747672541185
2017,0.15468047380875305
2018,-0.13284251725396246
2019,-0.5302876681730737
2020,0.1511387910358053
2021,-0.10191468827379424
2022,-0.04922410276174105
2023,-0.03508316017430957
2024,-0.3473467934706491
2025,-0.052423761785945544
