year,value
1990,2.578000136565038
1991,2.3141043037492963
1992,0.6814524636365731
1993,-0.0006927113520875938
1994,-0.30044174409507496
1995,-1.221919295372039
1996,-0.6666974349796977
1997,1.329436133662774
1998,0.3673621178204085
1999,-0.630247304398543
2000,-0.9123032490596313
2001,-1.111180379589222
2002,-1.1630015862435776
2003,-0.7703230233490266
2004,-0.7725091277834031
2005,-1.2235269370028374
2006,-0.7117482671224107
2007,-0.578957084243274
2008,1.4528826399257295
2009,-1.7784511043844504
2010,-0.9947589277981527
2011,-0.618474337614848
2012,-0.867921750952092
2013,-0.6937560085385486
2014,1.7709498467154314
2015,-0.04954734944533157
2016,-1.0546885032807942
2017,-0.691848999304757
2018,0.13889966620448835
2019,-0.4859673127296015
2020,-1.1265111147939086
2021,-0.8157271565737497
2022,1.9422382713676591
2023,2.3936725395896183
2024,1.801030695581002
2025,2.4711718951890425
