year,value
1994,58.61824804006051
1995,63.61175045506556
1996,27.732410479346896
1997,8.106091202483498
1998,6.552954463968206
1999,22.741076492708885
2000,29.749374435925233
2001,16.437779611205713
2002,3.7295258716056594
2003,10.222362688717851
2004,17.142916028156264
2005,14.10843198009934
2006,0.47552811644902704
2007,-16.72438975748797
2008,-25.329552773092644
2009,1.3968047637872303
2010,-2.1846975897231005
2011,0.6524927568287069
2012,10.88048348167868
2013,-10.13206900125165
2014,-16.83194215105972
2015,-27.12964485923368
2016,-12.700003086347976
2017,-12.27373732915865
2018,-21.496173739939053
2019,-14.779749852182604
2020,19.326136817799252
2021,-3.7324921803758
2022,-15.593644637423552
2023,-41.324498120945904
2024,-43.449669287192464
2025,-47.80210332047358
