year,value
1990,4.647612538312934
1991,4.088078754314159
1992,0.38530069093423647
1993,-0.42089212897524253
1994,-1.1929849321681163
1995,-0.32273013776351656
1996,3.312562326622085
1997,0.08425904835125997
1998,-2.766598628951907
1999,-0.7933902986123296
2000,-0.9526411111383197
2001,0.6152649625554636
2002,0.3132595659487602
2003,0.5939443572634775
2004,-0.4367469669930246
2005,-0.5996480341999504
2006,-1.2612950423487357
2007,-0.5763418503472582
2008,-0.21932948374681338
2009,-2.427058183766315
2010,2.2291467657800297
2011,-0.9897450512662872
2012,0.7018308342590336
2013,0.625182586661176
2014,-0.8029712662584825
2015,0.49347403319173666
2016,-0.5016426983183522
2017,-0.4985068914442472
2018,-0.629880570255317
2019,-1.43744206406842
2020,-0.007657340344020547
2021,-0.23070338931685042
2022,0.23836072966085786
2023,-0.24070242260280583
2024,-1.2050575592077066
2025,0.1856888582387104
