year,value
1990,1.0822788026103263
1995,13.399554530407428
1996,5.2955589520910715
1997,0.7943310193348281
1998,-2.3994442328136127
1999,-3.1212322387206615
2000,-1.3962081477097188
2001,-0.9487739683842689
2002,-2.1708606454897934
2003,-0.9571094595860732
2004,0.8279834057733226
2005,-1.747018086636499
2006,-2.0053021905779507
2007,2.054833463564157
2008,5.381768478605515
2009,-1.7481899372599843
2010,1.3752445014436807
2011,3.62564890939903
2012,-0.2663527334987843
2013,-0.8303593484794174
2014,-1.4120023042055458
2015,-1.611536026279758
2016,-1.1817480538609892
2017,-2.284595111901753
2018,-0.9015861523953741
2019,-0.36325932725557575
2020,0.9040090582858928
2021,-1.3381205935147729
2022,0.434111535228876
2023,-2.8092636917979235
2024,-3.0155308284120768
2025,-2.6668295779636497
