year,value
1990,-0.1100455592871456
1991,-0.8558352983839653
1992,-0.997977860495142
1993,0.3011301145792239
1994,-0.07051534405708881
1995,-0.24465909244308115
1996,0.172651522838914
1997,-0.11434815575230117
1998,-0.5183588896934441
1999,-0.66161642590097
2000,-0.36096633870305117
2001,-0.17252314316126788
2002,-0.06278841785844436
2003,-0.07528669181255365
2004,0.11050472129979744
2005,0.3700075639979735
2006,-0.08739570969128102
2007,0.25259425679767
2008,0.5340671619985875
2009,0.5981637360069725
2010,0.20063963781145888
2011,0.39084245575055027
2012,0.5599166683273918
2013,0.3462532851673718
2014,0.6318265907443422
2015,0.053317788853931514
2016,1.2599976982610817
2017,-0.21212434494049281
2018,-1.1506584838099032
2019,-0.07186833167144224
2020,-0.254183886408049
2021,-0.13982490223210609
2022,0.39400878864015554
2023,-0.0028305926773882217
2024,0.7495324439804572
2025,-0.7616469660767508
