year,value
2001,3.2499177639833956
2002,-0.2838655872877265
2003,-0.7276192917833306
2004,3.055845277694079
2005,4.6982269640736405
2006,3.2812302481756053
2007,6.06128039424831
2008,0.9168039136334123
2009,-0.4474511711104068
2010,-1.189052570472743
2011,0.4751457706071154
2012,1.0315330162638752
2013,0.4843911535909182
2014,-0.3781279102310613
2015,-0.707409491318618
2016,-1.2342498371301716
2017,1.03881963749296
2018,0.043808838213790224
2019,-0.05280246424829649
2020,3.209748203359288
2021,-0.49066803963258465
2022,-2.7190801637266793
2023,-4.803046206848683
2024,-7.339546690660577
2025,-7.173831756885263
