cn_year,jp_year,lag,s,n_mod
2023,1990,33,-0.029895358063186578,4
2023,1991,32,0.4048079774757774,4
2023,1992,31,0.6162552443465218,4
2023,1993,30,0.7396004507104814,4
2023,1994,29,0.6845393439881975,4
2023,1995,28,0.7140688578201482,4
2023,1996,27,0.5345142009919184,4
2023,1997,26,0.483334319784758,4
2023,1998,25,0.63906973569102,4
2023,1999,24,0.6949205283258837,4
2023,2000,23,0.6458831809579287,4
2023,2001,22,0.6895685825414369,4
2023,2002,21,0.6699288344186792,4
2023,2003,20,0.6920676699830379,4
2023,2004,19,0.5923337223721574,4
2023,2005,18,0.6300746375203288,4
2023,2006,17,0.5466552272250117,4
2023,2007,16,0.5982273610840637,4
2023,2008,15,0.5036717224065889,4
2023,2009,14,0.3304160548871107,4
2023,2010,13,0.3489789319286877,4
2023,2011,12,0.8197724120833589,4
2023,2012,11,0.7431321002892484,4
2023,2013,10,0.49715089631977805,4
2024,1979,45,-0.10527451759981199,4
2024,1980,44,-0.4332180457687702,4
2024,1981,43,-0.04157954350307616,4
2024,1982,42,0.2710707048989557,4
2024,1983,41,0.3441518405526024,4
2024,1984,40,0.16210295097857658,4
2024,1985,39,0.33713469324482115,4
2024,1986,38,0.2481861054400711,4
2024,1987,37,0.2470705795064364,4
2024,1988,36,0.21329795262046133,4
2024,1989,35,0.0999674184751553,4
2024,1990,34,-0.030078405958394366,4
2024,1991,33,0.36907716693741155,4
2024,1992,32,0.5900458625107408,4
2024,1993,31,0.5841116234346885,4
2024,1994,30,0.6321498939681547,4
2024,1995,29,0.7053123639088493,4
2024,1996,28,0.5343311530967105,4
2024,1997,27,0.4651448444952919,4
2024,1998,26,0.5747571583935925,4
2024,1999,25,0.5876984496399905,4
2024,2000,24,0.6759604542583625,4
2024,2001,23,0.5428951618120059,4
2024,2002,22,0.6875644067669627,4
2024,2003,21,0.7097032423313213,4
2024,2004,20,0.6099692947204409,4
2024,2005,19,0.6477102098686123,4
2024,2006,18,0.5642907995732953,4
2024,2007,17,0.6158629334323472,4
2024,2008,16,0.36787718489452237,4
2024,2009,15,0.22163115846643178,4
2024,2010,14,0.36661450427697106,4
2024,2011,13,0.7015750322125864,4
2024,2012,12,0.5980458174647442,4
2024,2013,11,0.5147864686680614,4
2024,2014,10,0.507230003253061,4
2025,1980,45,-0.40002382676215315,4
2025,1981,44,-0.03984739083915012,4
2025,1982,43,0.2639813673220143,4
2025,1983,42,0.30583112404188056,4
2025,1984,41,0.09073261405131791,4
2025,1985,40,0.28111983576796834,4
2025,1986,39,0.232437808245579,4
2025,1987,38,0.2026182054682558,4
2025,1988,37,0.17446304630702922,4
2025,1989,36,0.08565536425664658,4
2025,1990,35,-0.03342460456015148,4
2025,1991,34,0.40815196356200734,4
2025,1992,33,0.617612204349814,4
2025,1993,32,0.6243677860413843,4
2025,1994,31,0.6286678011420929,4
2025,1995,30,0.7003321346726672,4
2025,1996,29,0.5002398788414734,4
2025,1997,28,0.4567207837626728,4
2025,1998,27,0.5704468953921885,4
2025,1999,26,0.5987869821616894,4
2025,2000,25,0.6645415679950831,4
2025,2001,24,0.5650087210182286,4
2025,2002,23,0.690805792168802,4
2025,2003,22,0.7129446277331606,4
2025,2004,21,0.6132106801222802,4
2025,2005,20,0.6509515952704514,4
2025,2006,19,0.5675321849751345,4
2025,2007,18,0.6191043188341865,4
2025,2008,17,0.3899907441007449,4
2025,2009,16,0.27058814557505045,4
2025,2010,15,0.36985588967881033,4
2025,2011,14,0.7259393948430914,4
2025,2012,13,0.6201593766709668,4
2025,2013,12,0.5180278540699007,4
2025,2014,11,0.508220585230618,4
2025,2015,10,0.6131298682602232,4
