cn_year,jp_year,lag,s,n_mod
2018,2005,13,0.678854079959009,4
2018,2006,12,0.657279179899998,4
2018,2007,11,0.6864021564521086,4
2018,2008,10,0.4997447614128219,4
2019,1974,45,-1.767833160685677,4
2019,1975,44,-0.20247795789868658,4
2019,1976,43,-0.42055034643739936,4
2019,1977,42,0.017217643164497864,4
2019,1978,41,0.22802109916399246,4
2019,1979,40,0.20482137319286423,4
2019,1980,39,-0.123122154976094,4
2019,1981,38,0.26851634728960005,4
2019,1982,37,0.554198047393472,4
2019,1983,36,0.5646943703639533,4
2019,1984,35,0.3805426317467927,4
2019,1985,34,0.5262419279962349,4
2019,1986,33,0.2832444312511307,4
2019,1987,32,0.24894238641322636,4
2019,1988,31,0.3158291685422763,4
2019,1989,30,0.4100633092678315,4
2019,1990,29,0.2800174848342819,4
2019,1991,28,0.6982149285951756,4
2019,1992,27,0.8697406209480523,4
2019,1993,26,0.7844047892702054,4
2019,1994,25,0.7221337171687515,4
2019,1995,24,0.6467115366567481,4
2019,1996,23,0.5347928297851083,4
2019,1997,22,0.6459290585737494,4
2019,1998,21,0.5811519526445165,4
2019,1999,20,0.4954908095820551,4
2019,2000,19,0.49415979702119645,4
2019,2001,18,0.4624061707920068,4
2019,2002,17,0.5351963183205037,4
2019,2003,16,0.6440878164264066,4
2019,2004,15,0.5772353277256843,4
2019,2005,14,0.5847701359843122,4
2019,2006,13,0.5631952359253011,4
2019,2007,12,0.5923182124774116,4
2019,2008,11,0.5115075195296175,4
2019,2009,10,0.01959035417938984,4
2020,1975,45,-0.30528603014049865,4
2020,1976,44,-0.5233584186792114,4
2020,1977,43,-0.0809349950472156,4
2020,1978,42,0.14633600415084597,4
2020,1979,41,0.10201330095105202,4
2020,1980,40,-0.22593022721790612,4
2020,1981,39,0.16570827504778787,4
2020,1982,38,0.4837990242229301,4
2020,1983,37,0.5114545634975515,4
2020,1984,36,0.28238999353507915,4
2020,1985,35,0.4494989404590318,4
2020,1986,34,0.2736638462157424,4
2020,1987,33,0.23936180137783802,4
2020,1988,32,0.28512560627822237,4
2020,1989,31,0.30725523702601937,4
2020,1990,30,0.17720941259246967,4
2020,1991,29,0.6171791070122323,4
2020,1992,28,0.8306764952329351,4
2020,1993,27,0.7873555574339992,4
2020,1994,26,0.6992783048493346,4
2020,1995,25,0.6160079743926941,4
2020,1996,24,0.5040892675210542,4
2020,1997,23,0.6352785748428158,4
2020,1998,22,0.7058273638517812,4
2020,1999,21,0.4859102245466669,4
2020,2000,20,0.46345623475714254,4
2020,2001,19,0.47044248797340393,4
2020,2002,18,0.45683635896904856,4
2020,2003,17,0.5657278570749513,4
2020,2004,16,0.49887536837422924,4
2020,2005,15,0.506410176632857,4
2020,2006,14,0.4681694741251572,4
2020,2007,13,0.5139582531259564,4
2020,2008,12,0.5820677389029282,4
2020,2009,11,0.1690521531865246,4
2020,2010,10,0.16337498216068014,4
2021,1976,45,-0.3449358251565635,4
2021,1977,44,-0.06895368166221386,4
2021,1978,43,-0.03855661065955557,4
2021,1979,42,0.14350618332255677,4
2021,1980,41,-0.07273283579849671,4
2021,1981,40,0.31034662854452083,4
2021,1982,39,0.2722739364343698,4
2021,1983,38,0.3503342040371379,4
2021,1984,37,0.45569160962461874,4
2021,1985,36,0.3365256373271614,4
2021,1986,35,0.20092239658466626,4
2021,1987,34,0.26576367239118215,4
2021,1988,33,0.277787398922539,4
2021,1989,32,0.39269662770975494,4
2021,1990,31,0.21864774585165647,4
2021,1991,30,0.3999332466715861,4
2021,1992,29,0.5859773737425018,4
2021,1993,28,0.5272335008240958,4
2021,1994,27,0.6127447265389788,4
2021,1995,26,0.7019523543615515,4
2021,1996,25,0.7077527774669481,4
2021,1997,24,0.6838132338710203,4
2021,1998,23,0.3907785628861644,4
2021,1999,22,0.5009928812909157,4
2021,2000,21,0.7074427872008832,4
2021,2001,20,0.38449105564545893,4
2021,2002,19,0.661061591791071,4
2021,2003,18,0.8004168476841517,4
2021,2004,17,0.8832365656323661,4
2021,2005,16,0.8254811303889811,4
2021,2006,15,0.8988962235178086,4
2021,2007,14,0.8866839717225586,4
2021,2008,13,0.1927494937195333,4
2021,2009,12,0.013998114505765824,4
2021,2010,11,0.6871237651165395,4
2021,2011,10,0.6310985058701759,4
2022,1977,45,0.0012129424609081951,4
2022,1978,44,0.09118458967264292,4
2022,1979,43,0.18416123845917584,4
2022,1980,42,-0.1437822897097823,4
2022,1981,41,0.24785621255591178,4
2022,1982,40,0.5031870297353951,4
2022,1983,39,0.494972793265652,4
2022,1984,38,0.37431434250641016,4
2022,1985,37,0.49683496510908975,4
2022,1986,36,0.3126001881353209,4
2022,1987,35,0.27829814329741664,4
2022,1988,34,0.3646786072517788,4
2022,1989,33,0.3894031745341432,4
2022,1990,32,0.25935735010059346,4
2022,1991,31,0.6099675866939932,4
2022,1992,30,0.7124502053541426,4
2022,1993,29,0.7199759833121409,4
2022,1994,28,0.7217302198559499,4
2022,1995,27,0.7118520997050451,4
2022,1996,26,0.6803249614269596,4
2022,1997,25,0.7297030628770792,4
2022,1998,24,0.7327594208418542,4
2022,1999,23,0.5248465664662454,4
2022,2000,22,0.6137189048506697,4
2022,2001,21,0.49583128320962616,4
2022,2002,20,0.637530933585856,4
2022,2003,19,0.6386723797463532,4
2022,2004,18,0.6293605635785802,4
