year,value,variable,country,unit,transform_id
1987,1.0,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1990,0.9583333333333334,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1991,0.16666666666666666,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1992,0.625,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1993,0.75,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1994,0.4583333333333333,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1995,0.7916666666666666,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1996,0.5,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1997,0.7083333333333334,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1998,0.5833333333333334,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
1999,0.4166666666666667,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2000,0.9166666666666666,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2001,0.5416666666666666,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2002,0.125,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2003,0.20833333333333334,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2004,0.6666666666666666,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2005,0.8333333333333334,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2006,0.375,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2007,0.25,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2008,0.3333333333333333,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2009,0.2916666666666667,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2010,0.875,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2011,0.08333333333333333,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
2012,0.041666666666666664,working_age_growth_pctrank,cn,pct_rank,H3-PCTRANK-cn-working_age_growth
