year,value,variable,country,unit,transform_id
1978,0.1748679746791178,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1979,-0.3497359493582338,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1980,-0.6744907594765952,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1981,-1.2490569619936935,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1982,-1.398943797432937,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1983,-1.1741135442740727,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1984,-0.8243775949158371,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1985,0.14988683543924358,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1986,0.0,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1987,-0.29977367087848716,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1988,-0.12490569619936935,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1989,-0.22483025315886448,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1990,-0.649509620236721,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1991,-0.6744907594765952,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1992,-0.22483025315886448,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1993,1.2740381012335678,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1994,0.7494341771962162,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1995,0.6994718987164676,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1996,0.3247548101183596,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1997,-0.19984911391899027,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1998,-0.3247548101183596,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
1999,-0.3247548101183596,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2000,-0.5495850632772259,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2001,-0.2557263239332741,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2002,0.08017238072810527,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2003,0.8654702257365031,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2004,1.3673007676369877,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2005,1.0093893002495486,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2006,1.0585127778312693,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2007,1.027786429423648,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2008,1.5681545127869352,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2009,2.411810173823242,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2010,2.6386481249139915,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2011,2.701621743953839,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
2012,2.5634878564084698,investment_gdp_robustz,cn,robust_z,H3-ROBUSTZ-cn-investment_gdp
