year,value,variable,country,unit,transform_id
1978,-0.6131734177059947,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1980,1.4716162024943937,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1985,2.0234722784297894,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1990,0.12263468354119894,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1995,4.414848607483177,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1996,1.7168855695767917,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1997,0.03065867088530028,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1998,-1.0730534809854924,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
1999,-1.257005506297294,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2000,-0.7051494303618934,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2001,-0.6131734177059947,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2002,-1.0730534809854924,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2003,-0.4598800632794955,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2004,0.36790405062360115,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2005,-0.27592803796769816,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2006,-0.3679040506235968,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2007,0.6438320885912971,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2008,0.9810774683295981,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2009,-1.0423948101001943,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2010,0.1839520253117995,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2011,0.8277841139030988,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
2012,-0.03065867088530028,cpi_yoy_robustz,cn,robust_z,H3-ROBUSTZ-cn-cpi_yoy
