year,value,variable,country,unit,transform_id
1978,0.20234722784297854,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1980,0.19560232024821272,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1981,0.6508835828949145,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1982,0.8818966680156487,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1983,0.5294752461891276,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1984,0.48057466612707395,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1985,0.6728045325779037,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1986,0.9071900714960208,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1987,1.0589504923782544,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1988,0.8970727101038721,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1989,0.763860785107244,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1990,0.6761769863752867,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1991,0.4434776743558614,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1992,0.2006610009442868,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1993,0.1753675974639147,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1994,0.10960474841494654,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1995,0.01180358829084047,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1996,-0.01180358829084047,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1997,-0.08093889113719153,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1998,-0.23775799271549994,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
1999,-0.4063806825846488,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2000,-0.5092405234048298,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2001,-0.6188452718197763,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2002,-0.706529070551734,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2003,-0.7824092809928509,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2004,-0.802644003777149,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2005,-0.7840955078915424,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2006,-0.8363685417509785,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2007,-0.8346823148522872,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2008,-0.827937407257521,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2009,-0.8599757183326595,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2010,-0.8684068528261167,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2011,-0.8633481721300424,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
2012,-0.8346823148522872,birth_rate_robustz,cn,robust_z,H3-ROBUSTZ-cn-birth_rate
