year,value,variable,country,unit,transform_id
1994,-1.4230087070591217,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
1995,-1.0629460864299445,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
1996,-0.6914982716806788,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
1997,-0.391313338646049,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
1998,-0.14505580656707043,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
1999,-0.36409194858937344,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2000,-0.34530403565868983,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2001,-0.1520368515213634,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2002,-0.26588879272226146,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2003,-0.5718834544436864,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2004,-0.6945436939761765,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2005,-0.73464956297534,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2006,-0.6838612896165854,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2007,-0.5467235810178087,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2008,-0.2005761976465196,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2009,0.0,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2010,-0.03649821489526758,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2011,0.07997747474482814,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2012,0.3593598308686772,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2013,0.6744907594765952,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2014,0.7971978516597844,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2015,1.2999736463210334,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2016,1.0811249149015285,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2017,0.9125490776830798,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2018,0.9823595272260175,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2019,0.9601982234449368,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2020,1.0585887899148485,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2021,1.2282890907500974,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2022,1.2570097656291712,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2023,0.7553584345847217,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2024,0.6316674367368327,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2025,0.41548930640722687,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
2026,0.5652036051010348,reer_robustz,cn,robust_z,H3-ROBUSTZ-cn-reer
