quarter,value,variable,country,unit,source_note
2000-Q1,47471800.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2001-Q1,61422500.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2001-Q2,93352600.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2001-Q3,81893800.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2001-Q4,122791400.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2002-Q1,77449800.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2002-Q2,107896800.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2002-Q3,94461400.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2002-Q4,142790500.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2003-Q1,105286400.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2003-Q2,138122500.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2003-Q3,122222400.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2003-Q4,177559700.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2004-Q1,128995400.00000001,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2004-Q2,151372000.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2004-Q3,130335500.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2004-Q4,193435700.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2005-Q1,140966000.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2005-Q2,170786500.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2005-Q3,153203200.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2005-Q4,203444700.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2006-Q1,172159199.99999997,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
2006-Q2,206887000.0,housing_starts,CN,m2,"NBS 房地产开发月度(累计值)→单季还原 房屋新开工面积 全国; 覆盖:2000Q1 单独 + 2001Q1-2026Q2 连续(2000Q2-Q4 数据缺失,登记为 missing); 源:data.stats.gov.cn /stream/esData"
