quarter,value,variable,country,unit,source_note
2000-Q1,933.79,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q2,1150.21,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q3,1324.7,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q4,2277.25,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q1,1301.51,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q2,1590.66,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q3,1606.65,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q4,2878.76,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q1,1633.61,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q2,2220.68,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q3,2185.68,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q4,3501.66,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q1,2346.53,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q2,3376.29,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q3,3114.77,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q4,4290.63,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q1,3595.39,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q2,4007.41,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q3,4011.3,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q4,5554.67,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q1,4520.62,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q2,4944.87,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q3,4851.96,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q4,6861.03,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q1,5640.08,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q2,6583.75,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q3,6178.02,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q4,8478.36,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q1,7125.49,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q2,8492.1,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q3,9761.44,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q4,11877.59,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q1,9225.55,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q2,9947.79,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q3,8909.6,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q4,10063.09,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q1,10070.32,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q2,13081.21,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q3,14969.65,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q4,19006.45,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q1,16250.48,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q2,17468.48,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q3,16785.48,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q4,21989.9,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q1,19268.05,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q2,21722.82,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q3,20956.32,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q4,21298.75,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q1,20846.6,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q2,22482.42,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q3,24902.6,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q4,28305.19,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q1,26962.0,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q2,30262.72,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q3,30603.06,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q4,34294.69,developer_funding,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发企业本年到位资金 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
