quarter,value,variable,country,unit,source_note
2005-Q3,4184.51,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q4,5381.73,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q1,2792.68,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q2,4901.91,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q3,5207.81,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q4,6480.06,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q1,3543.78,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q2,6343.45,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q3,6926.82,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q4,8465.6,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q1,4687.75,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q2,8507.92,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q3,8082.02,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q4,9302.13,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q1,4880.29,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q2,9415.12,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q3,10264.59,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q4,11671.71,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q1,6594.45,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q2,13152.67,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q3,13764.13,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q4,14755.82,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q1,8846.36,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q2,17404.09,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q3,17974.39,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q4,17514.94,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q1,10927.17,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q2,19682.66,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q3,20436.1,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q4,20757.86,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q1,13132.57,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q2,23695.37,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q3,24291.61,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q4,24893.83,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2014-Q1,15339.24,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2014-Q2,26679.38,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2014-Q3,26732.59,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2014-Q4,26284.4,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2015-Q1,16650.64,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2015-Q2,27304.31,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2015-Q3,26580.12,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2015-Q4,25443.78,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2016-Q1,17676.62,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2016-Q2,28953.9,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2016-Q3,27967.07,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2016-Q4,27983.41,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2017-Q1,19291.92,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2017-Q2,31318.3,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2017-Q3,30034.23,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2017-Q4,29154.08,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2018-Q1,21291.29,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2018-Q2,34239.67,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2018-Q3,33134.08,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2018-Q4,31598.47,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2019-Q1,23802.92,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2019-Q2,37806.38,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2019-Q3,36398.37,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2019-Q4,34186.59,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2020-Q1,21962.61,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2020-Q2,40817.6,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2020-Q3,40703.99,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2020-Q4,37958.75,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2021-Q1,27575.82,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2021-Q2,44603.25,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2021-Q3,40389.0,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2021-Q4,35034.01,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2022-Q1,27764.95,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2022-Q2,40549.26,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2022-Q3,35244.33,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2022-Q4,29336.87,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2023-Q1,25973.72,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2023-Q2,32576.14,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2023-Q3,28719.33,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2023-Q4,23643.69,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2024-Q1,22082.37,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2024-Q2,30446.46,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2024-Q3,26151.45,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2024-Q4,21599.93,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2025-Q1,19904.17,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2025-Q2,26753.39,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2025-Q3,21048.15,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2025-Q4,15082.43,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2026-Q1,17719.91,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2026-Q2,20353.79,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
