quarter,value,variable,country,unit,source_note
2000-Q1,534.5,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q2,1088.1,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q3,1238.0,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q4,2041.13,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q1,677.2,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q2,1445.3,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q3,1636.32,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q4,2486.66,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q1,922.35,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q2,1898.93,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q3,2041.41,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q4,2873.73,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q1,1285.1,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q2,2531.71,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q3,2678.2,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q4,3611.11,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q1,1820.4,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q2,3103.29,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q3,3433.08,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q4,4801.48,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q1,2323.57,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q2,3869.49,property_investment,CN,亿元,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
