quarter,value,variable,country,unit,source_note
2010-Q1,186506.57,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2010-Q2,196193.81,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2010-Q3,204958.51,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2010-Q4,210735.69,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2011-Q1,220384.02,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2011-Q2,224825.85,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2011-Q3,227614.46,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2011-Q4,231547.58,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2012-Q1,237745.9,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2012-Q2,242293.64,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
