quarter,value,variable,country,unit,source_note
2012-Q3,245732.98,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2012-Q4,247209.95,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2013-Q1,255576.4,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2013-Q2,260684.42,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2013-Q3,267950.75,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2013-Q4,270501.99,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2014-Q1,281725.43,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2014-Q2,291101.55,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2014-Q3,298359.63,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2014-Q4,308787.73,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2015-Q1,323587.36,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2015-Q2,332045.84,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2015-Q3,337861.33,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2015-Q4,344181.84,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2016-Q1,364528.92,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2016-Q2,369996.23,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2016-Q3,375982.44,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2016-Q4,385661.91,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2017-Q1,412919.83,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2017-Q2,428306.95,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2017-Q3,441302.93,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2017-Q4,450022.22,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2018-Q1,474125.29,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2018-Q2,486794.63,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2018-Q3,498951.75,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2018-Q4,505645.65,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2019-Q1,532273.47,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2019-Q2,541447.23,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2019-Q3,554981.7,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2019-Q4,565389.94,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2020-Q1,595828.3,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2020-Q2,613947.11,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2020-Q3,637882.57,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2020-Q4,653350.17,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2021-Q1,698205.49,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2021-Q2,719712.05,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2021-Q3,736843.46,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2021-Q4,745823.11,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2022-Q1,784598.32,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2022-Q2,807274.76,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
2022-Q3,831620.31,cn_pboc_sector_credit,CN,CNY_100M,"PBOC 金融机构人民币信贷收支表 非金融企业及机关团体中长期贷款余额(亿元,月度季末取值) 栏目名沿革:2010-2014""非金融企业及其他部门贷款""(Loans to Non-financial Enterprises and Other Sectors)→2015-2019""非金融企业及机关团体贷款""→2020起""企（事）业单位贷款""(Loans to Non-financial Enterprises and Government Departments & Organizations);口径=境内贷款下非住户部门中长期贷款;2015/2020重命名观测值连续无跳变 definition break=仅栏目名变更 覆盖 2010Q1-2026Q2"
